cancellation_id,flight_id,cancellation_reason,cancelled_at
CXL000408,FLT0008065,Severe Weather,2026-01-15 16:15:00
CXL000409,FLT0008108,Air Traffic Control,2026-07-05 03:00:00
CXL000410,FLT0008116,Mechanical Issue,2025-12-22 03:30:00
CXL000411,FLT0008123,Low Booking Demand,2026-04-20 11:30:00
CXL000412,FLT0008143,Airport Closure,2026-05-11 00:15:00
CXL000413,FLT0008166,Airport Closure,2026-01-18 02:30:00
CXL000414,FLT0008183,Air Traffic Control,2026-07-31 06:15:00
CXL000415,FLT0008193,Crew Shortage,2025-12-14 22:30:00
CXL000416,FLT0008205,Mechanical Issue,2026-03-31 03:15:00
CXL000417,FLT0008211,Low Booking Demand,2025-08-09 04:30:00
CXL000418,FLT0008218,Mechanical Issue,2026-06-14 01:15:00
CXL000419,FLT0008275,Severe Weather,2026-04-19 16:00:00
CXL000420,FLT0008308,Mechanical Issue,2025-12-19 12:30:00
CXL000421,FLT0008320,Airport Closure,2026-02-21 20:30:00
CXL000422,FLT0008335,Crew Shortage,2026-03-23 02:00:00
CXL000423,FLT0008339,Low Booking Demand,2026-03-10 13:45:00
CXL000424,FLT0008392,Mechanical Issue,2025-09-05 23:15:00
CXL000425,FLT0008396,Mechanical Issue,2025-09-18 23:00:00
CXL000426,FLT0008405,Airport Closure,2026-01-24 17:00:00
CXL000427,FLT0008410,Airport Closure,2026-06-26 13:15:00
CXL000428,FLT0008429,Mechanical Issue,2026-03-26 05:30:00
CXL000429,FLT0008472,Mechanical Issue,2026-04-20 04:15:00
CXL000430,FLT0008491,Low Booking Demand,2025-10-28 21:45:00
CXL000431,FLT0008542,Mechanical Issue,2026-03-01 00:15:00
CXL000432,FLT0008543,Airport Closure,2026-07-19 09:30:00
CXL000433,FLT0008547,Airport Closure,2026-02-14 00:00:00
CXL000434,FLT0008556,Air Traffic Control,2026-07-30 00:00:00
CXL000435,FLT0008582,Mechanical Issue,2026-08-02 02:15:00
CXL000436,FLT0008589,Air Traffic Control,2026-04-14 15:00:00
CXL000437,FLT0008598,Low Booking Demand,2025-11-30 15:45:00
CXL000438,FLT0008642,Airport Closure,2025-08-29 21:00:00
CXL000439,FLT0008706,Mechanical Issue,2026-04-23 02:15:00
CXL000440,FLT0008741,Airport Closure,2025-11-21 04:30:00
CXL000441,FLT0008754,Mechanical Issue,2026-04-05 12:30:00
CXL000442,FLT0008780,Airport Closure,2025-10-27 23:30:00
CXL000443,FLT0008783,Crew Shortage,2026-07-22 07:15:00
CXL000444,FLT0008854,Mechanical Issue,2025-08-15 08:30:00
CXL000445,FLT0008857,Crew Shortage,2026-07-31 07:30:00
CXL000446,FLT0008938,Mechanical Issue,2026-06-25 04:15:00
CXL000447,FLT0008940,Severe Weather,2026-01-14 23:15:00
CXL000448,FLT0008972,Low Booking Demand,2026-05-05 00:15:00
CXL000449,FLT0008998,Airport Closure,2026-02-05 12:45:00
CXL000450,FLT0009021,Air Traffic Control,2026-03-30 04:00:00
CXL000451,FLT0009066,Air Traffic Control,2025-08-20 14:15:00
CXL000452,FLT0009067,Airport Closure,2025-09-16 20:00:00
CXL000453,FLT0009083,Severe Weather,2026-02-27 15:15:00
CXL000454,FLT0009112,Crew Shortage,2026-06-08 14:15:00
CXL000455,FLT0009133,Airport Closure,2026-06-14 05:15:00
CXL000456,FLT0009158,Airport Closure,2026-04-26 22:00:00
CXL000457,FLT0009209,Air Traffic Control,2025-10-12 11:45:00
CXL000458,FLT0009215,Mechanical Issue,2026-04-03 16:15:00
CXL000459,FLT0009244,Severe Weather,2025-12-01 09:45:00
CXL000460,FLT0009245,Mechanical Issue,2026-05-02 01:00:00
CXL000461,FLT0009261,Mechanical Issue,2026-06-28 16:30:00
CXL000462,FLT0009350,Mechanical Issue,2025-08-02 06:30:00
CXL000463,FLT0009385,Mechanical Issue,2025-08-20 02:30:00
CXL000464,FLT0009387,Mechanical Issue,2025-11-20 08:15:00
CXL000465,FLT0009388,Mechanical Issue,2025-09-29 14:45:00
CXL000466,FLT0009412,Crew Shortage,2026-06-02 06:00:00
CXL000467,FLT0009414,Mechanical Issue,2026-03-20 02:15:00
CXL000468,FLT0009423,Air Traffic Control,2026-07-21 20:45:00
CXL000469,FLT0009443,Severe Weather,2025-12-03 22:15:00
CXL000470,FLT0009461,Low Booking Demand,2026-05-26 17:45:00
CXL000471,FLT0009478,Low Booking Demand,2026-02-11 18:30:00
CXL000472,FLT0009484,Crew Shortage,2025-12-23 00:45:00
CXL000473,FLT0009493,Severe Weather,2025-12-30 00:00:00
CXL000474,FLT0009517,Low Booking Demand,2025-11-26 17:00:00
CXL000475,FLT0009526,Severe Weather,2026-02-28 11:45:00
CXL000476,FLT0009527,Severe Weather,2026-04-02 07:45:00
CXL000477,FLT0009532,Low Booking Demand,2026-01-31 21:15:00
CXL000478,FLT0009558,Air Traffic Control,2025-12-16 01:45:00
CXL000479,FLT0009583,Severe Weather,2026-02-26 21:30:00
CXL000480,FLT0009620,Low Booking Demand,2025-09-27 09:45:00
CXL000481,FLT0009675,Severe Weather,2026-02-02 16:00:00
CXL000482,FLT0009708,Mechanical Issue,2026-05-15 10:15:00
CXL000483,FLT0009729,Severe Weather,2025-09-25 23:15:00
CXL000484,FLT0009735,Mechanical Issue,2026-04-19 14:00:00
CXL000485,FLT0009755,Low Booking Demand,2025-12-10 01:45:00
CXL000486,FLT0009780,Mechanical Issue,2026-06-11 11:30:00
CXL000487,FLT0009807,Crew Shortage,2026-01-22 00:15:00
CXL000488,FLT0009837,Low Booking Demand,2025-08-30 18:00:00
CXL000489,FLT0009850,Crew Shortage,2026-05-22 16:30:00
CXL000490,FLT0009875,Low Booking Demand,2026-01-06 10:15:00
CXL000491,FLT0009903,Mechanical Issue,2026-02-01 14:15:00
CXL000492,FLT0009915,Low Booking Demand,2025-08-21 09:45:00
CXL000493,FLT0009928,Air Traffic Control,2025-11-12 09:15:00
CXL000494,FLT0009929,Crew Shortage,2025-11-04 21:00:00
CXL000495,FLT0009943,Mechanical Issue,2026-01-19 13:30:00
CXL000496,FLT0009983,Air Traffic Control,2026-06-24 17:00:00
CXL000497,FLT0009986,Severe Weather,2026-03-05 19:45:00
CXL000498,FLT0010008,Mechanical Issue,2025-08-09 02:15:00
CXL000499,FLT0010017,Mechanical Issue,2025-11-29 04:45:00
CXL000500,FLT0010035,Airport Closure,2025-11-08 14:15:00
CXL000501,FLT0010080,Severe Weather,2026-07-05 05:45:00
CXL000502,FLT0010085,Airport Closure,2026-05-22 14:45:00
CXL000503,FLT0010090,Mechanical Issue,2025-12-18 03:30:00
CXL000504,FLT0010107,Airport Closure,2025-12-07 10:00:00
CXL000505,FLT0010110,Mechanical Issue,2026-07-03 20:30:00
CXL000506,FLT0010126,Mechanical Issue,2025-10-13 00:15:00
CXL000507,FLT0010131,Airport Closure,2026-06-26 18:15:00
CXL000508,FLT0010179,Low Booking Demand,2026-07-24 11:30:00
CXL000509,FLT0010198,Airport Closure,2026-01-13 08:00:00
CXL000510,FLT0010223,Low Booking Demand,2026-02-08 21:45:00
CXL000511,FLT0010243,Airport Closure,2026-03-16 12:15:00
CXL000512,FLT0010245,Mechanical Issue,2025-09-23 23:15:00
CXL000513,FLT0010341,Air Traffic Control,2025-09-22 21:15:00
CXL000514,FLT0010348,Severe Weather,2026-06-15 22:45:00
CXL000515,FLT0010384,Severe Weather,2026-05-27 14:15:00
CXL000516,FLT0010408,Low Booking Demand,2026-04-14 19:45:00
CXL000517,FLT0010410,Airport Closure,2025-11-06 04:45:00
CXL000518,FLT0010442,Airport Closure,2026-02-21 19:15:00
CXL000519,FLT0010446,Crew Shortage,2026-01-30 21:00:00
CXL000520,FLT0010452,Mechanical Issue,2026-02-09 17:30:00
CXL000521,FLT0010460,Airport Closure,2025-09-09 21:45:00
CXL000522,FLT0010506,Crew Shortage,2026-01-10 02:30:00
CXL000523,FLT0010518,Mechanical Issue,2025-12-18 17:30:00
CXL000524,FLT0010522,Mechanical Issue,2025-09-20 09:45:00
CXL000525,FLT0010537,Air Traffic Control,2026-06-12 09:30:00
CXL000526,FLT0010557,Low Booking Demand,2026-03-04 19:45:00
CXL000527,FLT0010568,Airport Closure,2025-11-23 01:45:00
CXL000528,FLT0010599,Airport Closure,2026-05-30 15:45:00
CXL000529,FLT0010614,Airport Closure,2026-01-16 04:30:00
CXL000530,FLT0010657,Crew Shortage,2025-12-24 16:00:00
CXL000531,FLT0010664,Airport Closure,2026-04-29 12:30:00
CXL000532,FLT0010667,Crew Shortage,2026-05-10 03:45:00
CXL000533,FLT0010719,Severe Weather,2026-01-23 21:30:00
CXL000534,FLT0010724,Air Traffic Control,2026-01-19 06:30:00
CXL000535,FLT0010733,Low Booking Demand,2025-12-25 00:30:00
CXL000536,FLT0010735,Airport Closure,2026-04-01 19:15:00
CXL000537,FLT0010753,Crew Shortage,2026-01-13 02:00:00
CXL000538,FLT0010767,Crew Shortage,2026-03-23 05:15:00
CXL000539,FLT0010788,Air Traffic Control,2026-07-03 15:00:00
CXL000540,FLT0010794,Air Traffic Control,2026-02-21 11:30:00
CXL000541,FLT0010801,Crew Shortage,2026-02-25 22:30:00
CXL000542,FLT0010806,Mechanical Issue,2025-09-03 04:30:00
CXL000543,FLT0010811,Airport Closure,2025-08-19 02:15:00
CXL000544,FLT0010848,Mechanical Issue,2026-03-03 03:30:00
CXL000545,FLT0010875,Mechanical Issue,2026-05-03 18:30:00
CXL000546,FLT0010900,Airport Closure,2026-07-01 20:45:00
CXL000547,FLT0010947,Low Booking Demand,2026-07-24 00:30:00
CXL000548,FLT0010982,Air Traffic Control,2025-11-16 22:00:00
CXL000549,FLT0011001,Air Traffic Control,2025-11-30 23:45:00
CXL000550,FLT0011031,Air Traffic Control,2025-09-23 00:45:00
CXL000551,FLT0011041,Air Traffic Control,2026-04-28 17:30:00
CXL000552,FLT0011071,Severe Weather,2025-11-23 19:00:00
CXL000553,FLT0011107,Mechanical Issue,2026-06-07 15:15:00
CXL000554,FLT0011189,Crew Shortage,2025-08-18 14:30:00
CXL000555,FLT0011195,Low Booking Demand,2025-11-21 15:15:00
CXL000556,FLT0011215,Air Traffic Control,2025-10-10 21:30:00
CXL000557,FLT0011234,Crew Shortage,2026-06-19 07:30:00
CXL000558,FLT0011278,Severe Weather,2026-07-08 11:15:00
CXL000559,FLT0011313,Severe Weather,2025-11-22 08:45:00
CXL000560,FLT0011323,Severe Weather,2026-02-12 13:30:00
CXL000561,FLT0011337,Airport Closure,2025-09-21 05:00:00
CXL000562,FLT0011354,Air Traffic Control,2026-07-06 04:00:00
CXL000563,FLT0011356,Air Traffic Control,2025-08-12 03:30:00
CXL000564,FLT0011392,Severe Weather,2025-08-21 00:15:00
CXL000565,FLT0011400,Crew Shortage,2026-04-19 18:15:00
CXL000566,FLT0011410,Crew Shortage,2025-08-10 11:00:00
CXL000567,FLT0011478,Low Booking Demand,2026-02-14 14:30:00
CXL000568,FLT0011493,Severe Weather,2025-10-25 08:30:00
CXL000569,FLT0011495,Severe Weather,2025-10-23 02:00:00
CXL000570,FLT0011505,Air Traffic Control,2025-08-10 10:00:00
CXL000571,FLT0011545,Low Booking Demand,2026-03-06 05:45:00
CXL000572,FLT0011598,Air Traffic Control,2025-08-04 00:15:00
CXL000573,FLT0011615,Airport Closure,2025-11-09 08:30:00
CXL000574,FLT0011623,Mechanical Issue,2026-04-19 14:00:00
CXL000575,FLT0011729,Mechanical Issue,2026-05-23 19:15:00
CXL000576,FLT0011754,Low Booking Demand,2025-11-24 11:30:00
CXL000577,FLT0011765,Airport Closure,2026-01-28 20:30:00
CXL000578,FLT0011797,Severe Weather,2026-06-29 06:00:00
CXL000579,FLT0011802,Mechanical Issue,2026-05-21 14:15:00
CXL000580,FLT0011857,Air Traffic Control,2025-12-18 00:45:00
CXL000581,FLT0011858,Low Booking Demand,2025-10-03 19:30:00
CXL000582,FLT0011887,Airport Closure,2025-11-30 11:15:00
CXL000583,FLT0011937,Crew Shortage,2025-09-18 09:45:00
CXL000584,FLT0011950,Severe Weather,2025-09-05 16:45:00
CXL000585,FLT0011995,Crew Shortage,2025-09-28 05:00:00
CXL000586,FLT0011998,Mechanical Issue,2026-01-14 15:30:00
CXL000587,FLT0012077,Airport Closure,2025-09-03 04:45:00
CXL000588,FLT0012110,Mechanical Issue,2026-04-03 06:45:00
CXL000589,FLT0012126,Airport Closure,2025-09-24 06:15:00
CXL000590,FLT0012154,Crew Shortage,2025-12-26 16:45:00
CXL000591,FLT0012162,Air Traffic Control,2025-10-20 02:45:00
CXL000592,FLT0012245,Severe Weather,2026-03-27 16:45:00
CXL000593,FLT0012269,Crew Shortage,2026-01-09 03:30:00
CXL000594,FLT0012276,Severe Weather,2025-10-16 21:30:00
CXL000595,FLT0012284,Air Traffic Control,2025-10-10 15:00:00
CXL000596,FLT0012313,Air Traffic Control,2026-04-20 12:45:00
CXL000597,FLT0012315,Air Traffic Control,2026-03-26 17:30:00
CXL000598,FLT0012334,Low Booking Demand,2025-12-18 14:00:00
CXL000599,FLT0012368,Low Booking Demand,2026-05-21 23:00:00
CXL000600,FLT0012396,Mechanical Issue,2026-01-25 15:15:00
CXL000601,FLT0012402,Airport Closure,2026-01-04 05:45:00
CXL000602,FLT0012407,Mechanical Issue,2026-05-04 20:00:00
CXL000603,FLT0012409,Crew Shortage,2026-02-11 20:15:00
CXL000604,FLT0012417,Air Traffic Control,2025-11-19 08:15:00
CXL000605,FLT0012419,Airport Closure,2025-11-22 03:45:00
CXL000606,FLT0012422,Airport Closure,2026-06-21 11:45:00
CXL000607,FLT0012438,Low Booking Demand,2025-12-09 16:45:00
CXL000608,FLT0012461,Crew Shortage,2026-04-08 20:45:00
CXL000609,FLT0012511,Airport Closure,2026-01-28 04:00:00
CXL000610,FLT0012513,Airport Closure,2025-12-01 15:15:00
CXL000611,FLT0012535,Air Traffic Control,2025-09-11 06:30:00
CXL000612,FLT0012537,Low Booking Demand,2026-07-26 05:00:00
CXL000613,FLT0012556,Air Traffic Control,2025-09-04 14:00:00
CXL000614,FLT0012573,Air Traffic Control,2026-03-09 12:00:00
CXL000615,FLT0012582,Air Traffic Control,2026-06-09 04:15:00
CXL000616,FLT0012620,Air Traffic Control,2025-08-30 01:45:00
CXL000617,FLT0012624,Crew Shortage,2025-11-26 04:15:00
CXL000618,FLT0012672,Severe Weather,2025-08-15 02:45:00
CXL000619,FLT0012678,Low Booking Demand,2025-11-14 06:00:00
CXL000620,FLT0012686,Crew Shortage,2026-02-14 13:15:00
CXL000621,FLT0012688,Crew Shortage,2025-12-08 11:00:00
CXL000622,FLT0012692,Crew Shortage,2026-06-26 16:30:00
CXL000623,FLT0012720,Crew Shortage,2025-12-10 14:30:00
CXL000624,FLT0012734,Airport Closure,2025-10-01 05:00:00
CXL000625,FLT0012746,Air Traffic Control,2026-07-28 03:30:00
CXL000626,FLT0012760,Severe Weather,2026-04-09 04:15:00
CXL000627,FLT0012764,Air Traffic Control,2026-03-24 05:45:00
CXL000628,FLT0012783,Severe Weather,2025-11-19 02:15:00
CXL000629,FLT0012867,Low Booking Demand,2026-07-06 06:45:00
CXL000630,FLT0012876,Air Traffic Control,2026-01-12 22:00:00
CXL000631,FLT0012878,Mechanical Issue,2025-12-17 01:00:00
CXL000632,FLT0012885,Airport Closure,2026-05-08 21:00:00
CXL000633,FLT0012904,Mechanical Issue,2025-12-23 04:30:00
CXL000634,FLT0012912,Low Booking Demand,2026-07-27 10:15:00
CXL000635,FLT0012987,Severe Weather,2025-11-04 18:00:00
CXL000636,FLT0013007,Severe Weather,2025-10-22 10:15:00
CXL000637,FLT0013032,Low Booking Demand,2026-06-15 08:45:00
CXL000638,FLT0013064,Low Booking Demand,2025-12-26 09:15:00
CXL000639,FLT0013096,Air Traffic Control,2026-07-24 03:00:00
CXL000640,FLT0013139,Severe Weather,2025-11-26 04:30:00
CXL000641,FLT0013159,Crew Shortage,2026-02-09 11:00:00
CXL000642,FLT0013182,Severe Weather,2025-09-27 04:15:00
CXL000643,FLT0013189,Crew Shortage,2025-08-03 07:00:00
CXL000644,FLT0013217,Mechanical Issue,2026-02-12 19:30:00
CXL000645,FLT0013221,Air Traffic Control,2026-06-04 21:45:00
CXL000646,FLT0013222,Airport Closure,2025-08-03 02:30:00
CXL000647,FLT0013232,Crew Shortage,2026-04-17 10:00:00
CXL000648,FLT0013241,Mechanical Issue,2025-10-10 17:15:00
CXL000649,FLT0013248,Severe Weather,2026-01-08 04:00:00
CXL000650,FLT0013256,Air Traffic Control,2026-07-31 16:45:00
CXL000651,FLT0013257,Severe Weather,2025-10-29 21:30:00
CXL000652,FLT0013259,Crew Shortage,2025-09-12 05:30:00
CXL000653,FLT0013324,Low Booking Demand,2025-12-04 03:15:00
CXL000654,FLT0013402,Crew Shortage,2026-04-30 03:45:00
CXL000655,FLT0013410,Airport Closure,2025-08-26 09:30:00
CXL000656,FLT0013412,Mechanical Issue,2026-01-09 20:45:00
CXL000657,FLT0013450,Low Booking Demand,2025-09-06 00:15:00
CXL000658,FLT0013461,Crew Shortage,2026-07-26 14:30:00
CXL000659,FLT0013467,Mechanical Issue,2026-05-25 03:30:00
CXL000660,FLT0013472,Mechanical Issue,2025-11-26 00:15:00
CXL000661,FLT0013482,Mechanical Issue,2026-04-30 03:00:00
CXL000662,FLT0013485,Crew Shortage,2026-01-05 09:30:00
CXL000663,FLT0013489,Airport Closure,2026-01-20 23:45:00
CXL000664,FLT0013562,Crew Shortage,2025-12-09 21:45:00
CXL000665,FLT0013572,Airport Closure,2025-08-05 02:30:00
CXL000666,FLT0013593,Air Traffic Control,2025-12-25 07:45:00
CXL000667,FLT0013660,Severe Weather,2025-11-10 23:45:00
CXL000668,FLT0013747,Airport Closure,2026-05-31 13:15:00
CXL000669,FLT0013754,Crew Shortage,2026-01-27 15:45:00
CXL000670,FLT0013755,Mechanical Issue,2025-09-08 04:00:00
CXL000671,FLT0013777,Air Traffic Control,2025-08-01 11:30:00
CXL000672,FLT0013798,Crew Shortage,2026-06-05 13:45:00
CXL000673,FLT0013805,Airport Closure,2025-08-16 15:30:00
CXL000674,FLT0013829,Airport Closure,2026-05-07 03:00:00
CXL000675,FLT0013839,Crew Shortage,2026-07-21 21:15:00
CXL000676,FLT0013866,Mechanical Issue,2025-11-22 22:15:00
CXL000677,FLT0013867,Low Booking Demand,2025-12-12 04:45:00
CXL000678,FLT0013873,Airport Closure,2026-05-10 23:45:00
CXL000679,FLT0013881,Airport Closure,2026-04-24 13:00:00
CXL000680,FLT0013886,Crew Shortage,2025-08-13 20:00:00
CXL000681,FLT0013916,Mechanical Issue,2025-12-27 11:30:00
CXL000682,FLT0013930,Mechanical Issue,2026-05-25 13:00:00
CXL000683,FLT0014005,Mechanical Issue,2026-05-07 16:00:00
CXL000684,FLT0014007,Crew Shortage,2026-04-04 03:15:00
CXL000685,FLT0014018,Severe Weather,2026-01-27 17:30:00
CXL000686,FLT0014034,Air Traffic Control,2026-05-13 19:00:00
CXL000687,FLT0014041,Mechanical Issue,2026-03-01 04:30:00
CXL000688,FLT0014066,Air Traffic Control,2026-07-09 21:30:00
CXL000689,FLT0014069,Crew Shortage,2026-06-13 02:15:00
CXL000690,FLT0014128,Crew Shortage,2025-08-28 02:00:00
CXL000691,FLT0014137,Crew Shortage,2026-02-19 16:15:00
CXL000692,FLT0014146,Mechanical Issue,2026-04-17 10:00:00
CXL000693,FLT0014215,Air Traffic Control,2025-12-09 00:30:00
CXL000694,FLT0014220,Low Booking Demand,2025-10-31 14:30:00
CXL000695,FLT0014235,Crew Shortage,2026-04-24 19:00:00
CXL000696,FLT0014307,Air Traffic Control,2026-01-01 21:30:00
CXL000697,FLT0014325,Crew Shortage,2026-07-22 19:00:00
CXL000698,FLT0014336,Low Booking Demand,2025-09-11 09:00:00
CXL000699,FLT0014339,Crew Shortage,2026-03-28 01:00:00
CXL000700,FLT0014360,Severe Weather,2025-12-22 17:30:00
CXL000701,FLT0014411,Severe Weather,2026-06-26 03:00:00
CXL000702,FLT0014418,Air Traffic Control,2026-06-03 02:45:00
CXL000703,FLT0014419,Crew Shortage,2025-10-23 14:30:00
CXL000704,FLT0014421,Low Booking Demand,2026-05-18 23:15:00
CXL000705,FLT0014479,Air Traffic Control,2026-03-04 19:00:00
CXL000706,FLT0014499,Severe Weather,2026-05-12 02:45:00
CXL000707,FLT0014522,Air Traffic Control,2026-02-06 22:30:00
CXL000708,FLT0014558,Low Booking Demand,2025-12-10 01:30:00
CXL000709,FLT0014639,Crew Shortage,2026-02-06 07:30:00
CXL000710,FLT0014663,Airport Closure,2026-03-23 12:45:00
CXL000711,FLT0014703,Crew Shortage,2025-12-19 12:15:00
CXL000712,FLT0014720,Airport Closure,2026-01-03 17:45:00
CXL000713,FLT0014769,Low Booking Demand,2026-01-16 13:45:00
CXL000714,FLT0014829,Air Traffic Control,2026-04-13 18:15:00
CXL000715,FLT0014850,Severe Weather,2025-11-16 17:00:00
CXL000716,FLT0014863,Severe Weather,2026-01-10 18:30:00
CXL000717,FLT0014866,Mechanical Issue,2025-09-04 04:45:00
CXL000718,FLT0014876,Airport Closure,2026-07-04 00:45:00
CXL000719,FLT0014880,Severe Weather,2025-09-11 16:30:00
CXL000720,FLT0014881,Crew Shortage,2026-02-03 03:15:00
CXL000721,FLT0014884,Crew Shortage,2026-04-10 07:30:00
CXL000722,FLT0014885,Airport Closure,2026-06-10 00:15:00
CXL000723,FLT0014921,Mechanical Issue,2025-12-22 15:45:00
CXL000724,FLT0014938,Severe Weather,2026-04-05 03:00:00
CXL000725,FLT0014948,Low Booking Demand,2026-06-25 16:00:00
CXL000726,FLT0014965,Low Booking Demand,2025-11-19 18:30:00
CXL000727,FLT0014973,Airport Closure,2025-08-14 20:45:00
CXL000728,FLT0014981,Airport Closure,2026-06-28 17:30:00
CXL000729,FLT0015001,Airport Closure,2026-07-16 15:30:00
CXL000730,FLT0015009,Mechanical Issue,2026-02-21 04:30:00
CXL000731,FLT0015010,Low Booking Demand,2025-12-02 23:45:00
CXL000732,FLT0015035,Air Traffic Control,2025-11-27 11:00:00
CXL000733,FLT0015056,Airport Closure,2025-11-05 14:30:00
CXL000734,FLT0015083,Crew Shortage,2025-08-16 12:15:00
CXL000735,FLT0015101,Low Booking Demand,2026-04-14 05:30:00
CXL000736,FLT0015110,Severe Weather,2026-02-18 05:30:00
CXL000737,FLT0015185,Airport Closure,2025-10-26 03:00:00
CXL000738,FLT0015244,Mechanical Issue,2026-07-24 17:15:00
CXL000739,FLT0015245,Low Booking Demand,2026-04-22 21:30:00
CXL000740,FLT0015261,Crew Shortage,2026-01-31 07:00:00
CXL000741,FLT0015313,Airport Closure,2026-05-06 06:45:00
CXL000742,FLT0015330,Air Traffic Control,2026-02-13 07:45:00
CXL000743,FLT0015331,Low Booking Demand,2026-07-18 06:15:00
CXL000744,FLT0015343,Low Booking Demand,2025-11-18 11:45:00
CXL000745,FLT0015344,Severe Weather,2026-05-05 19:45:00
CXL000746,FLT0015367,Mechanical Issue,2025-11-23 03:15:00
CXL000747,FLT0015374,Crew Shortage,2026-03-09 14:15:00
CXL000748,FLT0015406,Air Traffic Control,2026-02-14 12:30:00
CXL000749,FLT0015451,Air Traffic Control,2025-08-20 06:15:00
CXL000750,FLT0015463,Severe Weather,2026-06-08 23:00:00
CXL000751,FLT0015480,Severe Weather,2025-10-16 21:00:00
CXL000752,FLT0015481,Low Booking Demand,2026-01-02 19:00:00
CXL000753,FLT0015486,Low Booking Demand,2025-11-13 15:15:00
CXL000754,FLT0015502,Airport Closure,2026-06-21 00:15:00
CXL000755,FLT0015525,Low Booking Demand,2026-01-21 20:45:00
CXL000756,FLT0015583,Low Booking Demand,2026-03-29 03:45:00
CXL000757,FLT0015589,Crew Shortage,2026-01-29 13:30:00
CXL000758,FLT0015596,Crew Shortage,2026-02-20 11:15:00
CXL000759,FLT0015613,Airport Closure,2026-06-11 06:15:00
CXL000760,FLT0015615,Air Traffic Control,2026-07-21 00:15:00
CXL000761,FLT0015633,Airport Closure,2026-01-08 22:15:00
CXL000762,FLT0015638,Airport Closure,2026-07-20 02:45:00
CXL000763,FLT0015656,Air Traffic Control,2025-10-01 10:15:00
CXL000764,FLT0015684,Air Traffic Control,2026-03-03 14:30:00
CXL000765,FLT0015704,Low Booking Demand,2025-12-01 13:45:00
CXL000766,FLT0015706,Mechanical Issue,2026-02-26 06:30:00
CXL000767,FLT0015721,Crew Shortage,2025-08-31 03:15:00
CXL000768,FLT0015728,Air Traffic Control,2025-11-24 20:00:00
CXL000769,FLT0015745,Air Traffic Control,2025-12-05 17:30:00
CXL000770,FLT0015746,Air Traffic Control,2025-08-25 23:45:00
CXL000771,FLT0015750,Mechanical Issue,2026-02-22 21:45:00
CXL000772,FLT0015753,Air Traffic Control,2025-12-01 06:00:00
CXL000773,FLT0015758,Low Booking Demand,2026-05-12 00:15:00
CXL000774,FLT0015829,Low Booking Demand,2026-04-10 04:15:00
CXL000775,FLT0015833,Airport Closure,2026-02-10 10:15:00
CXL000776,FLT0015856,Severe Weather,2025-08-04 12:00:00
CXL000777,FLT0015879,Low Booking Demand,2026-03-02 23:30:00
