baggage_id,ticket_id,passenger_id,weight_kg,baggage_type,status
BAG00000403,TKT00000317,PAX00000317,23.0,Checked,Loaded
BAG00000404,TKT00000317,PAX00000317,22.1,Oversized,Loaded
BAG00000405,TKT00000318,PAX00000318,13.2,Checked,Delayed
BAG00000406,TKT00000318,PAX00000318,11.4,Checked,Loaded
BAG00000407,TKT00000318,PAX00000318,14.9,Checked,Loaded
BAG00000408,TKT00000320,PAX00000320,25.1,Checked,Loaded
BAG00000409,TKT00000321,PAX00000321,9.5,Checked,Loaded
BAG00000410,TKT00000322,PAX00000322,12.4,Checked,Loaded
BAG00000411,TKT00000322,PAX00000322,18.3,Checked,Delayed
BAG00000412,TKT00000322,PAX00000322,20.8,Checked,Loaded
BAG00000413,TKT00000323,PAX00000323,13.1,Carry-on,Loaded
BAG00000414,TKT00000324,PAX00000324,21.2,Oversized,Loaded
BAG00000415,TKT00000325,PAX00000325,24.4,Oversized,Loaded
BAG00000416,TKT00000326,PAX00000326,23.7,Checked,Loaded
BAG00000417,TKT00000326,PAX00000326,12.7,Checked,Loaded
BAG00000418,TKT00000327,PAX00000327,19.7,Carry-on,Loaded
BAG00000419,TKT00000327,PAX00000327,23.7,Checked,Loaded
BAG00000420,TKT00000328,PAX00000328,23.8,Checked,Loaded
BAG00000421,TKT00000331,PAX00000331,23.6,Checked,Loaded
BAG00000422,TKT00000331,PAX00000331,18.2,Oversized,Loaded
BAG00000423,TKT00000333,PAX00000333,14.0,Oversized,Loaded
BAG00000424,TKT00000334,PAX00000334,11.7,Carry-on,Loaded
BAG00000425,TKT00000334,PAX00000334,19.1,Carry-on,Loaded
BAG00000426,TKT00000335,PAX00000335,27.3,Checked,Loaded
BAG00000427,TKT00000336,PAX00000336,18.0,Oversized,Loaded
BAG00000428,TKT00000337,PAX00000337,24.4,Carry-on,Loaded
BAG00000429,TKT00000337,PAX00000337,24.2,Carry-on,Loaded
BAG00000430,TKT00000337,PAX00000337,19.6,Carry-on,Loaded
BAG00000431,TKT00000338,PAX00000338,15.9,Oversized,Loaded
BAG00000432,TKT00000338,PAX00000338,21.0,Oversized,Loaded
BAG00000433,TKT00000338,PAX00000338,21.3,Checked,Loaded
BAG00000434,TKT00000339,PAX00000339,21.0,Checked,Loaded
BAG00000435,TKT00000340,PAX00000340,19.6,Checked,Loaded
BAG00000436,TKT00000341,PAX00000341,15.1,Checked,Loaded
BAG00000437,TKT00000342,PAX00000342,14.9,Carry-on,Loaded
BAG00000438,TKT00000344,PAX00000344,17.6,Oversized,Loaded
BAG00000439,TKT00000345,PAX00000345,15.6,Checked,Loaded
BAG00000440,TKT00000346,PAX00000346,15.4,Carry-on,Loaded
BAG00000441,TKT00000346,PAX00000346,16.1,Carry-on,Loaded
BAG00000442,TKT00000347,PAX00000347,14.0,Checked,Loaded
BAG00000443,TKT00000348,PAX00000348,25.5,Checked,Loaded
BAG00000444,TKT00000348,PAX00000348,25.6,Checked,Loaded
BAG00000445,TKT00000349,PAX00000349,12.1,Oversized,Loaded
BAG00000446,TKT00000349,PAX00000349,13.7,Checked,Loaded
BAG00000447,TKT00000349,PAX00000349,22.1,Oversized,Loaded
BAG00000448,TKT00000350,PAX00000350,23.5,Oversized,Loaded
BAG00000449,TKT00000350,PAX00000350,10.2,Checked,Loaded
BAG00000450,TKT00000350,PAX00000350,24.2,Carry-on,Loaded
BAG00000451,TKT00000351,PAX00000351,16.4,Checked,Loaded
BAG00000452,TKT00000354,PAX00000354,19.2,Checked,Loaded
BAG00000453,TKT00000354,PAX00000354,13.9,Checked,Loaded
BAG00000454,TKT00000355,PAX00000355,14.3,Oversized,Loaded
BAG00000455,TKT00000356,PAX00000356,24.2,Checked,Loaded
BAG00000456,TKT00000357,PAX00000357,18.1,Checked,Loaded
BAG00000457,TKT00000357,PAX00000357,16.2,Checked,Damaged
BAG00000458,TKT00000358,PAX00000358,6.7,Checked,Loaded
BAG00000459,TKT00000359,PAX00000359,21.1,Oversized,Loaded
BAG00000460,TKT00000360,PAX00000360,18.8,Carry-on,Loaded
BAG00000461,TKT00000361,PAX00000361,20.8,Carry-on,Loaded
BAG00000462,TKT00000362,PAX00000362,9.0,Carry-on,Loaded
BAG00000463,TKT00000362,PAX00000362,17.9,Checked,Loaded
BAG00000464,TKT00000363,PAX00000363,20.7,Checked,Delayed
BAG00000465,TKT00000363,PAX00000363,30.5,Carry-on,Loaded
BAG00000466,TKT00000364,PAX00000364,17.5,Checked,Loaded
BAG00000467,TKT00000366,PAX00000366,10.8,Carry-on,Loaded
BAG00000468,TKT00000367,PAX00000367,13.5,Checked,Delayed
BAG00000469,TKT00000367,PAX00000367,21.1,Checked,Loaded
BAG00000470,TKT00000367,PAX00000367,23.1,Carry-on,Loaded
BAG00000471,TKT00000368,PAX00000368,21.0,Checked,Loaded
BAG00000472,TKT00000368,PAX00000368,22.5,Oversized,Loaded
BAG00000473,TKT00000370,PAX00000370,21.7,Carry-on,Loaded
BAG00000474,TKT00000371,PAX00000371,22.9,Checked,Delayed
BAG00000475,TKT00000371,PAX00000371,14.6,Oversized,Loaded
BAG00000476,TKT00000372,PAX00000372,13.0,Checked,Loaded
BAG00000477,TKT00000373,PAX00000373,13.8,Oversized,Loaded
BAG00000478,TKT00000374,PAX00000374,22.2,Checked,Loaded
BAG00000479,TKT00000375,PAX00000375,23.8,Carry-on,Loaded
BAG00000480,TKT00000376,PAX00000376,22.8,Checked,Loaded
BAG00000481,TKT00000376,PAX00000376,18.9,Checked,Loaded
BAG00000482,TKT00000376,PAX00000376,15.6,Oversized,Loaded
BAG00000483,TKT00000377,PAX00000377,14.1,Checked,Loaded
BAG00000484,TKT00000379,PAX00000379,14.8,Checked,Loaded
BAG00000485,TKT00000380,PAX00000380,28.4,Carry-on,Delayed
BAG00000486,TKT00000380,PAX00000380,15.0,Checked,Loaded
BAG00000487,TKT00000381,PAX00000381,32.0,Checked,Loaded
BAG00000488,TKT00000383,PAX00000383,10.3,Checked,Loaded
BAG00000489,TKT00000384,PAX00000384,19.2,Checked,Loaded
BAG00000490,TKT00000385,PAX00000385,21.3,Checked,Loaded
BAG00000491,TKT00000386,PAX00000386,9.2,Checked,Loaded
BAG00000492,TKT00000386,PAX00000386,18.0,Checked,Loaded
BAG00000493,TKT00000388,PAX00000388,24.9,Checked,Delayed
BAG00000494,TKT00000389,PAX00000389,18.6,Oversized,Loaded
BAG00000495,TKT00000390,PAX00000390,13.0,Checked,Loaded
BAG00000496,TKT00000390,PAX00000390,19.6,Oversized,Loaded
BAG00000497,TKT00000391,PAX00000391,22.6,Carry-on,Loaded
BAG00000498,TKT00000391,PAX00000391,16.5,Checked,Delayed
BAG00000499,TKT00000392,PAX00000392,21.3,Carry-on,Delayed
BAG00000500,TKT00000392,PAX00000392,17.2,Checked,Loaded
BAG00000501,TKT00000393,PAX00000393,18.6,Carry-on,Loaded
BAG00000502,TKT00000393,PAX00000393,17.6,Carry-on,Loaded
BAG00000503,TKT00000394,PAX00000394,21.6,Checked,Loaded
BAG00000504,TKT00000395,PAX00000395,13.1,Carry-on,Loaded
BAG00000505,TKT00000395,PAX00000395,19.4,Checked,Loaded
BAG00000506,TKT00000396,PAX00000396,14.9,Checked,Loaded
BAG00000507,TKT00000396,PAX00000396,19.0,Oversized,Loaded
BAG00000508,TKT00000397,PAX00000397,16.9,Checked,Loaded
BAG00000509,TKT00000398,PAX00000398,19.6,Checked,Loaded
BAG00000510,TKT00000398,PAX00000398,11.6,Carry-on,Loaded
BAG00000511,TKT00000399,PAX00000399,10.8,Checked,Loaded
BAG00000512,TKT00000403,PAX00000403,26.5,Carry-on,Loaded
BAG00000513,TKT00000404,PAX00000404,21.3,Checked,Loaded
BAG00000514,TKT00000404,PAX00000404,15.7,Checked,Loaded
BAG00000515,TKT00000404,PAX00000404,18.3,Carry-on,Loaded
BAG00000516,TKT00000405,PAX00000405,22.0,Checked,Loaded
BAG00000517,TKT00000405,PAX00000405,18.1,Checked,Loaded
BAG00000518,TKT00000406,PAX00000406,10.2,Checked,Loaded
BAG00000519,TKT00000407,PAX00000407,,Oversized,Loaded
BAG00000520,TKT00000407,PAX00000407,23.8,Oversized,Loaded
BAG00000521,TKT00000408,PAX00000408,12.2,Carry-on,Loaded
BAG00000522,TKT00000409,PAX00000409,21.7,Oversized,Delayed
BAG00000523,TKT00000410,PAX00000410,23.1,Checked,Loaded
BAG00000524,TKT00000411,PAX00000411,18.1,Checked,Loaded
BAG00000525,TKT00000412,PAX00000412,,Checked,Loaded
BAG00000526,TKT00000412,PAX00000412,12.0,Checked,Loaded
BAG00000527,TKT00000413,PAX00000413,12.8,Checked,Loaded
BAG00000528,TKT00000414,PAX00000414,16.6,Carry-on,Loaded
BAG00000529,TKT00000414,PAX00000414,7.0,Oversized,Loaded
BAG00000530,TKT00000414,PAX00000414,21.5,Oversized,Loaded
BAG00000531,TKT00000421,PAX00000421,15.8,Checked,Loaded
BAG00000532,TKT00000422,PAX00000422,20.4,Carry-on,Loaded
BAG00000533,TKT00000422,PAX00000422,26.2,Oversized,Loaded
BAG00000534,TKT00000423,PAX00000423,26.2,Oversized,Delayed
BAG00000535,TKT00000424,PAX00000424,14.3,Carry-on,Loaded
BAG00000536,TKT00000424,PAX00000424,17.4,Oversized,Loaded
BAG00000537,TKT00000426,PAX00000426,11.2,Checked,Loaded
BAG00000538,TKT00000426,PAX00000426,19.8,Oversized,Loaded
BAG00000539,TKT00000427,PAX00000427,22.0,Checked,Loaded
BAG00000540,TKT00000428,PAX00000428,16.7,Carry-on,Loaded
BAG00000541,TKT00000429,PAX00000429,16.6,Checked,Loaded
BAG00000542,TKT00000429,PAX00000429,12.5,Carry-on,Loaded
BAG00000543,TKT00000429,PAX00000429,14.7,Carry-on,Loaded
BAG00000544,TKT00000430,PAX00000430,19.8,Carry-on,Loaded
BAG00000545,TKT00000431,PAX00000431,19.0,Oversized,Loaded
BAG00000546,TKT00000431,PAX00000431,26.0,Checked,Lost
BAG00000547,TKT00000432,PAX00000432,24.4,Checked,Loaded
BAG00000548,TKT00000432,PAX00000432,12.7,Checked,Loaded
BAG00000549,TKT00000432,PAX00000432,22.0,Checked,Loaded
BAG00000550,TKT00000437,PAX00000437,31.5,Carry-on,Loaded
BAG00000551,TKT00000438,PAX00000438,,Checked,Loaded
BAG00000552,TKT00000438,PAX00000438,15.2,Oversized,Loaded
BAG00000553,TKT00000439,PAX00000439,15.4,Oversized,Loaded
BAG00000554,TKT00000440,PAX00000440,17.3,Carry-on,Loaded
BAG00000555,TKT00000442,PAX00000442,17.0,Checked,Loaded
BAG00000556,TKT00000444,PAX00000444,24.8,Checked,Loaded
BAG00000557,TKT00000445,PAX00000445,19.2,Carry-on,Loaded
BAG00000558,TKT00000446,PAX00000446,22.2,Oversized,Loaded
BAG00000559,TKT00000446,PAX00000446,23.6,Checked,Delayed
BAG00000560,TKT00000446,PAX00000446,17.2,Oversized,Loaded
BAG00000561,TKT00000447,PAX00000447,21.3,Checked,Loaded
BAG00000562,TKT00000448,PAX00000448,13.3,Checked,Loaded
BAG00000563,TKT00000449,PAX00000449,23.7,Checked,Loaded
BAG00000564,TKT00000449,PAX00000449,31.6,Oversized,Loaded
BAG00000565,TKT00000450,PAX00000450,16.6,Oversized,Loaded
BAG00000566,TKT00000451,PAX00000451,18.5,Carry-on,Loaded
BAG00000567,TKT00000453,PAX00000453,18.3,Checked,Loaded
BAG00000568,TKT00000454,PAX00000454,24.0,Checked,Loaded
BAG00000569,TKT00000455,PAX00000455,17.9,Carry-on,Loaded
BAG00000570,TKT00000456,PAX00000456,18.0,Checked,Loaded
BAG00000571,TKT00000457,PAX00000457,19.0,Carry-on,Loaded
BAG00000572,TKT00000458,PAX00000458,21.1,Checked,Loaded
BAG00000573,TKT00000459,PAX00000459,17.8,Oversized,Delayed
BAG00000574,TKT00000460,PAX00000460,19.9,Checked,Delayed
BAG00000575,TKT00000460,PAX00000460,16.0,Oversized,Loaded
BAG00000576,TKT00000461,PAX00000461,22.3,Checked,Loaded
BAG00000577,TKT00000462,PAX00000462,,Carry-on,Loaded
BAG00000578,TKT00000463,PAX00000463,18.3,Carry-on,Delayed
BAG00000579,TKT00000464,PAX00000464,,Oversized,Loaded
BAG00000580,TKT00000464,PAX00000464,24.0,Checked,Loaded
BAG00000581,TKT00000465,PAX00000465,15.3,Oversized,Loaded
BAG00000582,TKT00000465,PAX00000465,23.5,Checked,Loaded
BAG00000583,TKT00000466,PAX00000466,15.3,Oversized,Loaded
BAG00000584,TKT00000467,PAX00000467,14.4,Checked,Loaded
BAG00000585,TKT00000469,PAX00000469,17.1,Checked,Delayed
BAG00000586,TKT00000469,PAX00000469,16.2,Checked,Loaded
BAG00000587,TKT00000469,PAX00000469,15.1,Carry-on,Delayed
BAG00000588,TKT00000470,PAX00000470,32.0,Checked,Loaded
BAG00000589,TKT00000471,PAX00000471,12.6,Carry-on,Loaded
BAG00000590,TKT00000471,PAX00000471,16.0,Checked,Loaded
BAG00000591,TKT00000471,PAX00000471,16.6,Checked,Loaded
BAG00000592,TKT00000472,PAX00000472,25.0,Carry-on,Loaded
BAG00000593,TKT00000474,PAX00000474,15.7,Checked,Loaded
BAG00000594,TKT00000475,PAX00000475,22.9,Checked,Loaded
BAG00000595,TKT00000475,PAX00000475,12.3,Oversized,Loaded
BAG00000596,TKT00000476,PAX00000476,16.5,Checked,Loaded
BAG00000597,TKT00000477,PAX00000477,11.6,Oversized,Loaded
BAG00000598,TKT00000477,PAX00000477,9.6,Oversized,Loaded
BAG00000599,TKT00000478,PAX00000478,21.0,Oversized,Loaded
BAG00000600,TKT00000478,PAX00000478,16.4,Checked,Loaded
BAG00000601,TKT00000479,PAX00000479,11.2,Checked,Loaded
BAG00000602,TKT00000480,PAX00000480,24.6,Carry-on,Loaded
BAG00000603,TKT00000480,PAX00000480,21.6,Checked,Loaded
BAG00000604,TKT00000481,PAX00000481,16.1,Checked,Loaded
BAG00000605,TKT00000481,PAX00000481,14.7,Carry-on,Delayed
BAG00000606,TKT00000483,PAX00000483,27.2,Carry-on,Loaded
BAG00000607,TKT00000484,PAX00000484,23.6,Carry-on,Loaded
BAG00000608,TKT00000484,PAX00000484,28.3,Checked,Loaded
BAG00000609,TKT00000488,PAX00000488,31.6,Checked,Loaded
BAG00000610,TKT00000489,PAX00000489,17.9,Checked,Delayed
BAG00000611,TKT00000489,PAX00000489,26.6,Checked,Loaded
BAG00000612,TKT00000490,PAX00000490,13.5,Carry-on,Loaded
BAG00000613,TKT00000490,PAX00000490,15.8,Checked,Loaded
BAG00000614,TKT00000491,PAX00000491,20.8,Oversized,Loaded
BAG00000615,TKT00000492,PAX00000492,20.2,Carry-on,Loaded
BAG00000616,TKT00000492,PAX00000492,15.9,Carry-on,Loaded
BAG00000617,TKT00000494,PAX00000494,14.1,Checked,Loaded
BAG00000618,TKT00000495,PAX00000495,15.0,Carry-on,Loaded
BAG00000619,TKT00000495,PAX00000495,9.0,Checked,Loaded
BAG00000620,TKT00000497,PAX00000497,21.2,Checked,Loaded
BAG00000621,TKT00000498,PAX00000498,16.1,Checked,Loaded
BAG00000622,TKT00000502,PAX00000502,11.6,Checked,Loaded
BAG00000623,TKT00000502,PAX00000502,10.1,Checked,Loaded
BAG00000624,TKT00000502,PAX00000502,25.3,Oversized,Loaded
BAG00000625,TKT00000503,PAX00000503,17.8,Oversized,Loaded
BAG00000626,TKT00000503,PAX00000503,16.9,Checked,Loaded
BAG00000627,TKT00000504,PAX00000504,18.5,Checked,Loaded
BAG00000628,TKT00000505,PAX00000505,23.7,Checked,Loaded
BAG00000629,TKT00000507,PAX00000507,12.1,Oversized,Loaded
BAG00000630,TKT00000508,PAX00000508,20.4,Carry-on,Loaded
BAG00000631,TKT00000509,PAX00000509,17.8,Checked,Loaded
BAG00000632,TKT00000509,PAX00000509,25.4,Oversized,Loaded
BAG00000633,TKT00000510,PAX00000510,22.0,Carry-on,Loaded
BAG00000634,TKT00000512,PAX00000512,23.9,Checked,Loaded
BAG00000635,TKT00000512,PAX00000512,14.7,Checked,Loaded
BAG00000636,TKT00000513,PAX00000513,22.4,Oversized,Loaded
BAG00000637,TKT00000514,PAX00000514,15.4,Checked,Loaded
BAG00000638,TKT00000514,PAX00000514,15.4,Oversized,Loaded
BAG00000639,TKT00000516,PAX00000516,11.8,Carry-on,Loaded
BAG00000640,TKT00000517,PAX00000517,,Oversized,Loaded
BAG00000641,TKT00000518,PAX00000518,20.8,Carry-on,Loaded
BAG00000642,TKT00000519,PAX00000519,17.5,Oversized,Loaded
BAG00000643,TKT00000521,PAX00000521,14.0,Carry-on,Loaded
BAG00000644,TKT00000522,PAX00000522,19.6,Checked,Loaded
BAG00000645,TKT00000522,PAX00000522,19.3,Oversized,Loaded
BAG00000646,TKT00000523,PAX00000523,13.5,Checked,Loaded
BAG00000647,TKT00000524,PAX00000524,28.3,Carry-on,Loaded
BAG00000648,TKT00000525,PAX00000525,12.9,Oversized,Loaded
BAG00000649,TKT00000525,PAX00000525,27.4,Oversized,Loaded
BAG00000650,TKT00000525,PAX00000525,18.3,Checked,Loaded
BAG00000651,TKT00000526,PAX00000526,9.0,Checked,Delayed
BAG00000652,TKT00000526,PAX00000526,8.0,Checked,Delayed
BAG00000653,TKT00000526,PAX00000526,15.1,Checked,Loaded
BAG00000654,TKT00000527,PAX00000527,13.9,Oversized,Loaded
BAG00000655,TKT00000529,PAX00000529,23.9,Checked,Loaded
BAG00000656,TKT00000529,PAX00000529,18.9,Checked,Loaded
BAG00000657,TKT00000530,PAX00000530,13.1,Oversized,Loaded
BAG00000658,TKT00000531,PAX00000531,15.2,Checked,Loaded
BAG00000659,TKT00000532,PAX00000532,22.5,Carry-on,Loaded
BAG00000660,TKT00000532,PAX00000532,23.4,Checked,Loaded
BAG00000661,TKT00000533,PAX00000533,8.4,Checked,Loaded
BAG00000662,TKT00000534,PAX00000534,13.1,Oversized,Loaded
BAG00000663,TKT00000534,PAX00000534,15.3,Checked,Loaded
BAG00000664,TKT00000535,PAX00000535,23.3,Carry-on,Loaded
BAG00000665,TKT00000536,PAX00000536,20.1,Oversized,Loaded
BAG00000666,TKT00000538,PAX00000538,22.6,Oversized,Loaded
BAG00000667,TKT00000539,PAX00000539,11.6,Checked,Loaded
BAG00000668,TKT00000539,PAX00000539,18.7,Checked,Loaded
BAG00000669,TKT00000540,PAX00000540,19.0,Checked,Loaded
BAG00000670,TKT00000540,PAX00000540,20.8,Carry-on,Loaded
BAG00000671,TKT00000543,PAX00000543,7.0,Checked,Loaded
BAG00000672,TKT00000543,PAX00000543,9.9,Checked,Loaded
BAG00000673,TKT00000543,PAX00000543,17.7,Oversized,Loaded
BAG00000674,TKT00000544,PAX00000544,11.8,Checked,Loaded
BAG00000675,TKT00000545,PAX00000545,23.6,Oversized,Delayed
BAG00000676,TKT00000545,PAX00000545,16.7,Carry-on,Loaded
BAG00000677,TKT00000545,PAX00000545,10.7,Carry-on,Loaded
BAG00000678,TKT00000546,PAX00000546,25.4,Checked,Loaded
BAG00000679,TKT00000547,PAX00000547,21.0,Checked,Loaded
BAG00000680,TKT00000547,PAX00000547,22.6,Checked,Loaded
BAG00000681,TKT00000548,PAX00000548,17.3,Oversized,Loaded
BAG00000682,TKT00000549,PAX00000549,14.3,Carry-on,Loaded
BAG00000683,TKT00000551,PAX00000551,16.8,Checked,Loaded
BAG00000684,TKT00000551,PAX00000551,19.8,Checked,Loaded
BAG00000685,TKT00000552,PAX00000552,,Carry-on,Loaded
BAG00000686,TKT00000552,PAX00000552,12.1,Oversized,Loaded
BAG00000687,TKT00000553,PAX00000553,24.8,Oversized,Loaded
BAG00000688,TKT00000554,PAX00000554,17.5,Oversized,Loaded
BAG00000689,TKT00000555,PAX00000555,19.4,Oversized,Loaded
BAG00000690,TKT00000555,PAX00000555,11.1,Checked,Loaded
BAG00000691,TKT00000556,PAX00000556,17.2,Checked,Loaded
BAG00000692,TKT00000557,PAX00000557,21.9,Checked,Loaded
BAG00000693,TKT00000558,PAX00000558,19.6,Checked,Loaded
BAG00000694,TKT00000558,PAX00000558,23.2,Oversized,Loaded
BAG00000695,TKT00000559,PAX00000559,24.0,Checked,Loaded
BAG00000696,TKT00000560,PAX00000560,21.8,Checked,Loaded
BAG00000697,TKT00000561,PAX00000561,14.5,Checked,Loaded
BAG00000698,TKT00000562,PAX00000562,20.3,Carry-on,Loaded
BAG00000699,TKT00000562,PAX00000562,17.8,Carry-on,Delayed
BAG00000700,TKT00000562,PAX00000562,21.8,Checked,Loaded
BAG00000701,TKT00000563,PAX00000563,9.0,Checked,Loaded
BAG00000702,TKT00000564,PAX00000564,6.9,Checked,Loaded
BAG00000703,TKT00000565,PAX00000565,19.6,Checked,Loaded
BAG00000704,TKT00000565,PAX00000565,29.5,Checked,Loaded
BAG00000705,TKT00000566,PAX00000566,12.3,Carry-on,Loaded
BAG00000706,TKT00000568,PAX00000568,22.2,Carry-on,Loaded
BAG00000707,TKT00000568,PAX00000568,19.7,Oversized,Loaded
BAG00000708,TKT00000569,PAX00000569,17.0,Oversized,Loaded
BAG00000709,TKT00000570,PAX00000570,13.6,Checked,Loaded
BAG00000710,TKT00000571,PAX00000571,21.0,Oversized,Delayed
BAG00000711,TKT00000572,PAX00000572,10.5,Checked,Loaded
BAG00000712,TKT00000573,PAX00000573,21.0,Checked,Loaded
BAG00000713,TKT00000573,PAX00000573,21.0,Oversized,Loaded
BAG00000714,TKT00000577,PAX00000577,23.3,Carry-on,Loaded
BAG00000715,TKT00000577,PAX00000577,11.3,Oversized,Loaded
BAG00000716,TKT00000578,PAX00000578,20.7,Checked,Loaded
BAG00000717,TKT00000579,PAX00000579,16.7,Carry-on,Loaded
BAG00000718,TKT00000581,PAX00000581,19.9,Checked,Loaded
BAG00000719,TKT00000582,PAX00000582,15.5,Oversized,Delayed
BAG00000720,TKT00000585,PAX00000585,16.7,Carry-on,Loaded
BAG00000721,TKT00000586,PAX00000586,16.1,Oversized,Loaded
BAG00000722,TKT00000586,PAX00000586,19.1,Carry-on,Loaded
BAG00000723,TKT00000587,PAX00000587,8.2,Checked,Loaded
BAG00000724,TKT00000588,PAX00000588,10.9,Checked,Loaded
BAG00000725,TKT00000589,PAX00000589,18.6,Checked,Lost
BAG00000726,TKT00000590,PAX00000590,14.9,Carry-on,Loaded
BAG00000727,TKT00000590,PAX00000590,22.4,Checked,Loaded
BAG00000728,TKT00000591,PAX00000591,13.4,Checked,Loaded
BAG00000729,TKT00000591,PAX00000591,32.0,Carry-on,Loaded
BAG00000730,TKT00000592,PAX00000592,26.2,Carry-on,Loaded
BAG00000731,TKT00000592,PAX00000592,19.1,Checked,Loaded
BAG00000732,TKT00000593,PAX00000593,20.4,Carry-on,Loaded
BAG00000733,TKT00000594,PAX00000594,20.7,Carry-on,Lost
BAG00000734,TKT00000595,PAX00000595,15.6,Oversized,Damaged
BAG00000735,TKT00000595,PAX00000595,28.0,Carry-on,Delayed
BAG00000736,TKT00000595,PAX00000595,17.3,Oversized,Loaded
BAG00000737,TKT00000596,PAX00000596,13.2,Oversized,Delayed
BAG00000738,TKT00000596,PAX00000596,27.2,Checked,Loaded
BAG00000739,TKT00000597,PAX00000597,21.4,Checked,Loaded
BAG00000740,TKT00000597,PAX00000597,16.3,Carry-on,Loaded
BAG00000741,TKT00000598,PAX00000598,23.2,Oversized,Loaded
BAG00000742,TKT00000598,PAX00000598,19.4,Oversized,Loaded
BAG00000743,TKT00000599,PAX00000599,18.4,Carry-on,Loaded
BAG00000744,TKT00000599,PAX00000599,22.7,Carry-on,Loaded
BAG00000745,TKT00000599,PAX00000599,17.5,Carry-on,Loaded
BAG00000746,TKT00000601,PAX00000601,13.9,Oversized,Loaded
BAG00000747,TKT00000602,PAX00000602,9.8,Checked,Loaded
BAG00000748,TKT00000602,PAX00000602,7.7,Checked,Loaded
BAG00000749,TKT00000602,PAX00000602,20.3,Checked,Loaded
BAG00000750,TKT00000603,PAX00000603,13.9,Checked,Loaded
BAG00000751,TKT00000603,PAX00000603,20.5,Checked,Loaded
BAG00000752,TKT00000603,PAX00000603,16.7,Oversized,Loaded
BAG00000753,TKT00000604,PAX00000604,14.0,Checked,Loaded
BAG00000754,TKT00000605,PAX00000605,17.6,Checked,Loaded
BAG00000755,TKT00000605,PAX00000605,15.4,Oversized,Loaded
BAG00000756,TKT00000606,PAX00000606,19.8,Checked,Loaded
BAG00000757,TKT00000607,PAX00000607,17.8,Carry-on,Loaded
BAG00000758,TKT00000607,PAX00000607,22.6,Checked,Loaded
BAG00000759,TKT00000608,PAX00000608,18.0,Checked,Loaded
BAG00000760,TKT00000608,PAX00000608,20.3,Checked,Loaded
BAG00000761,TKT00000609,PAX00000609,20.3,Checked,Loaded
BAG00000762,TKT00000610,PAX00000610,23.1,Carry-on,Loaded
BAG00000763,TKT00000611,PAX00000611,17.1,Carry-on,Loaded
BAG00000764,TKT00000612,PAX00000612,21.2,Oversized,Delayed
BAG00000765,TKT00000613,PAX00000613,21.2,Oversized,Loaded
BAG00000766,TKT00000613,PAX00000613,17.6,Checked,Loaded
BAG00000767,TKT00000614,PAX00000614,14.8,Oversized,Loaded
BAG00000768,TKT00000614,PAX00000614,13.1,Carry-on,Loaded
BAG00000769,TKT00000615,PAX00000615,18.2,Carry-on,Loaded
BAG00000770,TKT00000616,PAX00000616,22.8,Oversized,Delayed
BAG00000771,TKT00000618,PAX00000618,24.7,Oversized,Loaded
BAG00000772,TKT00000618,PAX00000618,,Checked,Loaded
BAG00000773,TKT00000619,PAX00000619,17.0,Oversized,Loaded
BAG00000774,TKT00000620,PAX00000620,27.1,Oversized,Loaded
BAG00000775,TKT00000622,PAX00000622,24.0,Carry-on,Loaded
BAG00000776,TKT00000622,PAX00000622,25.3,Checked,Loaded
BAG00000777,TKT00000622,PAX00000622,8.2,Oversized,Delayed
BAG00000778,TKT00000623,PAX00000623,18.8,Checked,Loaded
BAG00000779,TKT00000624,PAX00000624,23.1,Oversized,Loaded
BAG00000780,TKT00000624,PAX00000624,23.1,Oversized,Loaded
BAG00000781,TKT00000625,PAX00000625,20.0,Carry-on,Loaded
BAG00000782,TKT00000626,PAX00000626,25.7,Checked,Loaded
BAG00000783,TKT00000628,PAX00000628,20.6,Oversized,Loaded
BAG00000784,TKT00000629,PAX00000629,20.5,Oversized,Loaded
BAG00000785,TKT00000630,PAX00000630,9.8,Oversized,Delayed
BAG00000786,TKT00000630,PAX00000630,21.7,Oversized,Loaded
BAG00000787,TKT00000631,PAX00000631,11.5,Carry-on,Delayed
BAG00000788,TKT00000631,PAX00000631,18.8,Checked,Loaded
BAG00000789,TKT00000631,PAX00000631,19.0,Oversized,Delayed
BAG00000790,TKT00000632,PAX00000632,14.7,Checked,Loaded
BAG00000791,TKT00000632,PAX00000632,16.8,Carry-on,Loaded
BAG00000792,TKT00000633,PAX00000633,22.8,Oversized,Loaded
BAG00000793,TKT00000633,PAX00000633,15.1,Oversized,Loaded
BAG00000794,TKT00000633,PAX00000633,21.0,Checked,Loaded
