ticket_id,customer_id,booking_id,issue_type,opened_date,status,priority
SUP000344,CUS0013493,BK00045548,Refund Request,2026-05-24,Resolved,Low
SUP000345,CUS0053979,,Flight Delay Complaint,2026-01-07,In Progress,Medium
SUP000346,CUS0058216,BK00067866,Loyalty Points Issue,2024-10-23,In Progress,High
SUP000347,CUS0047079,,Baggage Complaint,2026-04-18,In Progress,Medium
SUP000348,CUS0001943,BK00012630,Booking Issue,2024-07-24,In Progress,Low
SUP000349,CUS0008122,BK00047929,General Inquiry,2024-07-16,Resolved,High
SUP000350,CUS0045601,BK00017601,Booking Issue,2025-01-09,Closed,Medium
SUP000351,CUS0059725,BK00094473,General Inquiry,2025-09-19,Closed,Medium
SUP000352,CUS0046878,BK00148539,Refund Request,2025-04-18,In Progress,Medium
SUP000353,CUS0000070,BK00007232,Website/App Issue,2024-02-19,Closed,Medium
SUP000354,CUS0012847,BK00107229,Website/App Issue,2024-04-17,Resolved,Medium
SUP000355,CUS0015500,BK00142725,Seat Change Request,2025-12-04,Resolved,Low
SUP000356,CUS0047226,BK00057661,Baggage Complaint,2026-01-17,In Progress,Low
SUP000357,CUS0003649,BK00106587,Booking Issue,2025-03-03,Closed,Medium
SUP000358,CUS0025225,BK00102139,Booking Issue,2024-03-07,Open,Medium
SUP000359,CUS0046681,,Flight Delay Complaint,2024-05-20,Resolved,Low
SUP000360,CUS0004204,BK00078011,Seat Change Request,2025-01-18,Resolved,High
SUP000361,CUS0056391,BK00057022,Loyalty Points Issue,2026-02-07,Closed,High
SUP000362,CUS0056326,,Seat Change Request,2024-07-25,Resolved,Urgent
SUP000363,CUS0056803,,Website/App Issue,2025-01-27,Closed,Medium
SUP000364,CUS0021882,BK00125510,Seat Change Request,2026-06-01,In Progress,Low
SUP000365,CUS0013312,BK00015046,Seat Change Request,2025-02-04,Resolved,Urgent
SUP000366,CUS0055281,BK00090024,Website/App Issue,2025-02-02,Open,High
SUP000367,CUS0043003,,Website/App Issue,2024-03-04,Resolved,Low
SUP000368,CUS0028928,,Refund Request,2026-05-21,Resolved,Low
SUP000369,CUS0044273,BK00100695,General Inquiry,2024-10-01,Closed,Medium
SUP000370,CUS0059422,BK00059495,Seat Change Request,2025-02-08,Closed,High
SUP000371,CUS0023345,BK00042213,Loyalty Points Issue,2024-07-30,Resolved,Medium
SUP000372,CUS0023840,,Website/App Issue,2024-03-29,In Progress,Urgent
SUP000373,CUS0010653,BK00063450,Flight Delay Complaint,2024-05-12,Closed,Medium
SUP000374,CUS0053249,,Baggage Complaint,2024-06-09,Resolved,Medium
SUP000375,CUS0025568,,Refund Request,2025-08-28,In Progress,Medium
SUP000376,CUS0017255,BK00031023,Booking Issue,2026-06-18,Resolved,Medium
SUP000377,CUS0040593,BK00055257,Refund Request,2026-05-31,In Progress,Medium
SUP000378,CUS0051379,BK00149187,Baggage Complaint,2025-02-12,Closed,Low
SUP000379,CUS0035558,BK00033237,Booking Issue,2025-02-12,Resolved,High
SUP000380,CUS0040241,BK00012234,Seat Change Request,2024-06-05,Closed,Medium
SUP000381,CUS0013003,BK00044146,Loyalty Points Issue,2024-04-08,Resolved,Low
SUP000382,CUS0034652,BK00083332,Baggage Complaint,2024-04-07,Closed,Medium
SUP000383,CUS0019352,BK00001853,Flight Delay Complaint,2024-01-15,In Progress,Medium
SUP000384,CUS0009510,BK00109899,Baggage Complaint,2025-05-31,Closed,High
SUP000385,CUS0055844,BK00122178,Booking Issue,2026-04-19,Resolved,Medium
SUP000386,CUS0056488,,Baggage Complaint,2026-03-20,Resolved,Low
SUP000387,CUS0056589,,Refund Request,2026-02-12,Resolved,Low
SUP000388,CUS0008176,BK00136288,Flight Delay Complaint,2024-10-04,In Progress,Medium
SUP000389,CUS0024892,,General Inquiry,2025-08-31,Open,Low
SUP000390,CUS0022043,BK00097349,Flight Delay Complaint,2026-03-24,In Progress,Medium
SUP000391,CUS0054782,BK00028204,General Inquiry,2025-11-30,Closed,High
SUP000392,CUS0036659,,Website/App Issue,2024-01-07,Closed,High
SUP000393,CUS0017059,BK00038193,Website/App Issue,2024-09-21,Resolved,High
SUP000394,CUS0011202,BK00127772,Baggage Complaint,2024-10-01,Closed,Urgent
SUP000395,CUS0012265,,General Inquiry,2024-03-18,Closed,Low
SUP000396,CUS0031674,BK00029759,Baggage Complaint,2026-05-28,Resolved,Low
SUP000397,CUS0039446,BK00085831,General Inquiry,2025-09-15,Closed,Low
SUP000398,CUS0013823,BK00079477,Loyalty Points Issue,2026-06-30,Resolved,Low
SUP000399,CUS0040619,BK00002715,General Inquiry,2024-10-27,Open,Medium
SUP000400,CUS0026309,BK00075627,Loyalty Points Issue,2024-05-20,In Progress,Medium
SUP000401,CUS0011736,BK00032636,Website/App Issue,2025-11-15,Resolved,High
SUP000402,CUS0001885,BK00020836,Flight Delay Complaint,2025-05-27,Closed,High
SUP000403,CUS0003238,BK00121500,Website/App Issue,2026-03-05,Resolved,Medium
SUP000404,CUS0006488,BK00139064,Loyalty Points Issue,2025-12-07,Resolved,Medium
SUP000405,CUS0034023,,Website/App Issue,2024-06-19,In Progress,Low
SUP000406,CUS0039807,BK00022475,Refund Request,2025-03-09,Resolved,High
SUP000407,CUS0002101,BK00054877,Seat Change Request,2024-03-16,Resolved,High
SUP000408,CUS0010517,BK00013825,Seat Change Request,2026-07-28,Closed,High
SUP000409,CUS0007271,BK00011606,Booking Issue,2026-07-29,Resolved,Medium
SUP000410,CUS0031918,,Website/App Issue,2024-03-16,Resolved,Medium
SUP000411,CUS0008333,,Loyalty Points Issue,2024-03-03,Closed,Medium
SUP000412,CUS0006414,BK00022159,Booking Issue,2024-10-14,Resolved,Low
SUP000413,CUS0027929,,General Inquiry,2026-07-29,Closed,Medium
SUP000414,CUS0032406,BK00102661,General Inquiry,2025-07-12,Closed,Medium
SUP000415,CUS0008559,,Baggage Complaint,2025-11-05,Closed,Low
SUP000416,CUS0025923,,Booking Issue,2024-09-17,In Progress,High
SUP000417,CUS0056194,BK00131477,Baggage Complaint,2024-01-17,Resolved,High
SUP000418,CUS0040175,BK00146593,Booking Issue,2025-09-18,Resolved,Low
SUP000419,CUS0048744,BK00108803,Flight Delay Complaint,2024-08-05,In Progress,Low
SUP000420,CUS0040119,,Loyalty Points Issue,2025-12-03,Open,Urgent
SUP000421,CUS0050328,BK00131743,Seat Change Request,2024-02-20,Resolved,Medium
SUP000422,CUS0004610,BK00106929,General Inquiry,2026-06-10,Resolved,Medium
SUP000423,CUS0033731,BK00085156,Loyalty Points Issue,2024-04-12,Resolved,Low
SUP000424,CUS0021016,BK00114809,Seat Change Request,2024-02-22,Resolved,High
SUP000425,CUS0040205,,Seat Change Request,2024-08-02,Resolved,Low
SUP000426,CUS0017775,,Booking Issue,2025-01-01,Open,Low
SUP000427,CUS0051030,BK00062787,Booking Issue,2024-07-27,Resolved,Low
SUP000428,CUS0032406,BK00058469,General Inquiry,2025-07-12,Open,Low
SUP000429,CUS0007525,BK00077299,General Inquiry,2025-10-16,Resolved,Medium
SUP000430,CUS0051109,BK00068972,Seat Change Request,2026-06-17,Open,Low
SUP000431,CUS0057405,BK00021886,General Inquiry,2025-11-27,Closed,Medium
SUP000432,CUS0030152,,Loyalty Points Issue,2025-07-23,Open,Medium
SUP000433,CUS0030940,BK00032590,Booking Issue,2025-06-23,Closed,Low
SUP000434,CUS0008623,,Baggage Complaint,2024-08-22,Resolved,Medium
SUP000435,CUS0016576,,General Inquiry,2025-03-28,Closed,Urgent
SUP000436,CUS0009704,BK00075834,Seat Change Request,2026-05-26,In Progress,Urgent
SUP000437,CUS0025852,,Refund Request,2024-01-07,Resolved,Medium
SUP000438,CUS0050930,BK00057292,Loyalty Points Issue,2025-10-13,In Progress,Low
SUP000439,CUS0036630,,General Inquiry,2025-02-18,In Progress,Medium
SUP000440,CUS0017302,,Loyalty Points Issue,2025-09-11,Resolved,Low
SUP000441,CUS0017169,BK00123381,Website/App Issue,2026-07-31,Resolved,Medium
SUP000442,CUS0051020,,Baggage Complaint,2025-03-22,Closed,Urgent
SUP000443,CUS0047362,BK00033821,Booking Issue,2024-04-08,Open,Low
SUP000444,CUS0043864,,Loyalty Points Issue,2025-01-09,Resolved,High
SUP000445,CUS0038601,,Flight Delay Complaint,2025-05-21,Closed,High
SUP000446,CUS0016167,,Booking Issue,2025-02-02,Open,Medium
SUP000447,CUS0035271,,Booking Issue,2026-03-13,Open,Medium
SUP000448,CUS0044026,BK00073772,Booking Issue,2024-08-12,Closed,Low
SUP000449,CUS0051796,,Refund Request,2024-10-23,Resolved,Medium
SUP000450,CUS0039773,BK00005707,Baggage Complaint,2024-11-04,Closed,Urgent
SUP000451,CUS0028058,BK00026070,Flight Delay Complaint,2025-04-09,Resolved,Medium
SUP000452,CUS0023721,BK00009227,Loyalty Points Issue,2025-08-20,Open,Medium
SUP000453,CUS0044839,BK00133778,Flight Delay Complaint,2026-07-20,Resolved,Urgent
SUP000454,CUS0022248,BK00107223,Baggage Complaint,2024-01-08,In Progress,Medium
SUP000455,CUS0048318,,General Inquiry,2025-05-16,Closed,Urgent
SUP000456,CUS0010804,BK00114054,Seat Change Request,2026-04-05,Closed,Medium
SUP000457,CUS0016185,BK00102283,Loyalty Points Issue,2026-03-17,Resolved,High
SUP000458,CUS0047061,,Loyalty Points Issue,2026-04-17,Resolved,Medium
SUP000459,CUS0028102,BK00117965,General Inquiry,2025-04-30,In Progress,Urgent
SUP000460,CUS0047467,BK00068554,Seat Change Request,2026-07-17,Closed,Medium
SUP000461,CUS0030449,,Flight Delay Complaint,2026-07-11,Resolved,Medium
SUP000462,CUS0053748,BK00144714,Website/App Issue,2024-07-01,In Progress,Low
SUP000463,CUS0054333,BK00029367,General Inquiry,2026-02-11,In Progress,Low
SUP000464,CUS0044676,,Baggage Complaint,2025-02-26,Closed,Low
SUP000465,CUS0055537,,General Inquiry,2025-03-06,Closed,Medium
SUP000466,CUS0054880,BK00126824,Loyalty Points Issue,2025-01-20,Closed,High
SUP000467,CUS0043873,BK00053591,Seat Change Request,2024-04-12,In Progress,Medium
SUP000468,CUS0013692,BK00029209,Seat Change Request,2024-04-22,Open,Medium
SUP000469,CUS0043456,BK00106666,Website/App Issue,2024-08-14,Resolved,Medium
SUP000470,CUS0028772,,Flight Delay Complaint,2026-06-14,Resolved,Medium
SUP000471,CUS0023241,,General Inquiry,2024-12-28,In Progress,High
SUP000472,CUS0022889,BK00124461,Loyalty Points Issue,2025-12-13,Closed,High
SUP000473,CUS0000626,BK00064750,General Inquiry,2024-05-25,Closed,Low
SUP000474,CUS0015530,BK00040998,Booking Issue,2026-03-31,Closed,Low
SUP000475,CUS0030440,BK00039640,Baggage Complaint,2025-10-21,In Progress,Low
SUP000476,CUS0016706,BK00017806,Website/App Issue,2026-06-22,In Progress,Low
SUP000477,CUS0029031,,Booking Issue,2025-11-14,Resolved,Urgent
SUP000478,CUS0038205,BK00067641,General Inquiry,2026-01-12,Resolved,Low
SUP000479,CUS0012949,,Website/App Issue,2024-10-08,Resolved,Low
SUP000480,CUS0039071,,Booking Issue,2025-04-04,Closed,Medium
SUP000481,CUS0027205,BK00114716,Baggage Complaint,2025-06-18,Closed,Low
SUP000482,CUS0006432,BK00098774,Refund Request,2024-06-16,Closed,Low
SUP000483,CUS0024276,,Website/App Issue,2025-11-24,Closed,High
SUP000484,CUS0057779,BK00096307,Website/App Issue,2026-02-25,In Progress,Low
SUP000485,CUS0056543,BK00127499,Baggage Complaint,2026-04-20,Resolved,Low
SUP000486,CUS0040067,BK00061366,Baggage Complaint,2026-01-16,Open,Medium
SUP000487,CUS0023494,BK00107966,Flight Delay Complaint,2024-04-19,Open,Medium
SUP000488,CUS0039034,BK00103241,Refund Request,2024-02-16,Closed,Medium
SUP000489,CUS0032936,,General Inquiry,2025-01-13,Closed,Low
SUP000490,CUS0054409,BK00024794,Seat Change Request,2024-06-21,In Progress,Low
SUP000491,CUS0047462,BK00009315,Website/App Issue,2024-01-03,Resolved,Low
SUP000492,CUS0045620,BK00127480,General Inquiry,2024-06-14,Closed,High
SUP000493,CUS0011275,BK00129041,Website/App Issue,2025-08-02,Closed,Low
SUP000494,CUS0038261,,Website/App Issue,2024-12-16,Closed,Low
SUP000495,CUS0015816,BK00089036,Flight Delay Complaint,2024-12-26,Closed,Low
SUP000496,CUS0034083,,General Inquiry,2024-10-27,In Progress,High
SUP000497,CUS0043310,,Website/App Issue,2025-02-02,Resolved,Medium
SUP000498,CUS0015597,BK00000728,Flight Delay Complaint,2024-11-10,Resolved,Low
SUP000499,CUS0050385,BK00106451,Baggage Complaint,2024-07-07,Resolved,Low
SUP000500,CUS0046842,,Seat Change Request,2024-08-15,Closed,Medium
SUP000501,CUS0055302,BK00028704,Baggage Complaint,2026-06-14,Resolved,Medium
SUP000502,CUS0034545,,Loyalty Points Issue,2024-11-20,Resolved,Low
SUP000503,CUS0059163,BK00061842,Website/App Issue,2026-03-18,Open,Medium
SUP000504,CUS0008176,,Website/App Issue,2024-07-04,Closed,Medium
SUP000505,CUS0014870,BK00112691,Website/App Issue,2024-12-24,Closed,Low
SUP000506,CUS0037481,,Loyalty Points Issue,2024-12-28,In Progress,Low
SUP000507,CUS0030389,,Flight Delay Complaint,2024-09-15,Closed,Medium
SUP000508,CUS0003356,,Loyalty Points Issue,2026-02-20,Closed,High
SUP000509,CUS0049622,BK00030899,Seat Change Request,2025-06-24,Closed,Medium
SUP000510,CUS0051458,,General Inquiry,2025-06-16,In Progress,Urgent
SUP000511,CUS0032150,,Website/App Issue,2024-05-24,Open,Medium
SUP000512,CUS0023046,BK00120298,Website/App Issue,2024-05-11,Closed,High
SUP000513,CUS0046053,BK00126883,General Inquiry,2025-11-01,Open,Medium
SUP000514,CUS0051920,BK00000808,Refund Request,2024-04-28,Resolved,Low
SUP000515,CUS0009015,BK00090462,Website/App Issue,2024-04-24,Resolved,Low
SUP000516,CUS0028820,BK00052001,Booking Issue,2025-10-06,Closed,Low
SUP000517,CUS0039219,BK00139235,Loyalty Points Issue,2025-12-11,Open,High
SUP000518,CUS0025765,BK00034126,Booking Issue,2024-09-24,Closed,Medium
SUP000519,CUS0037275,BK00122087,Flight Delay Complaint,2025-10-25,Resolved,Medium
SUP000520,CUS0033598,,Website/App Issue,2025-07-23,Open,Low
SUP000521,CUS0030653,BK00017672,Booking Issue,2026-03-12,Closed,Medium
SUP000522,CUS0052263,BK00095709,Seat Change Request,2024-12-15,Closed,Low
SUP000523,CUS0015857,BK00141792,Website/App Issue,2024-06-02,Closed,High
SUP000524,CUS0035583,BK00134161,Flight Delay Complaint,2024-03-29,Resolved,Medium
SUP000525,CUS0050826,BK00149071,Refund Request,2025-04-29,Closed,High
SUP000526,CUS0029236,,Seat Change Request,2025-02-13,Closed,Low
SUP000527,CUS0016439,BK00006516,Website/App Issue,2025-05-07,Resolved,Low
SUP000528,CUS0044581,BK00009424,Refund Request,2026-04-20,In Progress,Medium
SUP000529,CUS0047744,BK00003555,General Inquiry,2026-06-07,Closed,High
SUP000530,CUS0053210,BK00028857,Refund Request,2024-12-29,Closed,High
SUP000531,CUS0003129,,Seat Change Request,2026-02-15,Resolved,Medium
SUP000532,CUS0030368,,Baggage Complaint,2025-04-21,Closed,Medium
SUP000533,CUS0052002,BK00022001,Seat Change Request,2024-04-25,Closed,High
SUP000534,CUS0038002,BK00051536,Flight Delay Complaint,2024-12-12,Open,Medium
SUP000535,CUS0026583,BK00116417,Flight Delay Complaint,2025-11-09,Closed,Medium
SUP000536,CUS0053060,,Refund Request,2026-06-01,Closed,High
SUP000537,CUS0026236,BK00082899,Website/App Issue,2024-08-17,Resolved,High
SUP000538,CUS0039426,BK00033383,Refund Request,2025-12-01,Closed,Medium
SUP000539,CUS0037383,,Baggage Complaint,2025-03-22,Closed,Low
SUP000540,CUS0006033,,General Inquiry,2026-01-23,In Progress,Medium
SUP000541,CUS0005800,BK00080507,Flight Delay Complaint,2024-11-11,Closed,Medium
SUP000542,CUS0032127,BK00098208,Website/App Issue,2025-02-25,Closed,Low
SUP000543,CUS0040427,BK00022794,Baggage Complaint,2026-05-16,In Progress,Medium
SUP000544,CUS0001254,BK00058556,Refund Request,2025-03-11,Resolved,Low
SUP000545,CUS0028397,BK00102898,Loyalty Points Issue,2024-03-16,In Progress,Medium
SUP000546,CUS0000599,,General Inquiry,2024-11-11,Resolved,Low
SUP000547,CUS0000633,BK00048378,Booking Issue,2024-05-11,Resolved,Medium
SUP000548,CUS0023163,BK00065227,Seat Change Request,2025-09-07,Resolved,Medium
SUP000549,CUS0050425,BK00103232,Baggage Complaint,2026-02-25,Closed,Low
SUP000550,CUS0006860,BK00057281,Baggage Complaint,2025-02-07,Closed,Low
SUP000551,CUS0055181,,Flight Delay Complaint,2026-05-30,Closed,Urgent
SUP000552,CUS0023352,,Website/App Issue,2025-08-01,Closed,Medium
SUP000553,CUS0044590,,Booking Issue,2025-08-26,Resolved,Low
SUP000554,CUS0037887,BK00130776,Baggage Complaint,2025-11-08,Resolved,Low
SUP000555,CUS0011425,BK00140007,Loyalty Points Issue,2024-09-19,Resolved,Medium
SUP000556,CUS0053555,,Baggage Complaint,2024-05-03,Closed,Low
SUP000557,CUS0001116,BK00008252,General Inquiry,2025-01-10,Closed,Low
SUP000558,CUS0009867,BK00141950,Website/App Issue,2024-09-05,Resolved,Low
SUP000559,CUS0039543,,Booking Issue,2025-05-26,Closed,Low
SUP000560,CUS0024913,BK00014930,Baggage Complaint,2024-03-01,Closed,Medium
SUP000561,CUS0005391,BK00070363,General Inquiry,2024-03-12,Closed,High
SUP000562,CUS0023418,BK00114004,Flight Delay Complaint,2026-03-29,Resolved,Medium
SUP000563,CUS0009032,,Loyalty Points Issue,2024-02-26,Open,High
SUP000564,CUS0021714,BK00017634,Booking Issue,2024-03-24,Closed,Low
SUP000565,CUS0011439,BK00105596,Website/App Issue,2026-04-26,Resolved,Medium
SUP000566,CUS0055930,,Seat Change Request,2024-04-13,In Progress,Medium
SUP000567,CUS0023961,,Flight Delay Complaint,2026-03-16,Closed,Medium
SUP000568,CUS0002805,BK00017976,Baggage Complaint,2025-04-01,Closed,Low
SUP000569,CUS0019532,BK00045302,Loyalty Points Issue,2024-05-06,Closed,Medium
SUP000570,CUS0047332,BK00069430,Loyalty Points Issue,2026-06-30,Closed,Low
SUP000571,CUS0051521,BK00019885,Seat Change Request,2025-07-08,Closed,High
SUP000572,CUS0057451,,Flight Delay Complaint,2025-06-08,Closed,Low
SUP000573,CUS0051537,BK00109342,Seat Change Request,2026-03-19,Resolved,Medium
SUP000574,CUS0053934,BK00148360,Seat Change Request,2025-10-05,Closed,Urgent
SUP000575,CUS0048023,,Baggage Complaint,2024-02-18,Resolved,High
SUP000576,CUS0057139,,General Inquiry,2025-09-03,Resolved,Low
SUP000577,CUS0026511,BK00037299,Booking Issue,2026-03-24,Closed,Medium
SUP000578,CUS0002891,,General Inquiry,2026-06-15,Closed,Low
SUP000579,CUS0049043,,Booking Issue,2024-07-20,Resolved,High
SUP000580,CUS0045425,BK00010596,Baggage Complaint,2025-01-03,Closed,Medium
SUP000581,CUS0021054,BK00009104,General Inquiry,2024-10-30,In Progress,High
SUP000582,CUS0035102,BK00116005,Booking Issue,2025-12-23,Resolved,Low
SUP000583,CUS0033883,BK00117295,Flight Delay Complaint,2024-06-04,Resolved,Medium
SUP000584,CUS0036239,BK00038508,Refund Request,2024-06-03,Resolved,Medium
SUP000585,CUS0039398,,Seat Change Request,2024-11-18,Resolved,Low
SUP000586,CUS0002612,BK00106909,General Inquiry,2024-12-16,Open,Medium
SUP000587,CUS0030416,,Refund Request,2024-06-27,Closed,High
SUP000588,CUS0034067,BK00032861,Flight Delay Complaint,2025-11-16,Closed,Low
SUP000589,CUS0021896,BK00012393,Seat Change Request,2025-06-14,In Progress,Low
SUP000590,CUS0039549,BK00037123,Refund Request,2026-06-17,Closed,High
SUP000591,CUS0029229,BK00115271,General Inquiry,2024-03-21,Resolved,Medium
SUP000592,CUS0049581,,Website/App Issue,2024-05-30,Resolved,Low
SUP000593,CUS0040844,BK00039067,Baggage Complaint,2024-08-13,Resolved,High
SUP000594,CUS0017511,,Baggage Complaint,2024-12-03,Resolved,Low
SUP000595,CUS0004359,,Website/App Issue,2026-01-18,Resolved,Low
SUP000596,CUS0037058,BK00021612,General Inquiry,2025-03-06,In Progress,Low
SUP000597,CUS0023602,BK00119533,Loyalty Points Issue,2025-01-30,In Progress,Medium
SUP000598,CUS0056729,BK00084148,Loyalty Points Issue,2025-06-02,Closed,Medium
SUP000599,CUS0002942,BK00068914,Loyalty Points Issue,2024-02-21,Closed,Medium
SUP000600,CUS0006393,BK00063682,General Inquiry,2024-01-13,Resolved,Low
SUP000601,CUS0023351,BK00131667,Flight Delay Complaint,2024-01-29,Closed,Low
SUP000602,CUS0017345,,General Inquiry,2024-02-28,In Progress,Low
SUP000603,CUS0044631,,Website/App Issue,2025-07-23,Closed,High
SUP000604,CUS0055791,BK00105698,Website/App Issue,2025-02-07,Resolved,Medium
SUP000605,CUS0008654,,Seat Change Request,2025-07-20,Closed,Medium
SUP000606,CUS0015129,BK00002163,General Inquiry,2025-11-13,Open,Urgent
SUP000607,CUS0032510,,Website/App Issue,2025-05-16,Resolved,High
SUP000608,CUS0041602,,General Inquiry,2024-07-07,Resolved,High
SUP000609,CUS0044651,BK00125537,Booking Issue,2024-05-31,Closed,Low
SUP000610,CUS0016050,BK00135700,Loyalty Points Issue,2025-11-04,Closed,High
SUP000611,CUS0001549,,Loyalty Points Issue,2026-01-21,Closed,Medium
SUP000612,CUS0014036,,Booking Issue,2024-03-31,Resolved,Low
SUP000613,CUS0040848,BK00044656,General Inquiry,2025-06-16,Open,Low
SUP000614,CUS0005362,BK00008301,General Inquiry,2026-04-09,In Progress,Medium
SUP000615,CUS0005202,,Website/App Issue,2025-04-27,Closed,Low
SUP000616,CUS0018090,BK00028140,Booking Issue,2025-02-19,Open,Low
SUP000617,CUS0022680,BK00146787,Website/App Issue,2024-02-03,Closed,Medium
SUP000618,CUS0020585,,Website/App Issue,2025-04-22,Resolved,High
SUP000619,CUS0019990,BK00072356,Loyalty Points Issue,2024-07-14,Closed,High
SUP000620,CUS0043550,,Baggage Complaint,2025-11-09,Closed,High
SUP000621,CUS0019403,,Refund Request,2024-04-27,Open,Medium
SUP000622,CUS0047101,BK00141703,Booking Issue,2025-04-24,Closed,Low
SUP000623,CUS0038475,BK00131377,Refund Request,2025-07-26,Open,Medium
SUP000624,CUS0037247,BK00141187,Website/App Issue,2024-03-19,Closed,Low
SUP000625,CUS0040350,BK00007809,Seat Change Request,2025-01-10,Resolved,Urgent
SUP000626,CUS0017045,BK00002252,Baggage Complaint,2024-02-12,Closed,Low
SUP000627,CUS0024272,,Booking Issue,2025-08-16,Closed,High
SUP000628,CUS0053165,BK00082442,Flight Delay Complaint,2026-06-15,Resolved,Medium
