delay_id,flight_id,delay_minutes,delay_reason
DLY000627,FLT0005024,55,Late Aircraft Arrival
DLY000628,FLT0005026,130,Security
DLY000629,FLT0005031,117,Late Aircraft Arrival
DLY000630,FLT0005055,234,Crew Availability
DLY000631,FLT0005060,221,Weather
DLY000632,FLT0005094,200,Airport Operations
DLY000633,FLT0005096,160,Late Aircraft Arrival
DLY000634,FLT0005102,71,Late Aircraft Arrival
DLY000635,FLT0005105,186,Air Traffic Control
DLY000636,FLT0005116,219,Air Traffic Control
DLY000637,FLT0005117,127,Airport Operations
DLY000638,FLT0005139,87,Security
DLY000639,FLT0005166,200,Airport Operations
DLY000640,FLT0005175,23,Weather
DLY000641,FLT0005180,238,Airport Operations
DLY000642,FLT0005193,214,Late Aircraft Arrival
DLY000643,FLT0005195,140,Mechanical Issue
DLY000644,FLT0005205,107,Crew Availability
DLY000645,FLT0005211,68,Air Traffic Control
DLY000646,FLT0005217,92,Air Traffic Control
DLY000647,FLT0005221,214,Security
DLY000648,FLT0005222,187,Air Traffic Control
DLY000649,FLT0005259,50,Crew Availability
DLY000650,FLT0005261,216,Crew Availability
DLY000651,FLT0005264,179,Airport Operations
DLY000652,FLT0005265,112,Late Aircraft Arrival
DLY000653,FLT0005280,68,Mechanical Issue
DLY000654,FLT0005282,194,Weather
DLY000655,FLT0005301,160,Weather
DLY000656,FLT0005310,76,Air Traffic Control
DLY000657,FLT0005327,61,Crew Availability
DLY000658,FLT0005333,143,Crew Availability
DLY000659,FLT0005361,106,Crew Availability
DLY000660,FLT0005362,224,Airport Operations
DLY000661,FLT0005384,107,Late Aircraft Arrival
DLY000662,FLT0005393,26,Airport Operations
DLY000663,FLT0005405,175,Weather
DLY000664,FLT0005408,183,Weather
DLY000665,FLT0005414,97,Security
DLY000666,FLT0005433,81,Late Aircraft Arrival
DLY000667,FLT0005440,111,Weather
DLY000668,FLT0005449,19,Late Aircraft Arrival
DLY000669,FLT0005459,169,Security
DLY000670,FLT0005468,98,Late Aircraft Arrival
DLY000671,FLT0005478,185,Late Aircraft Arrival
DLY000672,FLT0005482,212,Weather
DLY000673,FLT0005491,63,Airport Operations
DLY000674,FLT0005506,70,Weather
DLY000675,FLT0005507,239,Security
DLY000676,FLT0005519,66,Crew Availability
DLY000677,FLT0005530,218,Security
DLY000678,FLT0005539,47,Mechanical Issue
DLY000679,FLT0005543,51,Air Traffic Control
DLY000680,FLT0005554,201,Late Aircraft Arrival
DLY000681,FLT0005564,39,Weather
DLY000682,FLT0005575,200,Security
DLY000683,FLT0005577,207,Airport Operations
DLY000684,FLT0005590,187,Air Traffic Control
DLY000685,FLT0005603,27,Mechanical Issue
DLY000686,FLT0005612,119,Air Traffic Control
DLY000687,FLT0005620,63,Airport Operations
DLY000688,FLT0005623,129,Weather
DLY000689,FLT0005627,212,Crew Availability
DLY000690,FLT0005632,201,Air Traffic Control
DLY000691,FLT0005646,96,Crew Availability
DLY000692,FLT0005650,110,Weather
DLY000693,FLT0005656,64,Air Traffic Control
DLY000694,FLT0005670,142,Air Traffic Control
DLY000695,FLT0005676,56,Crew Availability
DLY000696,FLT0005684,143,Airport Operations
DLY000697,FLT0005691,55,Air Traffic Control
DLY000698,FLT0005718,174,Security
DLY000699,FLT0005726,217,Mechanical Issue
DLY000700,FLT0005727,135,Weather
DLY000701,FLT0005741,133,Crew Availability
DLY000702,FLT0005755,227,Security
DLY000703,FLT0005765,79,Weather
DLY000704,FLT0005773,79,Crew Availability
DLY000705,FLT0005794,102,Air Traffic Control
DLY000706,FLT0005796,44,Security
DLY000707,FLT0005802,136,Late Aircraft Arrival
DLY000708,FLT0005808,222,Mechanical Issue
DLY000709,FLT0005809,129,Crew Availability
DLY000710,FLT0005813,111,Late Aircraft Arrival
DLY000711,FLT0005819,193,Airport Operations
DLY000712,FLT0005821,134,Mechanical Issue
DLY000713,FLT0005829,21,Air Traffic Control
DLY000714,FLT0005832,237,Weather
DLY000715,FLT0005852,73,Weather
DLY000716,FLT0005853,56,Security
DLY000717,FLT0005869,191,Airport Operations
DLY000718,FLT0005873,149,Late Aircraft Arrival
DLY000719,FLT0005874,201,Air Traffic Control
DLY000720,FLT0005892,93,Weather
DLY000721,FLT0005910,19,Airport Operations
DLY000722,FLT0005923,203,Airport Operations
DLY000723,FLT0005932,202,Crew Availability
DLY000724,FLT0005934,237,Airport Operations
DLY000725,FLT0005944,190,Airport Operations
DLY000726,FLT0005955,189,Late Aircraft Arrival
DLY000727,FLT0005956,212,Airport Operations
DLY000728,FLT0005958,63,Weather
DLY000729,FLT0005962,56,Late Aircraft Arrival
DLY000730,FLT0005965,134,Air Traffic Control
DLY000731,FLT0005966,108,Crew Availability
DLY000732,FLT0005968,108,Airport Operations
DLY000733,FLT0005969,198,Security
DLY000734,FLT0006005,181,Air Traffic Control
DLY000735,FLT0006007,96,Weather
DLY000736,FLT0006017,120,Security
DLY000737,FLT0006026,129,Weather
DLY000738,FLT0006029,201,Late Aircraft Arrival
DLY000739,FLT0006038,51,Mechanical Issue
DLY000740,FLT0006045,180,Security
DLY000741,FLT0006050,212,Air Traffic Control
DLY000742,FLT0006066,100,Late Aircraft Arrival
DLY000743,FLT0006072,97,Weather
DLY000744,FLT0006078,97,Late Aircraft Arrival
DLY000745,FLT0006079,55,Security
DLY000746,FLT0006082,100,Air Traffic Control
DLY000747,FLT0006113,62,Security
DLY000748,FLT0006120,230,Late Aircraft Arrival
DLY000749,FLT0006121,142,Weather
DLY000750,FLT0006123,22,Weather
DLY000751,FLT0006141,212,Weather
DLY000752,FLT0006142,213,Airport Operations
DLY000753,FLT0006148,63,Weather
DLY000754,FLT0006152,197,Air Traffic Control
DLY000755,FLT0006158,57,Mechanical Issue
DLY000756,FLT0006162,163,Late Aircraft Arrival
DLY000757,FLT0006169,225,Airport Operations
DLY000758,FLT0006173,56,Late Aircraft Arrival
DLY000759,FLT0006176,213,Air Traffic Control
DLY000760,FLT0006177,23,Security
DLY000761,FLT0006178,127,Air Traffic Control
DLY000762,FLT0006188,16,Crew Availability
DLY000763,FLT0006191,103,Weather
DLY000764,FLT0006193,212,Weather
DLY000765,FLT0006198,36,Security
DLY000766,FLT0006201,157,Security
DLY000767,FLT0006211,92,Mechanical Issue
DLY000768,FLT0006219,63,Crew Availability
DLY000769,FLT0006226,126,Airport Operations
DLY000770,FLT0006237,227,Security
DLY000771,FLT0006259,48,Air Traffic Control
DLY000772,FLT0006269,128,Security
DLY000773,FLT0006271,170,Crew Availability
DLY000774,FLT0006278,70,Security
DLY000775,FLT0006284,167,Security
DLY000776,FLT0006287,237,Weather
DLY000777,FLT0006291,193,Security
DLY000778,FLT0006302,170,Mechanical Issue
DLY000779,FLT0006303,98,Mechanical Issue
DLY000780,FLT0006316,155,Security
DLY000781,FLT0006327,31,Mechanical Issue
DLY000782,FLT0006341,139,Airport Operations
DLY000783,FLT0006356,193,Weather
DLY000784,FLT0006365,141,Crew Availability
DLY000785,FLT0006387,94,Security
DLY000786,FLT0006401,164,Late Aircraft Arrival
DLY000787,FLT0006414,183,Air Traffic Control
DLY000788,FLT0006431,116,Air Traffic Control
DLY000789,FLT0006438,100,Weather
DLY000790,FLT0006439,35,Airport Operations
DLY000791,FLT0006440,23,Weather
DLY000792,FLT0006441,17,Air Traffic Control
DLY000793,FLT0006454,211,Weather
DLY000794,FLT0006457,213,Mechanical Issue
DLY000795,FLT0006461,114,Mechanical Issue
DLY000796,FLT0006462,149,Security
DLY000797,FLT0006470,89,Mechanical Issue
DLY000798,FLT0006471,232,Weather
DLY000799,FLT0006473,119,Late Aircraft Arrival
DLY000800,FLT0006479,145,Airport Operations
DLY000801,FLT0006481,217,Weather
DLY000802,FLT0006522,21,Air Traffic Control
DLY000803,FLT0006523,30,Crew Availability
DLY000804,FLT0006528,164,Crew Availability
DLY000805,FLT0006529,64,Air Traffic Control
DLY000806,FLT0006530,114,Mechanical Issue
DLY000807,FLT0006535,188,Airport Operations
DLY000808,FLT0006538,141,Air Traffic Control
DLY000809,FLT0006544,75,Air Traffic Control
DLY000810,FLT0006562,215,Security
DLY000811,FLT0006563,165,Crew Availability
DLY000812,FLT0006565,114,Airport Operations
DLY000813,FLT0006586,210,Late Aircraft Arrival
DLY000814,FLT0006603,198,Weather
DLY000815,FLT0006615,59,Airport Operations
DLY000816,FLT0006643,53,Weather
DLY000817,FLT0006651,84,Airport Operations
DLY000818,FLT0006666,58,Weather
DLY000819,FLT0006677,83,Air Traffic Control
DLY000820,FLT0006688,69,Airport Operations
DLY000821,FLT0006702,168,Security
DLY000822,FLT0006722,33,Weather
DLY000823,FLT0006729,224,Late Aircraft Arrival
DLY000824,FLT0006745,194,Security
DLY000825,FLT0006748,83,Mechanical Issue
DLY000826,FLT0006762,68,Air Traffic Control
DLY000827,FLT0006766,177,Air Traffic Control
DLY000828,FLT0006774,188,Mechanical Issue
DLY000829,FLT0006784,66,Mechanical Issue
DLY000830,FLT0006787,58,Late Aircraft Arrival
DLY000831,FLT0006806,185,Crew Availability
DLY000832,FLT0006822,149,Mechanical Issue
DLY000833,FLT0006824,214,Weather
DLY000834,FLT0006830,74,Late Aircraft Arrival
DLY000835,FLT0006835,97,Crew Availability
DLY000836,FLT0006837,141,Mechanical Issue
DLY000837,FLT0006850,110,Late Aircraft Arrival
DLY000838,FLT0006863,114,Security
DLY000839,FLT0006893,114,Airport Operations
DLY000840,FLT0006900,138,Late Aircraft Arrival
DLY000841,FLT0006904,149,Weather
DLY000842,FLT0006915,85,Late Aircraft Arrival
DLY000843,FLT0006931,52,Security
DLY000844,FLT0006932,105,Late Aircraft Arrival
DLY000845,FLT0006944,228,Airport Operations
DLY000846,FLT0006946,35,Air Traffic Control
DLY000847,FLT0006947,124,Weather
DLY000848,FLT0006963,159,Crew Availability
DLY000849,FLT0006964,184,Crew Availability
DLY000850,FLT0006973,116,Air Traffic Control
DLY000851,FLT0006982,212,Mechanical Issue
DLY000852,FLT0006983,68,Mechanical Issue
DLY000853,FLT0006988,192,Crew Availability
DLY000854,FLT0006990,197,Mechanical Issue
DLY000855,FLT0006991,196,Air Traffic Control
DLY000856,FLT0007000,232,Airport Operations
DLY000857,FLT0007002,216,Late Aircraft Arrival
DLY000858,FLT0007010,63,Weather
DLY000859,FLT0007025,113,Mechanical Issue
DLY000860,FLT0007027,223,Weather
DLY000861,FLT0007035,233,Mechanical Issue
DLY000862,FLT0007038,194,Mechanical Issue
DLY000863,FLT0007040,69,Airport Operations
DLY000864,FLT0007052,66,Airport Operations
DLY000865,FLT0007057,28,Weather
DLY000866,FLT0007088,170,Weather
DLY000867,FLT0007104,41,Mechanical Issue
DLY000868,FLT0007111,232,Crew Availability
DLY000869,FLT0007127,192,Airport Operations
DLY000870,FLT0007150,169,Crew Availability
DLY000871,FLT0007152,63,Security
DLY000872,FLT0007155,88,Crew Availability
DLY000873,FLT0007176,124,Air Traffic Control
DLY000874,FLT0007186,145,Late Aircraft Arrival
DLY000875,FLT0007203,84,Weather
DLY000876,FLT0007209,210,Mechanical Issue
DLY000877,FLT0007211,52,Crew Availability
DLY000878,FLT0007223,62,Crew Availability
DLY000879,FLT0007235,188,Weather
DLY000880,FLT0007238,44,Air Traffic Control
DLY000881,FLT0007244,128,Mechanical Issue
DLY000882,FLT0007246,177,Crew Availability
DLY000883,FLT0007248,213,Crew Availability
DLY000884,FLT0007251,21,Crew Availability
DLY000885,FLT0007253,94,Mechanical Issue
DLY000886,FLT0007254,68,Crew Availability
DLY000887,FLT0007255,105,Weather
DLY000888,FLT0007266,85,Mechanical Issue
DLY000889,FLT0007280,162,Airport Operations
DLY000890,FLT0007282,108,Air Traffic Control
DLY000891,FLT0007300,83,Air Traffic Control
DLY000892,FLT0007303,27,Security
DLY000893,FLT0007306,45,Mechanical Issue
DLY000894,FLT0007308,31,Late Aircraft Arrival
DLY000895,FLT0007335,156,Weather
DLY000896,FLT0007369,159,Crew Availability
DLY000897,FLT0007370,137,Security
DLY000898,FLT0007376,189,Late Aircraft Arrival
DLY000899,FLT0007383,167,Security
DLY000900,FLT0007384,194,Air Traffic Control
DLY000901,FLT0007394,125,Late Aircraft Arrival
DLY000902,FLT0007399,131,Late Aircraft Arrival
DLY000903,FLT0007408,152,Weather
DLY000904,FLT0007423,103,Late Aircraft Arrival
DLY000905,FLT0007427,131,Late Aircraft Arrival
DLY000906,FLT0007429,70,Crew Availability
DLY000907,FLT0007457,108,Air Traffic Control
DLY000908,FLT0007478,228,Mechanical Issue
DLY000909,FLT0007479,167,Security
DLY000910,FLT0007481,22,Security
DLY000911,FLT0007493,112,Mechanical Issue
DLY000912,FLT0007498,152,Crew Availability
DLY000913,FLT0007508,146,Mechanical Issue
DLY000914,FLT0007509,22,Weather
DLY000915,FLT0007511,31,Security
DLY000916,FLT0007534,36,Mechanical Issue
DLY000917,FLT0007539,142,Late Aircraft Arrival
DLY000918,FLT0007541,68,Late Aircraft Arrival
DLY000919,FLT0007557,210,Weather
DLY000920,FLT0007559,123,Mechanical Issue
DLY000921,FLT0007563,101,Airport Operations
DLY000922,FLT0007573,74,Security
DLY000923,FLT0007583,167,Mechanical Issue
DLY000924,FLT0007585,201,Airport Operations
DLY000925,FLT0007588,40,Security
DLY000926,FLT0007591,111,Mechanical Issue
DLY000927,FLT0007592,230,Crew Availability
DLY000928,FLT0007599,206,Weather
DLY000929,FLT0007600,35,Crew Availability
DLY000930,FLT0007608,51,Crew Availability
DLY000931,FLT0007613,118,Air Traffic Control
DLY000932,FLT0007623,24,Weather
DLY000933,FLT0007634,61,Weather
DLY000934,FLT0007645,126,Security
DLY000935,FLT0007653,84,Air Traffic Control
DLY000936,FLT0007663,101,Air Traffic Control
DLY000937,FLT0007669,33,Security
DLY000938,FLT0007671,125,Crew Availability
DLY000939,FLT0007680,239,Airport Operations
DLY000940,FLT0007683,80,Air Traffic Control
DLY000941,FLT0007692,93,Late Aircraft Arrival
DLY000942,FLT0007718,239,Crew Availability
DLY000943,FLT0007721,36,Air Traffic Control
DLY000944,FLT0007726,219,Air Traffic Control
DLY000945,FLT0007761,132,Crew Availability
DLY000946,FLT0007764,104,Air Traffic Control
DLY000947,FLT0007772,134,Crew Availability
DLY000948,FLT0007774,233,Airport Operations
DLY000949,FLT0007788,180,Late Aircraft Arrival
DLY000950,FLT0007794,133,Mechanical Issue
DLY000951,FLT0007797,120,Airport Operations
DLY000952,FLT0007799,170,Mechanical Issue
DLY000953,FLT0007801,83,Late Aircraft Arrival
DLY000954,FLT0007813,85,Weather
DLY000955,FLT0007818,33,Weather
DLY000956,FLT0007823,37,Airport Operations
DLY000957,FLT0007826,75,Late Aircraft Arrival
DLY000958,FLT0007832,85,Mechanical Issue
DLY000959,FLT0007835,135,Late Aircraft Arrival
DLY000960,FLT0007837,166,Crew Availability
DLY000961,FLT0007848,20,Security
DLY000962,FLT0007859,37,Airport Operations
DLY000963,FLT0007862,121,Weather
DLY000964,FLT0007865,119,Crew Availability
DLY000965,FLT0007871,236,Security
DLY000966,FLT0007872,201,Mechanical Issue
DLY000967,FLT0007874,202,Crew Availability
DLY000968,FLT0007879,140,Weather
DLY000969,FLT0007885,150,Mechanical Issue
DLY000970,FLT0007889,45,Weather
DLY000971,FLT0007891,160,Late Aircraft Arrival
DLY000972,FLT0007892,216,Security
DLY000973,FLT0007897,61,Airport Operations
DLY000974,FLT0007900,157,Airport Operations
DLY000975,FLT0007906,137,Weather
DLY000976,FLT0007907,19,Mechanical Issue
DLY000977,FLT0007913,57,Weather
DLY000978,FLT0007930,84,Air Traffic Control
DLY000979,FLT0007961,68,Air Traffic Control
DLY000980,FLT0007971,25,Security
DLY000981,FLT0007976,49,Weather
DLY000982,FLT0007979,182,Airport Operations
DLY000983,FLT0007984,205,Crew Availability
DLY000984,FLT0007985,105,Weather
DLY000985,FLT0007999,139,Mechanical Issue
DLY000986,FLT0008000,164,Weather
DLY000987,FLT0008004,179,Late Aircraft Arrival
DLY000988,FLT0008008,156,Security
DLY000989,FLT0008014,103,Late Aircraft Arrival
DLY000990,FLT0008029,239,Air Traffic Control
DLY000991,FLT0008040,218,Airport Operations
DLY000992,FLT0008052,188,Air Traffic Control
DLY000993,FLT0008068,186,Late Aircraft Arrival
DLY000994,FLT0008082,189,Airport Operations
DLY000995,FLT0008083,43,Crew Availability
DLY000996,FLT0008087,91,Air Traffic Control
DLY000997,FLT0008091,143,Air Traffic Control
DLY000998,FLT0008095,37,Security
DLY000999,FLT0008100,155,Weather
DLY001000,FLT0008112,18,Weather
DLY001001,FLT0008114,22,Security
DLY001002,FLT0008126,45,Crew Availability
DLY001003,FLT0008147,198,Crew Availability
DLY001004,FLT0008153,134,Air Traffic Control
DLY001005,FLT0008156,22,Mechanical Issue
DLY001006,FLT0008167,37,Crew Availability
DLY001007,FLT0008174,174,Airport Operations
DLY001008,FLT0008175,148,Crew Availability
DLY001009,FLT0008178,201,Security
DLY001010,FLT0008185,212,Weather
DLY001011,FLT0008188,75,Air Traffic Control
DLY001012,FLT0008189,133,Air Traffic Control
DLY001013,FLT0008200,207,Air Traffic Control
DLY001014,FLT0008203,60,Crew Availability
DLY001015,FLT0008208,55,Crew Availability
DLY001016,FLT0008213,104,Late Aircraft Arrival
DLY001017,FLT0008228,81,Crew Availability
DLY001018,FLT0008238,160,Security
DLY001019,FLT0008241,48,Crew Availability
DLY001020,FLT0008250,38,Crew Availability
DLY001021,FLT0008266,63,Crew Availability
DLY001022,FLT0008269,119,Weather
DLY001023,FLT0008280,55,Air Traffic Control
DLY001024,FLT0008286,184,Air Traffic Control
DLY001025,FLT0008287,83,Mechanical Issue
DLY001026,FLT0008299,39,Weather
DLY001027,FLT0008302,236,Airport Operations
DLY001028,FLT0008326,47,Security
DLY001029,FLT0008328,19,Crew Availability
DLY001030,FLT0008352,76,Late Aircraft Arrival
DLY001031,FLT0008353,180,Mechanical Issue
DLY001032,FLT0008367,16,Airport Operations
DLY001033,FLT0008375,26,Airport Operations
DLY001034,FLT0008376,92,Crew Availability
DLY001035,FLT0008379,49,Crew Availability
DLY001036,FLT0008403,72,Mechanical Issue
DLY001037,FLT0008412,105,Airport Operations
DLY001038,FLT0008422,26,Air Traffic Control
DLY001039,FLT0008435,20,Mechanical Issue
DLY001040,FLT0008446,214,Weather
DLY001041,FLT0008448,238,Air Traffic Control
DLY001042,FLT0008449,211,Mechanical Issue
DLY001043,FLT0008477,54,Air Traffic Control
DLY001044,FLT0008485,193,Weather
DLY001045,FLT0008488,79,Crew Availability
DLY001046,FLT0008501,126,Mechanical Issue
DLY001047,FLT0008503,59,Air Traffic Control
DLY001048,FLT0008507,201,Late Aircraft Arrival
DLY001049,FLT0008519,57,Security
DLY001050,FLT0008522,90,Crew Availability
DLY001051,FLT0008529,92,Mechanical Issue
DLY001052,FLT0008532,108,Weather
DLY001053,FLT0008539,33,Weather
DLY001054,FLT0008544,121,Mechanical Issue
DLY001055,FLT0008545,209,Weather
DLY001056,FLT0008548,99,Security
DLY001057,FLT0008549,227,Air Traffic Control
DLY001058,FLT0008554,43,Security
DLY001059,FLT0008578,16,Security
DLY001060,FLT0008579,56,Crew Availability
DLY001061,FLT0008581,73,Airport Operations
DLY001062,FLT0008587,113,Airport Operations
DLY001063,FLT0008622,112,Late Aircraft Arrival
DLY001064,FLT0008634,145,Security
DLY001065,FLT0008637,174,Security
DLY001066,FLT0008644,162,Airport Operations
DLY001067,FLT0008665,46,Air Traffic Control
DLY001068,FLT0008673,123,Late Aircraft Arrival
DLY001069,FLT0008677,36,Security
DLY001070,FLT0008689,89,Crew Availability
DLY001071,FLT0008690,84,Weather
DLY001072,FLT0008696,82,Weather
DLY001073,FLT0008698,109,Mechanical Issue
DLY001074,FLT0008699,26,Airport Operations
DLY001075,FLT0008703,218,Mechanical Issue
DLY001076,FLT0008710,158,Security
DLY001077,FLT0008720,218,Weather
DLY001078,FLT0008723,69,Airport Operations
DLY001079,FLT0008731,56,Mechanical Issue
DLY001080,FLT0008736,41,Security
DLY001081,FLT0008739,211,Airport Operations
DLY001082,FLT0008745,238,Air Traffic Control
DLY001083,FLT0008771,221,Crew Availability
DLY001084,FLT0008772,163,Crew Availability
DLY001085,FLT0008795,164,Airport Operations
DLY001086,FLT0008804,233,Mechanical Issue
DLY001087,FLT0008806,79,Weather
DLY001088,FLT0008818,58,Airport Operations
DLY001089,FLT0008830,127,Weather
DLY001090,FLT0008850,109,Security
DLY001091,FLT0008859,43,Air Traffic Control
DLY001092,FLT0008868,173,Air Traffic Control
DLY001093,FLT0008880,82,Late Aircraft Arrival
DLY001094,FLT0008898,150,Late Aircraft Arrival
DLY001095,FLT0008905,162,Air Traffic Control
DLY001096,FLT0008917,35,Security
DLY001097,FLT0008941,222,Mechanical Issue
DLY001098,FLT0008943,76,Late Aircraft Arrival
DLY001099,FLT0008950,161,Airport Operations
DLY001100,FLT0008956,65,Security
DLY001101,FLT0008961,20,Airport Operations
DLY001102,FLT0008966,75,Mechanical Issue
DLY001103,FLT0008974,97,Security
DLY001104,FLT0008979,157,Airport Operations
DLY001105,FLT0008981,15,Mechanical Issue
