loyalty_id,customer_id,tier,points_balance,enrollment_date,status
LOY0000440,CUS0055952,Platinum,176376,2026-02-23,Active
LOY0000441,CUS0019302,Blue,225237,2024-01-16,Expired
LOY0000442,CUS0002240,Blue,27981,2025-06-10,Active
LOY0000443,CUS0007041,Gold,222991,2015-06-15,Suspended
LOY0000444,CUS0035298,Silver,104572,2019-12-30,Active
LOY0000445,CUS0005891,Gold,211639,2016-07-12,Active
LOY0000446,CUS0049946,Gold,203037,2019-11-19,Suspended
LOY0000447,CUS0011144,Silver,107175,2021-02-12,Active
LOY0000448,CUS0034934,Silver,37934,2021-05-26,Active
LOY0000449,CUS0000376,Gold,175650,2016-07-31,Expired
LOY0000450,CUS0034662,Silver,88861,2020-01-18,Active
LOY0000451,CUS0008204,Silver,110889,2023-10-05,Active
LOY0000452,CUS0003030,Gold,163975,2020-08-21,Expired
LOY0000453,CUS0054633,Gold,93849,2018-01-25,Suspended
LOY0000454,CUS0016140,Gold,218709,2019-07-09,Active
LOY0000455,CUS0052302,Platinum,118139,2023-11-05,Active
LOY0000456,CUS0045527,Blue,47938,2024-04-15,Expired
LOY0000457,CUS0022633,Silver,87640,2022-01-11,Active
LOY0000458,CUS0019232,Blue,97641,2020-03-31,Active
LOY0000459,CUS0051356,Gold,137519,2022-10-10,Expired
LOY0000460,CUS0021543,Gold,235773,2019-09-20,Active
LOY0000461,CUS0050773,Silver,50881,2019-08-20,Active
LOY0000462,CUS0044379,Silver,164355,2019-03-25,Expired
LOY0000463,CUS0009821,Silver,149861,2018-07-13,Active
LOY0000464,CUS0000563,Blue,37451,2021-07-17,Active
LOY0000465,CUS0047746,Platinum,8894,2017-07-24,Suspended
LOY0000466,CUS0047446,Silver,191279,2021-11-12,Expired
LOY0000467,CUS0002205,Silver,12402,2017-10-19,Expired
LOY0000468,CUS0055284,Silver,72618,2018-12-09,Active
LOY0000469,CUS0038670,Gold,139735,2018-04-22,Active
LOY0000470,CUS0058344,Platinum,175252,2019-01-31,Expired
LOY0000471,CUS0009151,Silver,224050,2015-02-10,Active
LOY0000472,CUS0020145,Blue,164612,2023-11-10,Active
LOY0000473,CUS0016941,Blue,187048,2022-04-20,Active
LOY0000474,CUS0030100,Silver,112170,2019-01-04,Active
LOY0000475,CUS0045166,Blue,106039,2020-04-27,Suspended
LOY0000476,CUS0023134,Silver,4239,2016-12-21,Expired
LOY0000477,CUS0007686,Blue,206810,2017-08-18,Active
LOY0000478,CUS0031688,Gold,235873,2024-02-25,Suspended
LOY0000479,CUS0017377,Gold,21953,2023-04-24,Active
LOY0000480,CUS0001546,Blue,15173,2024-03-23,Expired
LOY0000481,CUS0017824,Blue,133033,2015-04-09,Active
LOY0000482,CUS0037835,Gold,136868,2024-02-22,Suspended
LOY0000483,CUS0045241,Silver,75289,2020-06-04,Active
LOY0000484,CUS0035574,Gold,202407,2023-12-15,Expired
LOY0000485,CUS0057092,Gold,50906,2019-05-23,Active
LOY0000486,CUS0002178,Platinum,143065,2021-11-27,Active
LOY0000487,CUS0057984,Platinum,152008,2023-01-17,Active
LOY0000488,CUS0046721,Platinum,117627,2023-06-02,Active
LOY0000489,CUS0031220,Silver,194183,2015-05-03,Active
LOY0000490,CUS0007242,Gold,204191,2019-01-24,Active
LOY0000491,CUS0052095,Silver,121615,2021-12-10,Active
LOY0000492,CUS0007992,Silver,146824,2025-01-17,Suspended
LOY0000493,CUS0027868,Silver,86500,2020-01-28,Active
LOY0000494,CUS0044315,Silver,50878,2016-04-24,Active
LOY0000495,CUS0013043,Blue,110848,2016-01-23,Suspended
LOY0000496,CUS0020434,Silver,137168,2017-06-16,Active
LOY0000497,CUS0005821,Gold,93429,2017-12-07,Active
LOY0000498,CUS0026922,Gold,113386,2023-06-12,Active
LOY0000499,CUS0050099,Gold,219466,2023-03-10,Expired
LOY0000500,CUS0034217,Silver,162039,2022-08-10,Active
LOY0000501,CUS0047047,Gold,177436,2022-03-02,Suspended
LOY0000502,CUS0031559,Platinum,203798,2015-03-27,Active
LOY0000503,CUS0017213,Gold,126624,2026-03-13,Active
LOY0000504,CUS0023998,Silver,25768,2025-09-17,Suspended
LOY0000505,CUS0033425,Gold,215425,2017-06-02,Active
LOY0000506,CUS0006351,Blue,103637,2025-08-17,Active
LOY0000507,CUS0034699,Silver,183040,2021-08-07,Suspended
LOY0000508,CUS0026465,Blue,83683,2025-08-08,Active
LOY0000509,CUS0038457,Platinum,49478,2017-01-31,Active
LOY0000510,CUS0035985,Silver,22216,2018-09-04,Active
LOY0000511,CUS0003486,Silver,215505,2024-08-06,Active
LOY0000512,CUS0024746,Blue,153163,2021-10-23,Active
LOY0000513,CUS0007657,Silver,173982,2016-07-09,Expired
LOY0000514,CUS0044473,Gold,186718,2021-09-14,Active
LOY0000515,CUS0000427,Silver,143556,2022-04-16,Expired
LOY0000516,CUS0054010,Gold,124240,2016-12-08,Suspended
LOY0000517,CUS0010311,Blue,2619,2021-12-06,Active
LOY0000518,CUS0033192,Blue,101507,2023-01-20,Suspended
LOY0000519,CUS0043152,Platinum,193734,2020-04-16,Suspended
LOY0000520,CUS0015521,Silver,50450,2024-06-09,Active
LOY0000521,CUS0000230,Gold,182291,2023-07-19,Active
LOY0000522,CUS0020147,Blue,13159,2015-04-14,Active
LOY0000523,CUS0059684,Silver,45389,2026-04-10,Expired
LOY0000524,CUS0050201,Platinum,142458,2024-12-09,Active
LOY0000525,CUS0058600,Blue,36880,2015-04-14,Expired
LOY0000526,CUS0018280,Gold,16003,2017-02-16,Expired
LOY0000527,CUS0031734,Silver,120353,2020-10-04,Active
LOY0000528,CUS0018763,Gold,165448,2019-02-15,Active
LOY0000529,CUS0015197,Silver,56676,2015-03-01,Active
LOY0000530,CUS0013095,Blue,180454,2015-03-16,Expired
LOY0000531,CUS0028536,Silver,110825,2021-07-15,Active
LOY0000532,CUS0056627,Gold,31242,2026-06-29,Active
LOY0000533,CUS0058090,Blue,67990,2025-11-29,Expired
LOY0000534,CUS0049486,Blue,75178,2022-07-04,Expired
LOY0000535,CUS0018021,Silver,247691,2022-04-28,Expired
LOY0000536,CUS0002948,Silver,91142,2019-06-28,Suspended
LOY0000537,CUS0032103,Gold,46738,2022-08-31,Active
LOY0000538,CUS0054638,Blue,193137,2015-03-25,Active
LOY0000539,CUS0058981,Gold,17822,2017-01-02,Expired
LOY0000540,CUS0045494,Silver,192553,2026-05-31,Expired
LOY0000541,CUS0009902,Blue,120929,2017-05-10,Expired
LOY0000542,CUS0059473,Silver,11625,2025-07-23,Active
LOY0000543,CUS0009648,Silver,70941,2016-01-21,Active
LOY0000544,CUS0046454,Silver,176367,2022-04-23,Active
LOY0000545,CUS0035528,Gold,35203,2024-02-01,Active
LOY0000546,CUS0034349,Gold,238163,2015-08-11,Active
LOY0000547,CUS0035582,Silver,60540,2022-09-24,Expired
LOY0000548,CUS0002449,Platinum,248294,2018-05-18,Suspended
LOY0000549,CUS0021908,Platinum,110196,2017-11-24,Expired
LOY0000550,CUS0008746,Blue,114382,2018-09-14,Expired
LOY0000551,CUS0020427,Blue,65356,2026-06-20,Active
LOY0000552,CUS0000170,Silver,154034,2018-02-26,Active
LOY0000553,CUS0030305,Gold,126070,2025-02-26,Active
LOY0000554,CUS0027046,Gold,174964,2020-07-18,Active
LOY0000555,CUS0058957,Blue,120693,2018-01-01,Active
LOY0000556,CUS0005946,Gold,147142,2017-02-02,Expired
LOY0000557,CUS0056018,Silver,113454,2018-10-02,Expired
LOY0000558,CUS0058497,Silver,24907,2024-04-19,Active
LOY0000559,CUS0025185,Silver,150125,2023-05-04,Suspended
LOY0000560,CUS0015037,Platinum,163644,2025-02-24,Active
LOY0000561,CUS0010451,Gold,168443,2025-11-23,Expired
LOY0000562,CUS0046678,Blue,90327,2021-07-27,Active
LOY0000563,CUS0006410,Blue,26841,2021-04-07,Active
LOY0000564,CUS0031523,Blue,148762,2024-09-05,Active
LOY0000565,CUS0026478,Gold,24150,2023-09-08,Active
LOY0000566,CUS0050992,Gold,185629,2023-06-18,Active
LOY0000567,CUS0004289,Gold,87787,2020-01-07,Active
LOY0000568,CUS0018993,Silver,83842,2020-12-15,Active
LOY0000569,CUS0013825,Blue,181552,2015-06-11,Suspended
LOY0000570,CUS0031504,Silver,246183,2023-01-04,Active
LOY0000571,CUS0043566,Platinum,67747,2026-03-06,Active
LOY0000572,CUS0043044,Blue,191730,2015-02-24,Active
LOY0000573,CUS0059049,Gold,83223,2021-04-23,Active
LOY0000574,CUS0030877,Silver,74325,2022-04-25,Active
LOY0000575,CUS0054268,Gold,23063,2017-07-27,Active
LOY0000576,CUS0005317,Platinum,134471,2025-01-24,Active
LOY0000577,CUS0013860,Gold,60811,2016-04-20,Active
LOY0000578,CUS0006113,Platinum,62275,2025-07-13,Active
LOY0000579,CUS0024744,Blue,235778,2025-03-21,Expired
LOY0000580,CUS0045209,Silver,100470,2021-03-19,Suspended
LOY0000581,CUS0050352,Gold,68200,2021-12-23,Active
LOY0000582,CUS0027667,Platinum,152557,2019-10-22,Active
LOY0000583,CUS0057142,Blue,76327,2017-02-05,Active
LOY0000584,CUS0033684,Gold,151363,2023-08-31,Suspended
LOY0000585,CUS0004070,Blue,197463,2017-12-01,Expired
LOY0000586,CUS0009910,Gold,66987,2025-01-14,Expired
LOY0000587,CUS0004570,Silver,163504,2020-01-24,Active
LOY0000588,CUS0051558,Silver,217229,2017-08-08,Active
LOY0000589,CUS0055715,Platinum,45519,2022-07-29,Active
LOY0000590,CUS0049687,Silver,89189,2017-06-13,Active
LOY0000591,CUS0007016,Gold,213467,2026-04-02,Suspended
LOY0000592,CUS0030374,Silver,206601,2020-09-21,Active
LOY0000593,CUS0018844,Gold,221228,2016-01-30,Active
LOY0000594,CUS0003005,Silver,64963,2022-04-10,Active
LOY0000595,CUS0030569,Gold,148301,2021-01-06,Active
LOY0000596,CUS0029418,Silver,25249,2025-12-01,Expired
LOY0000597,CUS0004209,Blue,27092,2025-03-28,Active
LOY0000598,CUS0036234,Silver,180165,2017-05-06,Expired
LOY0000599,CUS0045328,Blue,61106,2022-10-20,Active
LOY0000600,CUS0056129,Platinum,115949,2015-07-22,Suspended
LOY0000601,CUS0056606,Blue,38643,2018-06-24,Active
LOY0000602,CUS0039987,Blue,56698,2017-03-11,Active
LOY0000603,CUS0055763,Blue,147294,2023-11-04,Active
LOY0000604,CUS0010895,Blue,94487,2026-03-01,Suspended
LOY0000605,CUS0057859,Platinum,237180,2020-04-10,Suspended
LOY0000606,CUS0022096,Silver,243377,2021-05-11,Active
LOY0000607,CUS0038393,Silver,53618,2023-02-20,Active
LOY0000608,CUS0021154,Gold,164698,2025-04-08,Suspended
LOY0000609,CUS0004694,Platinum,82306,2019-12-11,Active
LOY0000610,CUS0045167,Silver,114500,2024-06-09,Active
LOY0000611,CUS0028867,Gold,122799,2023-09-28,Expired
LOY0000612,CUS0018973,Blue,4074,2020-05-02,Active
LOY0000613,CUS0037409,Blue,149584,2017-05-07,Active
LOY0000614,CUS0024924,Blue,94985,2021-01-31,Active
LOY0000615,CUS0006345,Blue,242018,2021-08-27,Expired
LOY0000616,CUS0023812,Gold,44090,2026-06-11,Expired
LOY0000617,CUS0004217,Gold,104331,2024-04-01,Active
LOY0000618,CUS0044867,Gold,40773,2015-03-22,Expired
LOY0000619,CUS0011099,Gold,242372,2019-02-27,Suspended
LOY0000620,CUS0015156,Gold,143192,2023-10-23,Suspended
LOY0000621,CUS0003158,Platinum,147665,2022-01-23,Expired
LOY0000622,CUS0002566,Silver,161446,2016-06-06,Active
LOY0000623,CUS0059954,Blue,233972,2015-04-22,Expired
LOY0000624,CUS0047792,Gold,128250,2018-01-18,Active
LOY0000625,CUS0057752,Gold,25747,2020-04-21,Suspended
LOY0000626,CUS0012875,Silver,29186,2020-09-20,Suspended
LOY0000627,CUS0046456,Gold,104508,2022-07-12,Expired
LOY0000628,CUS0007733,Silver,15050,2017-09-29,Suspended
LOY0000629,CUS0018490,Silver,229325,2023-05-24,Expired
LOY0000630,CUS0005812,Blue,69774,2018-09-11,Expired
LOY0000631,CUS0031618,Silver,88664,2018-11-30,Active
LOY0000632,CUS0051132,Silver,32413,2018-06-11,Active
LOY0000633,CUS0014281,Gold,234157,2019-12-08,Active
LOY0000634,CUS0028941,Blue,5171,2023-04-17,Suspended
LOY0000635,CUS0004599,Blue,106845,2023-12-07,Active
LOY0000636,CUS0000129,Platinum,158439,2026-01-02,Active
LOY0000637,CUS0007778,Blue,94451,2023-06-26,Active
LOY0000638,CUS0028053,Silver,184195,2022-04-03,Suspended
LOY0000639,CUS0036802,Silver,146320,2023-01-31,Active
LOY0000640,CUS0015295,Gold,71568,2022-11-21,Active
LOY0000641,CUS0055244,Silver,201929,2019-09-12,Expired
LOY0000642,CUS0059194,Blue,122647,2023-11-05,Active
LOY0000643,CUS0034996,Gold,145413,2026-01-09,Expired
LOY0000644,CUS0022834,Blue,221507,2022-07-30,Expired
LOY0000645,CUS0009401,Silver,2928,2015-07-08,Active
LOY0000646,CUS0011332,Silver,88199,2022-05-22,Active
LOY0000647,CUS0048319,Blue,33690,2024-09-09,Active
LOY0000648,CUS0046434,Blue,150661,2016-05-20,Active
LOY0000649,CUS0028674,Gold,73555,2019-03-03,Expired
LOY0000650,CUS0038384,Platinum,189536,2020-11-26,Expired
LOY0000651,CUS0001355,Gold,162620,2018-02-09,Suspended
LOY0000652,CUS0006966,Gold,169883,2026-02-11,Active
LOY0000653,CUS0031279,Platinum,24724,2021-02-21,Active
LOY0000654,CUS0041652,Blue,22760,2015-05-10,Active
LOY0000655,CUS0058544,Silver,82628,2016-09-03,Suspended
LOY0000656,CUS0046634,Blue,117698,2016-03-14,Active
LOY0000657,CUS0051386,Gold,32784,2018-07-21,Suspended
LOY0000658,CUS0030449,Blue,114833,2025-11-29,Active
LOY0000659,CUS0043467,Blue,217614,2026-02-25,Expired
LOY0000660,CUS0037593,Silver,143486,2020-07-03,Expired
LOY0000661,CUS0012951,Gold,101972,2022-01-20,Active
LOY0000662,CUS0026844,Silver,72418,2023-08-19,Active
LOY0000663,CUS0010589,Platinum,151054,2015-01-05,Active
LOY0000664,CUS0046771,Gold,52076,2018-01-24,Active
LOY0000665,CUS0054649,Silver,27270,2018-03-24,Active
LOY0000666,CUS0056958,Gold,130853,2021-11-26,Active
LOY0000667,CUS0051819,Gold,238289,2022-08-12,Expired
LOY0000668,CUS0054907,Gold,124638,2023-04-02,Suspended
LOY0000669,CUS0026115,Gold,185995,2016-06-15,Active
LOY0000670,CUS0038577,Gold,201287,2016-04-04,Suspended
LOY0000671,CUS0029708,Gold,162003,2024-11-27,Suspended
LOY0000672,CUS0014058,Gold,127343,2020-06-11,Active
LOY0000673,CUS0009761,Blue,130167,2021-04-19,Active
LOY0000674,CUS0002219,Gold,177925,2019-05-13,Expired
LOY0000675,CUS0031666,Gold,137298,2019-04-07,Suspended
LOY0000676,CUS0047043,Gold,89791,2022-08-26,Expired
LOY0000677,CUS0008589,Blue,198273,2024-05-26,Active
LOY0000678,CUS0001387,Silver,97260,2024-08-08,Expired
LOY0000679,CUS0037766,Gold,224717,2025-10-02,Expired
LOY0000680,CUS0043120,Blue,33985,2018-07-30,Suspended
LOY0000681,CUS0014045,Blue,154964,2025-10-30,Active
LOY0000682,CUS0029844,Blue,12152,2020-10-24,Active
LOY0000683,CUS0005492,Silver,122780,2015-05-02,Active
LOY0000684,CUS0003425,Platinum,46266,2017-06-27,Expired
LOY0000685,CUS0014182,Silver,175146,2018-05-11,Active
LOY0000686,CUS0008239,Silver,38847,2025-06-11,Expired
LOY0000687,CUS0055950,Gold,59637,2022-12-24,Suspended
LOY0000688,CUS0047326,Silver,9654,2020-10-10,Active
LOY0000689,CUS0015903,Silver,202567,2026-01-10,Active
LOY0000690,CUS0057703,Silver,189371,2022-10-12,Active
LOY0000691,CUS0041261,Platinum,220421,2016-08-20,Active
LOY0000692,CUS0006618,Platinum,105513,2018-11-12,Active
LOY0000693,CUS0000020,Gold,28466,2025-10-14,Suspended
LOY0000694,CUS0033609,Silver,120593,2025-05-19,Active
LOY0000695,CUS0038287,Silver,221619,2024-10-26,Active
LOY0000696,CUS0002515,Blue,22656,2019-01-01,Active
LOY0000697,CUS0053007,Platinum,191501,2023-07-10,Suspended
LOY0000698,CUS0026843,Silver,46627,2025-04-04,Active
LOY0000699,CUS0059296,Silver,233741,2019-03-18,Active
LOY0000700,CUS0059499,Blue,121075,2018-07-10,Expired
LOY0000701,CUS0013869,Silver,208721,2015-07-28,Expired
LOY0000702,CUS0017055,Silver,170798,2017-06-23,Suspended
LOY0000703,CUS0007282,Blue,84124,2019-11-27,Active
LOY0000704,CUS0028342,Gold,178149,2019-06-02,Active
LOY0000705,CUS0000109,Blue,238594,2025-05-21,Active
LOY0000706,CUS0026032,Gold,122739,2025-01-26,Active
LOY0000707,CUS0048490,Silver,40632,2025-01-02,Active
LOY0000708,CUS0049316,Silver,40939,2023-06-13,Suspended
LOY0000709,CUS0019503,Silver,161167,2020-11-19,Active
LOY0000710,CUS0010365,Gold,30464,2023-05-27,Active
LOY0000711,CUS0000052,Blue,200041,2024-02-20,Active
LOY0000712,CUS0056495,Silver,73303,2017-12-23,Suspended
LOY0000713,CUS0025288,Silver,67002,2020-02-10,Active
LOY0000714,CUS0038202,Silver,239880,2018-01-20,Active
LOY0000715,CUS0003242,Blue,29907,2025-10-16,Expired
LOY0000716,CUS0048287,Platinum,86054,2016-06-30,Active
LOY0000717,CUS0015303,Silver,246836,2022-05-23,Active
LOY0000718,CUS0029636,Gold,35325,2021-01-06,Expired
LOY0000719,CUS0043317,Blue,152052,2025-08-08,Active
LOY0000720,CUS0028798,Silver,205700,2017-12-08,Active
LOY0000721,CUS0012659,Blue,12112,2026-04-09,Active
LOY0000722,CUS0018995,Gold,144681,2021-12-21,Active
LOY0000723,CUS0014576,Gold,184009,2021-01-21,Active
LOY0000724,CUS0043789,Gold,233591,2020-10-18,Expired
LOY0000725,CUS0051612,Silver,227943,2020-11-25,Expired
LOY0000726,CUS0036016,Blue,72261,2022-05-16,Suspended
LOY0000727,CUS0054145,Gold,34088,2021-08-02,Expired
LOY0000728,CUS0030063,Gold,191247,2021-03-28,Active
LOY0000729,CUS0021932,Gold,147187,2021-03-27,Active
LOY0000730,CUS0032334,Blue,96878,2024-07-14,Active
LOY0000731,CUS0057796,Silver,106996,2024-12-04,Expired
LOY0000732,CUS0019251,Silver,37407,2018-07-17,Active
LOY0000733,CUS0002007,Silver,126724,2025-05-30,Expired
LOY0000734,CUS0011367,Silver,163833,2026-06-25,Active
LOY0000735,CUS0054925,Gold,16148,2020-10-27,Suspended
LOY0000736,CUS0016301,Gold,35820,2022-05-20,Active
LOY0000737,CUS0019032,Silver,234530,2021-08-26,Active
LOY0000738,CUS0023846,Gold,194649,2016-11-16,Suspended
LOY0000739,CUS0034069,Gold,31383,2021-09-29,Active
LOY0000740,CUS0014582,Silver,108475,2021-10-05,Active
LOY0000741,CUS0048337,Silver,199056,2025-09-05,Active
LOY0000742,CUS0048602,Gold,157041,2025-01-30,Suspended
LOY0000743,CUS0044309,Blue,55777,2018-09-07,Suspended
LOY0000744,CUS0054728,Blue,131157,2026-06-30,Active
LOY0000745,CUS0039819,Silver,165780,2019-09-08,Active
LOY0000746,CUS0031352,Silver,183340,2022-07-16,Expired
LOY0000747,CUS0004671,Silver,179157,2024-07-30,Active
LOY0000748,CUS0028666,Gold,231082,2020-01-14,Active
LOY0000749,CUS0037193,Blue,216738,2023-11-01,Expired
LOY0000750,CUS0056898,Gold,126910,2020-02-03,Active
LOY0000751,CUS0008918,Silver,143879,2023-10-22,Suspended
LOY0000752,CUS0004214,Gold,51276,2019-11-01,Active
LOY0000753,CUS0046073,Gold,45290,2017-10-27,Active
LOY0000754,CUS0040541,Gold,200465,2025-05-07,Active
LOY0000755,CUS0045418,Silver,144480,2017-08-22,Active
LOY0000756,CUS0036524,Silver,22391,2018-01-02,Active
LOY0000757,CUS0057106,Silver,130590,2024-01-30,Expired
LOY0000758,CUS0053946,Gold,197979,2022-12-10,Active
LOY0000759,CUS0009343,Silver,107978,2022-03-06,Suspended
LOY0000760,CUS0046481,Silver,125362,2022-01-23,Active
LOY0000761,CUS0001321,Silver,128800,2023-11-28,Active
LOY0000762,CUS0058949,Gold,36516,2020-04-25,Active
LOY0000763,CUS0016911,Silver,12998,2022-10-07,Expired
LOY0000764,CUS0031624,Blue,8416,2020-03-22,Active
LOY0000765,CUS0000116,Gold,169186,2021-06-25,Suspended
LOY0000766,CUS0021550,Platinum,117064,2016-04-16,Suspended
LOY0000767,CUS0016840,Gold,142380,2020-05-07,Suspended
LOY0000768,CUS0051316,Blue,14431,2015-10-10,Active
LOY0000769,CUS0033773,Silver,132414,2020-10-06,Active
LOY0000770,CUS0012752,Gold,69074,2024-05-09,Active
LOY0000771,CUS0012871,Gold,110172,2025-02-03,Expired
LOY0000772,CUS0051419,Gold,54427,2016-06-26,Active
LOY0000773,CUS0013976,Silver,74879,2021-07-22,Expired
LOY0000774,CUS0055970,Silver,74316,2015-12-24,Suspended
LOY0000775,CUS0042995,Silver,73316,2023-06-03,Active
LOY0000776,CUS0019629,Silver,119141,2019-10-29,Active
LOY0000777,CUS0053005,Gold,50632,2022-06-26,Suspended
LOY0000778,CUS0045082,Blue,127447,2022-10-12,Active
LOY0000779,CUS0000580,Silver,231403,2020-12-11,Active
LOY0000780,CUS0016409,Silver,139714,2022-01-19,Active
LOY0000781,CUS0007398,Gold,99557,2024-06-12,Active
LOY0000782,CUS0055999,Gold,95135,2016-07-14,Suspended
LOY0000783,CUS0037411,Silver,150712,2026-03-27,Active
LOY0000784,CUS0047273,Platinum,214396,2018-06-02,Active
LOY0000785,CUS0002416,Blue,209675,2017-12-04,Active
LOY0000786,CUS0058023,Gold,174523,2016-03-07,Active
LOY0000787,CUS0014936,Silver,75260,2023-10-04,Active
LOY0000788,CUS0024489,Gold,95850,2021-05-13,Active
LOY0000789,CUS0035961,Blue,47792,2026-01-11,Active
LOY0000790,CUS0046877,Silver,158173,2020-01-29,Suspended
LOY0000791,CUS0059895,Silver,128920,2022-02-22,Active
LOY0000792,CUS0050448,Gold,71531,2019-06-01,Active
LOY0000793,CUS0056946,Blue,113847,2020-06-21,Active
LOY0000794,CUS0019063,Silver,41936,2017-04-11,Active
LOY0000795,CUS0015038,Platinum,153070,2020-11-22,Active
LOY0000796,CUS0020245,Silver,42922,2025-01-29,Active
LOY0000797,CUS0042502,Silver,138962,2017-06-27,Active
LOY0000798,CUS0052090,Gold,109928,2019-11-17,Suspended
LOY0000799,CUS0027892,Silver,57055,2015-10-19,Suspended
LOY0000800,CUS0036637,Platinum,110879,2021-04-20,Active
LOY0000801,CUS0047487,Silver,236400,2020-11-06,Suspended
LOY0000802,CUS0039948,Silver,133011,2017-01-17,Active
LOY0000803,CUS0040387,Silver,177461,2020-05-03,Active
LOY0000804,CUS0011542,Gold,48280,2020-12-28,Active
LOY0000805,CUS0015912,Silver,170393,2023-08-12,Active
LOY0000806,CUS0010900,Gold,14902,2021-09-29,Active
LOY0000807,CUS0046268,Silver,49229,2025-09-03,Suspended
LOY0000808,CUS0003211,Silver,148161,2020-09-15,Active
LOY0000809,CUS0016612,Gold,189657,2025-07-12,Expired
LOY0000810,CUS0011602,Gold,79031,2015-10-03,Active
LOY0000811,CUS0003907,Silver,225789,2018-07-31,Active
LOY0000812,CUS0046336,Silver,200813,2023-02-03,Active
LOY0000813,CUS0027243,Blue,38629,2023-06-13,Active
LOY0000814,CUS0054515,Silver,121984,2023-02-18,Suspended
LOY0000815,CUS0043670,Silver,235800,2022-04-01,Active
LOY0000816,CUS0011029,Silver,215773,2022-06-27,Active
LOY0000817,CUS0039944,Silver,204325,2023-03-06,Expired
LOY0000818,CUS0028662,Gold,80360,2015-09-18,Expired
LOY0000819,CUS0017246,Platinum,140288,2021-11-01,Active
LOY0000820,CUS0050133,Silver,91167,2026-03-19,Expired
LOY0000821,CUS0021903,Silver,102983,2023-10-22,Active
LOY0000822,CUS0048480,Gold,101992,2015-05-29,Active
LOY0000823,CUS0026215,Gold,162330,2018-01-31,Active
LOY0000824,CUS0055580,Gold,100988,2020-01-23,Suspended
LOY0000825,CUS0002537,Blue,249546,2023-07-25,Expired
LOY0000826,CUS0014370,Gold,112594,2024-09-30,Active
LOY0000827,CUS0058076,Silver,60773,2019-01-26,Suspended
LOY0000828,CUS0054071,Gold,150152,2015-04-27,Active
LOY0000829,CUS0054799,Silver,44970,2017-05-18,Active
LOY0000830,CUS0034675,Blue,49538,2015-01-29,Suspended
LOY0000831,CUS0046707,Silver,188297,2026-06-05,Active
LOY0000832,CUS0010789,Blue,13493,2025-06-25,Active
LOY0000833,CUS0046942,Blue,49566,2022-08-08,Active
LOY0000834,CUS0042845,Platinum,85130,2021-04-06,Suspended
LOY0000835,CUS0049386,Silver,195238,2020-01-08,Active
LOY0000836,CUS0011223,Gold,218117,2017-07-25,Active
LOY0000837,CUS0029616,Gold,9583,2018-12-14,Active
LOY0000838,CUS0053729,Blue,235755,2019-04-21,Active
LOY0000839,CUS0020685,Gold,93281,2017-09-12,Active
LOY0000840,CUS0038381,Silver,9818,2020-07-03,Active
