history_id,aircraft_id,maintenance_date,maintenance_type,cost,next_due_date
AMH000373,ACFT00327,2025-02-03,A-Check,121428.3,2025-11-02
AMH000374,ACFT00224,2023-11-09,B-Check,258368.9,2024-10-01
AMH000375,ACFT00050,2020-08-22,B-Check,137581.23,2021-03-16
AMH000376,ACFT00437,2025-08-13,C-Check,300944.41,2026-02-25
AMH000377,ACFT00435,2019-05-06,B-Check,161331.85,2021-02-21
AMH000378,ACFT00424,2023-07-29,B-Check,490584.69,2024-03-25
AMH000379,ACFT00049,2023-07-24,C-Check,392710.01,2025-06-18
AMH000380,ACFT00192,2018-07-23,A-Check,441001.8,2019-02-21
AMH000381,ACFT00575,2025-04-06,D-Check,485871.06,2027-03-01
AMH000382,ACFT00126,2022-10-05,A-Check,390754.17,2024-03-07
AMH000383,ACFT00361,2023-01-25,A-Check,405197.09,2023-05-19
AMH000384,ACFT00119,2024-06-15,A-Check,3732.01,2024-10-12
AMH000385,ACFT00186,2021-03-01,A-Check,442564.78,2022-06-23
AMH000386,ACFT00588,2020-04-14,A-Check,315634.73,2020-07-18
AMH000387,ACFT00423,2024-10-27,A-Check,75966.8,2025-07-13
AMH000388,ACFT00011,2020-03-02,Unscheduled Repair,269516.53,2021-07-10
AMH000389,ACFT00596,2019-04-19,C-Check,306441.56,2019-11-28
AMH000390,ACFT00113,2020-10-17,B-Check,373356.96,2021-11-15
AMH000391,ACFT00133,2018-07-08,A-Check,218423.04,2018-10-29
AMH000392,ACFT00501,2022-12-29,A-Check,105492.21,2024-10-14
AMH000393,ACFT00227,2022-05-15,B-Check,124649.36,2024-03-15
AMH000394,ACFT00423,2023-09-04,A-Check,200468.52,2025-04-30
AMH000395,ACFT00276,2018-01-09,A-Check,2381.62,2019-09-24
AMH000396,ACFT00479,2022-05-19,B-Check,469555.41,2023-12-26
AMH000397,ACFT00247,2018-09-12,A-Check,13483.66,2019-04-04
AMH000398,ACFT00019,2020-03-07,A-Check,173024.04,2020-06-24
AMH000399,ACFT00002,2021-03-04,D-Check,388803.89,2023-01-13
AMH000400,ACFT00225,2022-07-22,Unscheduled Repair,431637.61,2023-09-17
AMH000401,ACFT00238,2022-03-04,Unscheduled Repair,423039.83,2023-09-16
AMH000402,ACFT00278,2020-09-29,B-Check,128351.35,2022-03-10
AMH000403,ACFT00310,2024-04-26,C-Check,187547.99,2026-03-12
AMH000404,ACFT00336,2020-05-28,A-Check,320613.7,2021-07-12
AMH000405,ACFT00197,2024-02-26,B-Check,433102.23,2025-03-29
AMH000406,ACFT00210,2020-03-12,A-Check,479749.65,2022-02-06
AMH000407,ACFT00462,2026-07-28,B-Check,357976.06,2027-07-29
AMH000408,ACFT00403,2021-03-11,C-Check,304122.79,2022-05-28
AMH000409,ACFT00294,2022-06-12,A-Check,93117.49,2022-11-24
AMH000410,ACFT00552,2020-08-24,B-Check,498423.22,2022-03-15
AMH000411,ACFT00368,2026-07-15,B-Check,268423.67,2026-10-29
AMH000412,ACFT00447,2021-01-04,Unscheduled Repair,472690.94,2021-05-04
AMH000413,ACFT00012,2022-07-16,A-Check,294235.06,2024-02-12
AMH000414,ACFT00442,2022-09-09,C-Check,245679.3,2024-05-16
AMH000415,ACFT00329,2025-02-22,A-Check,419881.83,2025-08-30
AMH000416,ACFT00493,2019-01-02,Unscheduled Repair,288286.65,2020-06-29
AMH000417,ACFT00249,2019-07-18,A-Check,423737.98,2021-03-26
AMH000418,ACFT00264,2025-02-17,A-Check,497752.86,2025-09-12
AMH000419,ACFT00219,2026-02-24,B-Check,361818.69,2028-02-14
AMH000420,ACFT00509,2018-09-27,D-Check,452808.72,2019-07-28
AMH000421,ACFT00303,2021-02-07,A-Check,322109.6,2021-08-05
AMH000422,ACFT00130,2024-05-08,C-Check,400191.44,2025-10-31
AMH000423,ACFT00069,2025-09-14,C-Check,391561.21,2027-03-11
AMH000424,ACFT00454,2021-08-09,B-Check,443737.83,2021-11-09
AMH000425,ACFT00182,2021-01-03,C-Check,9343.12,2022-07-18
AMH000426,ACFT00389,2019-04-21,B-Check,469896.61,2020-01-04
AMH000427,ACFT00418,2022-11-28,D-Check,412847.08,2023-05-28
AMH000428,ACFT00285,2022-04-02,A-Check,286954.07,2022-08-03
AMH000429,ACFT00405,2022-04-27,A-Check,136434.74,2022-12-25
AMH000430,ACFT00541,2023-10-28,C-Check,441693.77,2024-01-29
AMH000431,ACFT00437,2022-01-20,A-Check,360627.09,2023-04-15
AMH000432,ACFT00360,2021-11-29,C-Check,296631.79,2022-06-30
AMH000433,ACFT00439,2025-04-15,B-Check,487300.25,2026-08-28
AMH000434,ACFT00569,2021-08-07,A-Check,7476.02,2022-08-05
AMH000435,ACFT00035,2023-10-10,B-Check,459701.45,2024-11-10
AMH000436,ACFT00153,2025-04-13,A-Check,281388.84,2026-08-16
AMH000437,ACFT00416,2025-07-27,A-Check,328350.71,2027-04-15
AMH000438,ACFT00197,2024-05-28,A-Check,186706.96,2025-06-23
AMH000439,ACFT00528,2020-04-02,Unscheduled Repair,391411.63,2020-08-22
AMH000440,ACFT00454,2018-10-07,A-Check,379212.29,2019-10-15
AMH000441,ACFT00063,2018-02-25,D-Check,2325.18,2018-10-05
AMH000442,ACFT00470,2026-05-13,C-Check,342930.99,2027-05-13
AMH000443,ACFT00424,2018-03-16,Unscheduled Repair,458494.21,2018-11-18
AMH000444,ACFT00327,2019-04-07,B-Check,410703.17,2020-10-03
AMH000445,ACFT00466,2023-07-17,Unscheduled Repair,325242.31,2024-04-20
AMH000446,ACFT00481,2025-04-14,A-Check,104945.43,2025-11-26
AMH000447,ACFT00549,2018-04-24,A-Check,20155.68,2018-12-06
AMH000448,ACFT00365,2020-12-15,A-Check,273187.87,2022-04-03
AMH000449,ACFT00491,2022-08-30,D-Check,405963.53,2023-12-03
AMH000450,ACFT00468,2024-12-30,C-Check,357172.09,2025-11-06
AMH000451,ACFT00499,2020-08-04,A-Check,344724.32,2021-09-09
AMH000452,ACFT00223,2020-11-08,A-Check,226931.29,2021-05-03
AMH000453,ACFT00557,2020-05-20,Unscheduled Repair,167271.07,2021-08-08
AMH000454,ACFT00207,2021-08-09,B-Check,124539.76,2022-09-22
AMH000455,ACFT00043,2019-09-26,A-Check,123038.29,2021-05-28
AMH000456,ACFT00232,2019-04-19,A-Check,465809.12,2021-03-19
AMH000457,ACFT00311,2019-02-15,B-Check,131534.91,2021-01-28
AMH000458,ACFT00372,2025-08-29,A-Check,379110.47,2027-01-28
AMH000459,ACFT00204,2021-06-21,A-Check,406420.58,2022-10-05
AMH000460,ACFT00118,2021-07-17,A-Check,158669.12,2022-10-01
AMH000461,ACFT00221,2021-03-14,B-Check,148337.3,2021-10-22
AMH000462,ACFT00068,2026-03-02,Unscheduled Repair,197457.36,2026-07-27
AMH000463,ACFT00407,2026-02-04,B-Check,56986.95,2026-11-12
AMH000464,ACFT00402,2019-02-22,A-Check,22378.45,2020-07-20
AMH000465,ACFT00237,2024-08-23,A-Check,107160.66,2026-03-30
AMH000466,ACFT00375,2023-10-24,A-Check,247374.8,2024-12-31
AMH000467,ACFT00338,2024-10-05,A-Check,224359.41,2026-07-22
AMH000468,ACFT00289,2018-11-04,A-Check,367804.8,2020-03-01
AMH000469,ACFT00159,2023-01-20,A-Check,320651.9,2024-08-25
AMH000470,ACFT00511,2026-02-28,A-Check,328174.75,2027-06-03
AMH000471,ACFT00107,2021-04-09,Unscheduled Repair,254036.69,2022-08-10
AMH000472,ACFT00418,2018-11-18,C-Check,426894.0,2020-04-22
AMH000473,ACFT00203,2026-04-22,A-Check,378450.75,2026-07-24
AMH000474,ACFT00141,2025-03-11,A-Check,431424.38,2025-06-17
AMH000475,ACFT00147,2022-07-21,A-Check,316422.59,2024-07-04
AMH000476,ACFT00365,2025-10-20,Unscheduled Repair,215103.85,2026-05-19
AMH000477,ACFT00381,2022-04-20,B-Check,114973.95,2024-03-03
AMH000478,ACFT00509,2020-03-10,B-Check,145253.54,2022-01-08
AMH000479,ACFT00496,2019-04-05,D-Check,496107.18,2020-06-10
AMH000480,ACFT00282,2019-02-19,A-Check,158738.85,2020-07-10
AMH000481,ACFT00470,2024-01-26,B-Check,229532.67,2024-09-14
AMH000482,ACFT00431,2018-10-31,A-Check,272118.93,2019-08-25
AMH000483,ACFT00389,2018-02-06,A-Check,22680.8,2019-12-20
AMH000484,ACFT00375,2024-12-09,C-Check,429400.74,2026-11-16
AMH000485,ACFT00389,2018-05-23,Unscheduled Repair,287911.82,2019-09-21
AMH000486,ACFT00329,2025-03-18,A-Check,24453.91,2025-07-20
AMH000487,ACFT00202,2021-12-25,C-Check,416873.87,2023-02-11
AMH000488,ACFT00077,2018-06-24,B-Check,356326.56,2019-04-10
AMH000489,ACFT00528,2025-03-02,Unscheduled Repair,110444.59,2026-12-26
AMH000490,ACFT00461,2023-11-09,B-Check,56676.07,2024-07-12
AMH000491,ACFT00577,2026-07-29,A-Check,250094.78,2027-10-10
AMH000492,ACFT00128,2021-02-12,B-Check,283439.35,2021-10-12
AMH000493,ACFT00507,2024-11-05,B-Check,365801.38,2025-03-16
AMH000494,ACFT00509,2019-12-19,C-Check,361007.85,2021-11-28
AMH000495,ACFT00325,2018-03-19,A-Check,453238.56,2019-07-28
AMH000496,ACFT00406,2023-09-07,B-Check,210132.31,2024-01-08
AMH000497,ACFT00591,2019-10-16,B-Check,227999.84,2021-03-04
AMH000498,ACFT00457,2022-05-08,B-Check,384812.75,2022-11-04
AMH000499,ACFT00127,2021-03-21,A-Check,401172.95,2021-08-14
AMH000500,ACFT00438,2020-08-08,C-Check,257451.94,2021-02-21
AMH000501,ACFT00092,2024-04-02,B-Check,334564.61,2025-12-11
AMH000502,ACFT00193,2020-10-03,A-Check,448306.55,2022-05-05
AMH000503,ACFT00025,2025-07-08,A-Check,276415.08,2025-11-22
AMH000504,ACFT00299,2023-08-07,A-Check,254522.31,2023-11-22
AMH000505,ACFT00234,2025-03-30,C-Check,257937.26,2026-06-23
AMH000506,ACFT00259,2025-05-09,A-Check,120933.27,2025-08-09
AMH000507,ACFT00142,2019-03-20,A-Check,358074.08,2021-02-22
AMH000508,ACFT00011,2023-10-07,B-Check,244461.77,2025-08-06
AMH000509,ACFT00407,2025-01-28,B-Check,305724.0,2026-03-03
AMH000510,ACFT00549,2025-01-03,C-Check,399990.6,2026-09-13
AMH000511,ACFT00501,2021-11-25,B-Check,119496.63,2022-06-19
AMH000512,ACFT00413,2024-10-23,Unscheduled Repair,282306.98,2025-02-11
AMH000513,ACFT00534,2024-01-24,B-Check,175193.47,2025-05-09
AMH000514,ACFT00351,2018-03-20,A-Check,293108.24,2019-12-25
AMH000515,ACFT00176,2021-07-04,A-Check,281524.82,2022-07-15
AMH000516,ACFT00098,2022-02-25,B-Check,424590.64,2022-12-12
AMH000517,ACFT00293,2020-01-07,Unscheduled Repair,80266.0,2020-09-06
AMH000518,ACFT00484,2020-09-29,B-Check,398487.13,2022-02-14
AMH000519,ACFT00336,2023-03-13,A-Check,17725.93,2024-10-31
AMH000520,ACFT00419,2025-09-23,A-Check,237331.13,2026-12-10
AMH000521,ACFT00341,2020-01-12,C-Check,366870.63,2020-11-09
AMH000522,ACFT00240,2019-05-12,B-Check,497429.94,2020-12-29
AMH000523,ACFT00305,2021-10-20,C-Check,101708.94,2022-04-12
AMH000524,ACFT00440,2024-06-25,A-Check,5717.17,2024-12-07
AMH000525,ACFT00498,2025-02-23,A-Check,168028.36,2026-09-23
AMH000526,ACFT00538,2021-11-25,D-Check,91911.43,2022-03-31
AMH000527,ACFT00006,2022-03-31,A-Check,431257.39,2023-11-21
AMH000528,ACFT00046,2024-01-23,C-Check,451227.69,2025-04-24
AMH000529,ACFT00250,2024-07-28,A-Check,207945.6,2025-08-19
AMH000530,ACFT00046,2018-02-08,A-Check,2256.97,2020-01-11
AMH000531,ACFT00201,2025-04-27,C-Check,253741.49,2025-11-19
AMH000532,ACFT00131,2019-09-19,A-Check,309864.78,2020-04-03
AMH000533,ACFT00553,2021-08-01,B-Check,330960.6,2022-12-15
AMH000534,ACFT00078,2021-02-24,Unscheduled Repair,404929.96,2022-07-27
AMH000535,ACFT00179,2025-11-08,C-Check,436460.76,2026-07-27
AMH000536,ACFT00048,2024-07-20,B-Check,353642.66,2024-11-01
AMH000537,ACFT00419,2024-01-21,A-Check,376158.16,2024-11-05
AMH000538,ACFT00231,2019-04-09,A-Check,191438.89,2020-06-07
AMH000539,ACFT00364,2025-10-01,A-Check,93319.77,2027-03-31
AMH000540,ACFT00163,2019-11-20,Unscheduled Repair,78780.03,2020-10-09
AMH000541,ACFT00282,2023-02-25,A-Check,162290.88,2024-02-26
AMH000542,ACFT00493,2019-03-25,A-Check,225681.93,2020-02-20
AMH000543,ACFT00366,2026-03-27,A-Check,219239.21,2028-03-06
AMH000544,ACFT00431,2020-07-07,D-Check,243778.23,2022-01-10
AMH000545,ACFT00129,2020-02-21,A-Check,404981.37,2022-02-02
AMH000546,ACFT00532,2021-12-18,A-Check,407505.6,2023-08-07
AMH000547,ACFT00001,2019-10-12,B-Check,273598.29,2021-03-19
AMH000548,ACFT00179,2024-10-30,B-Check,457891.7,2025-06-14
AMH000549,ACFT00451,2018-04-19,A-Check,468732.84,2018-08-11
AMH000550,ACFT00423,2024-05-21,A-Check,36842.29,2024-10-30
AMH000551,ACFT00596,2021-02-19,A-Check,290475.97,2022-05-22
AMH000552,ACFT00139,2025-11-06,B-Check,17887.38,2027-11-02
AMH000553,ACFT00250,2021-08-12,B-Check,398815.64,2022-07-01
AMH000554,ACFT00281,2023-08-27,A-Check,81206.77,2024-01-14
AMH000555,ACFT00194,2021-10-07,A-Check,267851.86,2023-06-21
AMH000556,ACFT00291,2018-03-28,B-Check,454279.54,2019-03-19
AMH000557,ACFT00126,2022-09-27,A-Check,92040.29,2024-05-05
AMH000558,ACFT00420,2024-04-01,A-Check,469914.96,2025-10-06
AMH000559,ACFT00435,2018-08-24,C-Check,365672.67,2020-01-07
AMH000560,ACFT00460,2020-07-08,B-Check,346761.4,2021-09-06
AMH000561,ACFT00391,2023-01-14,C-Check,471342.43,2023-07-12
AMH000562,ACFT00434,2021-12-22,C-Check,272417.05,2023-01-19
AMH000563,ACFT00254,2024-07-14,A-Check,452652.5,2026-05-12
AMH000564,ACFT00042,2022-05-19,A-Check,141340.75,2023-06-13
AMH000565,ACFT00552,2026-06-17,C-Check,243727.61,2028-03-04
AMH000566,ACFT00470,2025-05-30,A-Check,269950.09,2026-11-09
AMH000567,ACFT00551,2022-09-27,D-Check,240453.22,2024-04-07
AMH000568,ACFT00044,2023-12-24,B-Check,451008.92,2025-08-05
AMH000569,ACFT00263,2018-05-20,Unscheduled Repair,498273.17,2019-07-21
AMH000570,ACFT00381,2018-04-10,Unscheduled Repair,399617.18,2019-03-26
AMH000571,ACFT00003,2024-09-17,A-Check,450651.77,2025-08-07
AMH000572,ACFT00477,2024-11-24,A-Check,214492.73,2026-11-15
AMH000573,ACFT00071,2026-05-17,C-Check,7335.98,2027-09-28
AMH000574,ACFT00208,2022-07-31,D-Check,242694.65,2024-04-03
AMH000575,ACFT00066,2018-08-09,C-Check,350991.41,2019-04-01
AMH000576,ACFT00031,2025-01-06,C-Check,153666.92,2026-06-16
AMH000577,ACFT00331,2018-05-31,C-Check,273612.43,2019-01-14
AMH000578,ACFT00441,2021-06-06,D-Check,131813.75,2022-05-19
AMH000579,ACFT00156,2026-06-23,Unscheduled Repair,456628.25,2026-12-10
AMH000580,ACFT00106,2021-08-14,A-Check,463859.22,2021-12-19
AMH000581,ACFT00440,2023-04-20,B-Check,386733.73,2025-01-07
AMH000582,ACFT00593,2023-09-21,Unscheduled Repair,61833.18,2025-03-14
AMH000583,ACFT00502,2025-11-07,C-Check,498572.24,2026-07-23
AMH000584,ACFT00595,2025-12-30,A-Check,110226.97,2027-08-22
AMH000585,ACFT00152,2022-09-01,A-Check,96030.97,2023-05-02
AMH000586,ACFT00015,2024-09-22,B-Check,308711.7,2026-08-03
AMH000587,ACFT00258,2025-01-21,A-Check,246811.17,2026-06-26
AMH000588,ACFT00012,2018-09-07,A-Check,399042.78,2020-02-08
AMH000589,ACFT00357,2021-01-26,B-Check,33201.78,2022-06-25
AMH000590,ACFT00504,2021-08-01,A-Check,30532.03,2022-06-27
AMH000591,ACFT00369,2019-06-12,A-Check,315639.66,2020-05-20
AMH000592,ACFT00447,2023-03-03,B-Check,211695.32,2024-06-03
AMH000593,ACFT00046,2022-09-25,Unscheduled Repair,122704.46,2023-03-07
AMH000594,ACFT00002,2020-09-18,D-Check,26639.74,2021-03-31
AMH000595,ACFT00484,2019-07-19,B-Check,470463.28,2020-10-15
AMH000596,ACFT00147,2021-10-03,C-Check,59353.34,2023-08-18
AMH000597,ACFT00494,2025-03-03,C-Check,191277.23,2026-10-04
AMH000598,ACFT00475,2023-10-09,B-Check,450638.51,2024-04-07
AMH000599,ACFT00261,2022-12-30,B-Check,129356.61,2024-10-03
AMH000600,ACFT00374,2022-12-13,Unscheduled Repair,407895.63,2023-11-12
AMH000601,ACFT00549,2025-05-12,C-Check,359687.93,2027-02-02
AMH000602,ACFT00452,2024-12-23,A-Check,443286.05,2025-10-13
AMH000603,ACFT00330,2021-12-28,B-Check,22389.79,2022-12-23
AMH000604,ACFT00577,2025-07-04,D-Check,491482.63,2026-10-10
AMH000605,ACFT00067,2021-07-06,B-Check,374266.39,2022-03-01
AMH000606,ACFT00116,2022-05-03,C-Check,199546.88,2024-04-08
AMH000607,ACFT00477,2019-02-11,C-Check,21012.16,2020-08-13
AMH000608,ACFT00583,2019-10-02,A-Check,165715.63,2020-07-19
AMH000609,ACFT00465,2026-05-17,C-Check,411511.93,2026-08-22
AMH000610,ACFT00017,2022-05-25,A-Check,429573.76,2023-09-29
AMH000611,ACFT00133,2023-04-15,A-Check,310809.33,2025-01-10
AMH000612,ACFT00192,2020-02-26,A-Check,304391.82,2020-11-20
AMH000613,ACFT00021,2021-06-14,B-Check,490832.22,2022-02-11
AMH000614,ACFT00454,2022-06-03,A-Check,53410.64,2024-03-30
AMH000615,ACFT00283,2023-12-06,A-Check,315285.66,2025-11-07
AMH000616,ACFT00128,2022-11-09,C-Check,83007.66,2024-01-22
AMH000617,ACFT00035,2024-09-30,C-Check,192853.67,2025-07-17
AMH000618,ACFT00280,2026-05-22,A-Check,437344.49,2027-08-12
AMH000619,ACFT00002,2022-06-03,Unscheduled Repair,426434.06,2024-05-20
AMH000620,ACFT00193,2020-09-29,B-Check,426330.66,2022-04-25
AMH000621,ACFT00203,2026-02-28,C-Check,148643.77,2027-02-15
AMH000622,ACFT00184,2021-07-15,A-Check,329796.2,2022-04-15
AMH000623,ACFT00209,2020-01-16,A-Check,52717.57,2021-05-05
AMH000624,ACFT00146,2018-05-30,B-Check,452171.44,2020-05-20
AMH000625,ACFT00373,2024-07-02,A-Check,323156.05,2025-07-20
AMH000626,ACFT00259,2019-06-26,A-Check,495583.54,2019-10-26
AMH000627,ACFT00156,2024-10-17,B-Check,34629.67,2026-06-18
AMH000628,ACFT00417,2024-03-28,Unscheduled Repair,294391.87,2025-03-23
AMH000629,ACFT00254,2023-08-27,A-Check,132868.51,2024-02-24
AMH000630,ACFT00436,2024-01-13,A-Check,358561.37,2024-10-25
AMH000631,ACFT00573,2021-05-06,Unscheduled Repair,112369.53,2022-05-01
AMH000632,ACFT00056,2022-03-01,B-Check,264130.81,2023-03-17
AMH000633,ACFT00283,2021-05-06,A-Check,293324.9,2023-04-28
AMH000634,ACFT00348,2025-12-11,C-Check,411882.6,2026-03-19
AMH000635,ACFT00427,2023-06-15,A-Check,491510.18,2023-10-10
AMH000636,ACFT00039,2023-10-07,B-Check,218400.64,2025-02-03
AMH000637,ACFT00159,2023-10-24,B-Check,156937.23,2025-02-20
AMH000638,ACFT00425,2023-03-28,A-Check,352042.16,2024-09-19
AMH000639,ACFT00345,2020-09-02,Unscheduled Repair,308251.36,2021-10-11
AMH000640,ACFT00287,2021-09-15,Unscheduled Repair,176562.14,2022-01-13
AMH000641,ACFT00442,2018-03-19,C-Check,249783.91,2019-10-20
AMH000642,ACFT00103,2021-10-16,A-Check,216275.52,2023-07-06
AMH000643,ACFT00533,2019-10-10,D-Check,24578.54,2021-01-21
AMH000644,ACFT00511,2026-03-21,C-Check,188518.08,2026-10-04
AMH000645,ACFT00163,2024-06-15,C-Check,145837.71,2026-01-25
AMH000646,ACFT00095,2024-04-18,B-Check,16694.77,2025-01-18
AMH000647,ACFT00040,2019-01-07,A-Check,107433.78,2019-07-08
AMH000648,ACFT00126,2023-05-09,A-Check,62325.84,2025-05-05
AMH000649,ACFT00190,2025-09-26,B-Check,108077.54,2027-08-09
AMH000650,ACFT00303,2025-10-14,A-Check,66960.12,2026-05-28
AMH000651,ACFT00270,2022-03-03,B-Check,137869.77,2022-07-25
AMH000652,ACFT00163,2023-01-09,B-Check,353679.8,2024-11-19
AMH000653,ACFT00076,2020-08-11,B-Check,151237.74,2022-03-14
AMH000654,ACFT00528,2018-06-17,A-Check,426850.71,2019-12-17
AMH000655,ACFT00530,2019-07-16,Unscheduled Repair,460519.34,2021-02-10
AMH000656,ACFT00422,2021-07-24,A-Check,43879.61,2022-01-14
AMH000657,ACFT00035,2024-10-20,B-Check,229496.68,2025-12-04
AMH000658,ACFT00476,2025-10-14,A-Check,376889.91,2027-05-08
AMH000659,ACFT00426,2024-12-11,A-Check,322526.73,2026-01-28
AMH000660,ACFT00058,2026-05-11,B-Check,310297.16,2027-11-01
AMH000661,ACFT00265,2018-05-09,B-Check,423832.06,2019-07-25
AMH000662,ACFT00333,2018-03-20,A-Check,108371.28,2019-02-07
AMH000663,ACFT00181,2023-01-28,Unscheduled Repair,134210.11,2023-12-21
AMH000664,ACFT00184,2025-01-11,C-Check,314534.63,2026-09-05
AMH000665,ACFT00421,2021-09-20,A-Check,445869.67,2022-07-20
AMH000666,ACFT00039,2024-11-10,B-Check,180318.61,2026-04-11
AMH000667,ACFT00298,2025-05-06,A-Check,386537.19,2026-02-26
AMH000668,ACFT00579,2019-07-13,B-Check,270491.91,2019-12-03
AMH000669,ACFT00492,2023-10-06,A-Check,388878.76,2024-12-20
AMH000670,ACFT00443,2026-07-22,B-Check,52471.74,2027-01-07
AMH000671,ACFT00127,2022-03-18,B-Check,427022.52,2023-11-26
AMH000672,ACFT00441,2020-06-17,D-Check,404654.91,2021-11-27
AMH000673,ACFT00594,2024-02-14,C-Check,321942.0,2025-01-30
AMH000674,ACFT00009,2020-05-27,Unscheduled Repair,273966.67,2020-10-04
AMH000675,ACFT00164,2021-08-18,B-Check,23917.33,2022-03-06
AMH000676,ACFT00519,2024-06-15,A-Check,38242.68,2026-01-09
AMH000677,ACFT00334,2022-03-16,A-Check,239032.21,2022-09-22
AMH000678,ACFT00088,2025-04-09,B-Check,229710.34,2026-09-10
AMH000679,ACFT00500,2022-10-01,A-Check,469978.88,2024-03-31
AMH000680,ACFT00214,2023-07-13,B-Check,81543.0,2025-01-30
AMH000681,ACFT00417,2026-02-22,Unscheduled Repair,253228.1,2026-05-28
AMH000682,ACFT00228,2019-06-27,B-Check,214716.4,2020-02-15
AMH000683,ACFT00069,2022-10-24,B-Check,281919.2,2024-06-11
AMH000684,ACFT00148,2024-09-25,C-Check,85989.41,2025-02-14
AMH000685,ACFT00535,2025-09-03,A-Check,216883.5,2026-01-15
AMH000686,ACFT00233,2019-09-28,C-Check,9570.59,2021-01-08
AMH000687,ACFT00306,2019-03-05,A-Check,361319.72,2019-06-10
AMH000688,ACFT00409,2023-12-23,C-Check,158830.51,2025-11-04
AMH000689,ACFT00534,2020-10-23,A-Check,406441.31,2022-03-31
AMH000690,ACFT00476,2022-08-26,C-Check,309968.67,2024-05-08
AMH000691,ACFT00016,2019-11-19,A-Check,27185.55,2020-09-13
AMH000692,ACFT00593,2023-08-01,B-Check,440068.12,2024-01-31
AMH000693,ACFT00118,2021-11-03,Unscheduled Repair,247894.52,2023-10-10
AMH000694,ACFT00581,2024-05-21,D-Check,14375.89,2025-05-25
AMH000695,ACFT00109,2023-11-12,A-Check,205190.25,2024-02-17
AMH000696,ACFT00552,2020-12-07,C-Check,150104.44,2022-12-03
AMH000697,ACFT00148,2022-12-03,A-Check,365202.82,2023-09-01
AMH000698,ACFT00273,2022-11-17,D-Check,27162.33,2024-10-04
AMH000699,ACFT00443,2022-04-07,A-Check,21397.71,2023-02-03
AMH000700,ACFT00033,2019-08-27,C-Check,330732.77,2021-04-06
AMH000701,ACFT00189,2022-09-14,B-Check,218786.05,2023-07-19
AMH000702,ACFT00450,2024-03-14,B-Check,470567.3,2026-02-03
AMH000703,ACFT00308,2019-12-31,A-Check,472630.55,2020-04-15
AMH000704,ACFT00415,2025-09-02,A-Check,329689.47,2027-01-31
AMH000705,ACFT00038,2023-05-13,Unscheduled Repair,384366.77,2024-08-12
AMH000706,ACFT00483,2020-01-29,A-Check,265440.75,2020-09-30
AMH000707,ACFT00589,2025-05-14,A-Check,344674.59,2027-02-08
AMH000708,ACFT00133,2026-03-29,A-Check,475499.93,2027-01-31
AMH000709,ACFT00477,2025-09-14,A-Check,29166.62,2027-01-27
AMH000710,ACFT00329,2024-12-14,A-Check,247880.95,2025-09-06
AMH000711,ACFT00596,2025-10-21,A-Check,468604.74,2027-01-03
AMH000712,ACFT00283,2024-10-23,B-Check,383654.17,2026-08-16
AMH000713,ACFT00261,2018-09-09,A-Check,407305.4,2019-09-20
AMH000714,ACFT00483,2025-01-20,C-Check,423973.91,2026-05-24
AMH000715,ACFT00016,2025-11-18,A-Check,473359.61,2027-02-04
AMH000716,ACFT00320,2018-04-06,B-Check,181982.73,2019-05-13
AMH000717,ACFT00478,2021-02-08,B-Check,6627.82,2021-07-05
AMH000718,ACFT00579,2019-07-14,B-Check,348728.96,2020-07-15
AMH000719,ACFT00499,2018-09-21,A-Check,274903.66,2020-06-10
AMH000720,ACFT00025,2018-07-21,Unscheduled Repair,37974.67,2018-11-28
AMH000721,ACFT00559,2025-07-31,C-Check,365172.68,2026-02-14
AMH000722,ACFT00512,2019-01-01,B-Check,364392.9,2019-07-05
AMH000723,ACFT00482,2024-12-30,A-Check,494013.43,2026-10-07
AMH000724,ACFT00321,2021-05-25,B-Check,282564.38,2021-09-28
AMH000725,ACFT00413,2021-03-29,A-Check,232659.31,2022-05-29
AMH000726,ACFT00600,2025-04-01,C-Check,323652.99,2025-10-04
AMH000727,ACFT00596,2019-12-17,B-Check,495686.93,2021-05-11
AMH000728,ACFT00361,2024-10-16,C-Check,127712.56,2025-01-24
AMH000729,ACFT00545,2021-08-14,B-Check,436800.15,2022-10-28
AMH000730,ACFT00348,2025-08-06,A-Check,183624.5,2026-02-03
AMH000731,ACFT00276,2026-04-03,B-Check,408711.0,2026-12-21
AMH000732,ACFT00021,2022-04-11,B-Check,283900.89,2024-01-15
AMH000733,ACFT00492,2026-08-03,A-Check,164158.55,2027-12-10
AMH000734,ACFT00558,2025-11-14,A-Check,45274.45,2027-04-18
AMH000735,ACFT00037,2024-02-17,A-Check,98553.18,2024-05-22
AMH000736,ACFT00502,2023-05-11,Unscheduled Repair,148689.31,2024-01-20
AMH000737,ACFT00361,2020-03-27,Unscheduled Repair,454388.62,2021-02-16
AMH000738,ACFT00026,2018-07-22,C-Check,120334.37,2020-07-17
AMH000739,ACFT00260,2021-02-27,C-Check,474222.87,2023-01-09
AMH000740,ACFT00275,2025-07-18,C-Check,358038.05,2026-09-20
