assignment_id,flight_id,crew_id,role_on_flight
CA00000553,FLT0000139,CRW001158,Captain
CA00000554,FLT0000139,CRW002064,First Officer
CA00000555,FLT0000139,CRW001517,Flight Attendant
CA00000556,FLT0000139,CRW001626,Flight Attendant
CA00000557,FLT0000140,CRW000919,Captain
CA00000558,FLT0000140,CRW002155,First Officer
CA00000559,FLT0000140,CRW001652,Flight Attendant
CA00000560,FLT0000140,CRW000683,Flight Attendant
CA00000561,FLT0000141,CRW000949,Captain
CA00000562,FLT0000141,CRW000765,First Officer
CA00000563,FLT0000141,CRW001208,Flight Attendant
CA00000564,FLT0000141,CRW001998,Flight Attendant
CA00000565,FLT0000142,CRW001140,Captain
CA00000566,FLT0000142,CRW002483,First Officer
CA00000567,FLT0000142,CRW001322,Flight Attendant
CA00000568,FLT0000142,CRW000523,Flight Attendant
CA00000569,FLT0000143,CRW000517,Captain
CA00000570,FLT0000143,CRW001552,First Officer
CA00000571,FLT0000143,CRW000554,Flight Attendant
CA00000572,FLT0000143,CRW000641,Flight Attendant
CA00000573,FLT0000144,CRW001960,Captain
CA00000574,FLT0000144,CRW001063,First Officer
CA00000575,FLT0000144,CRW000252,Flight Attendant
CA00000576,FLT0000144,CRW000076,Flight Attendant
CA00000577,FLT0000145,CRW002217,Captain
CA00000578,FLT0000145,CRW001942,First Officer
CA00000579,FLT0000145,CRW000584,Flight Attendant
CA00000580,FLT0000145,CRW000307,Flight Attendant
CA00000581,FLT0000146,CRW001794,Captain
CA00000582,FLT0000146,CRW001763,First Officer
CA00000583,FLT0000146,CRW002145,Flight Attendant
CA00000584,FLT0000146,CRW000668,Flight Attendant
CA00000585,FLT0000147,CRW001734,Captain
CA00000586,FLT0000147,CRW001212,First Officer
CA00000587,FLT0000147,CRW001394,Flight Attendant
CA00000588,FLT0000147,CRW001000,Flight Attendant
CA00000589,FLT0000148,CRW001654,Captain
CA00000590,FLT0000148,CRW002403,First Officer
CA00000591,FLT0000148,CRW001577,Flight Attendant
CA00000592,FLT0000148,CRW000405,Flight Attendant
CA00000593,FLT0000149,CRW001703,Captain
CA00000594,FLT0000149,CRW001624,First Officer
CA00000595,FLT0000149,CRW002429,Flight Attendant
CA00000596,FLT0000149,CRW000758,Flight Attendant
CA00000597,FLT0000150,CRW000187,Captain
CA00000598,FLT0000150,CRW000385,First Officer
CA00000599,FLT0000150,CRW001846,Flight Attendant
CA00000600,FLT0000150,CRW000339,Flight Attendant
CA00000601,FLT0000151,CRW000715,Captain
CA00000602,FLT0000151,CRW001415,First Officer
CA00000603,FLT0000151,CRW000746,Flight Attendant
CA00000604,FLT0000151,CRW000375,Flight Attendant
CA00000605,FLT0000152,CRW000852,Captain
CA00000606,FLT0000152,CRW000674,First Officer
CA00000607,FLT0000152,CRW000617,Flight Attendant
CA00000608,FLT0000152,CRW001032,Flight Attendant
CA00000609,FLT0000153,CRW000442,Captain
CA00000610,FLT0000153,CRW001014,First Officer
CA00000611,FLT0000153,CRW001312,Flight Attendant
CA00000612,FLT0000153,CRW000165,Flight Attendant
CA00000613,FLT0000154,CRW000448,Captain
CA00000614,FLT0000154,CRW000048,First Officer
CA00000615,FLT0000154,CRW000394,Flight Attendant
CA00000616,FLT0000154,CRW002275,Flight Attendant
CA00000617,FLT0000155,CRW001643,Captain
CA00000618,FLT0000155,CRW000779,First Officer
CA00000619,FLT0000155,CRW000245,Flight Attendant
CA00000620,FLT0000155,CRW002225,Flight Attendant
CA00000621,FLT0000156,CRW000106,Captain
CA00000622,FLT0000156,CRW001780,First Officer
CA00000623,FLT0000156,CRW000098,Flight Attendant
CA00000624,FLT0000156,CRW000398,Flight Attendant
CA00000625,FLT0000157,CRW000996,Captain
CA00000626,FLT0000157,CRW001415,First Officer
CA00000627,FLT0000157,CRW002223,Flight Attendant
CA00000628,FLT0000157,CRW002181,Flight Attendant
CA00000629,FLT0000158,CRW001442,Captain
CA00000630,FLT0000158,CRW000399,First Officer
CA00000631,FLT0000158,CRW001984,Flight Attendant
CA00000632,FLT0000158,CRW000987,Flight Attendant
CA00000633,FLT0000159,CRW000113,Captain
CA00000634,FLT0000159,CRW001548,First Officer
CA00000635,FLT0000159,CRW000834,Flight Attendant
CA00000636,FLT0000159,CRW001563,Flight Attendant
CA00000637,FLT0000160,CRW000486,Captain
CA00000638,FLT0000160,CRW000325,First Officer
CA00000639,FLT0000160,CRW000165,Flight Attendant
CA00000640,FLT0000160,CRW000074,Flight Attendant
CA00000641,FLT0000161,CRW000211,Captain
CA00000642,FLT0000161,CRW000543,First Officer
CA00000643,FLT0000161,CRW002292,Flight Attendant
CA00000644,FLT0000161,CRW002102,Flight Attendant
CA00000645,FLT0000162,CRW001302,Captain
CA00000646,FLT0000162,CRW001431,First Officer
CA00000647,FLT0000162,CRW001024,Flight Attendant
CA00000648,FLT0000162,CRW000327,Flight Attendant
CA00000649,FLT0000163,CRW000690,Captain
CA00000650,FLT0000163,CRW001344,First Officer
CA00000651,FLT0000163,CRW001669,Flight Attendant
CA00000652,FLT0000163,CRW001803,Flight Attendant
CA00000653,FLT0000164,CRW000181,Captain
CA00000654,FLT0000164,CRW000788,First Officer
CA00000655,FLT0000164,CRW002304,Flight Attendant
CA00000656,FLT0000164,CRW000273,Flight Attendant
CA00000657,FLT0000165,CRW000081,Captain
CA00000658,FLT0000165,CRW001023,First Officer
CA00000659,FLT0000165,CRW002241,Flight Attendant
CA00000660,FLT0000165,CRW001396,Flight Attendant
CA00000661,FLT0000166,CRW002091,Captain
CA00000662,FLT0000166,CRW000420,First Officer
CA00000663,FLT0000166,CRW000862,Flight Attendant
CA00000664,FLT0000166,CRW001900,Flight Attendant
CA00000665,FLT0000167,CRW002471,Captain
CA00000666,FLT0000167,CRW000948,First Officer
CA00000667,FLT0000167,CRW001647,Flight Attendant
CA00000668,FLT0000167,CRW000125,Flight Attendant
CA00000669,FLT0000168,CRW000009,Captain
CA00000670,FLT0000168,CRW001552,First Officer
CA00000671,FLT0000168,CRW000601,Flight Attendant
CA00000672,FLT0000168,CRW000192,Flight Attendant
CA00000673,FLT0000169,CRW001822,Captain
CA00000674,FLT0000169,CRW001023,First Officer
CA00000675,FLT0000169,CRW001700,Flight Attendant
CA00000676,FLT0000169,CRW002074,Flight Attendant
CA00000677,FLT0000170,CRW001140,Captain
CA00000678,FLT0000170,CRW000651,First Officer
CA00000679,FLT0000170,CRW002355,Flight Attendant
CA00000680,FLT0000170,CRW000697,Flight Attendant
CA00000681,FLT0000171,CRW000592,Captain
CA00000682,FLT0000171,CRW001508,First Officer
CA00000683,FLT0000171,CRW000523,Flight Attendant
CA00000684,FLT0000171,CRW001562,Flight Attendant
CA00000685,FLT0000172,CRW000852,Captain
CA00000686,FLT0000172,CRW002480,First Officer
CA00000687,FLT0000172,CRW001816,Flight Attendant
CA00000688,FLT0000172,CRW001688,Flight Attendant
CA00000689,FLT0000173,CRW001370,Captain
CA00000690,FLT0000173,CRW001857,First Officer
CA00000691,FLT0000173,CRW001225,Flight Attendant
CA00000692,FLT0000173,CRW000491,Flight Attendant
CA00000693,FLT0000174,CRW000382,Captain
CA00000694,FLT0000174,CRW001548,First Officer
CA00000695,FLT0000174,CRW000526,Flight Attendant
CA00000696,FLT0000174,CRW001149,Flight Attendant
CA00000697,FLT0000175,CRW002441,Captain
CA00000698,FLT0000175,CRW000784,First Officer
CA00000699,FLT0000175,CRW002258,Flight Attendant
CA00000700,FLT0000175,CRW002353,Flight Attendant
CA00000701,FLT0000176,CRW002460,Captain
CA00000702,FLT0000176,CRW001873,First Officer
CA00000703,FLT0000176,CRW000465,Flight Attendant
CA00000704,FLT0000176,CRW000662,Flight Attendant
CA00000705,FLT0000177,CRW000544,Captain
CA00000706,FLT0000177,CRW001857,First Officer
CA00000707,FLT0000177,CRW000667,Flight Attendant
CA00000708,FLT0000177,CRW002020,Flight Attendant
CA00000709,FLT0000178,CRW000852,Captain
CA00000710,FLT0000178,CRW002053,First Officer
CA00000711,FLT0000178,CRW001690,Flight Attendant
CA00000712,FLT0000178,CRW002189,Flight Attendant
CA00000713,FLT0000179,CRW000563,Captain
CA00000714,FLT0000179,CRW001873,First Officer
CA00000715,FLT0000179,CRW001648,Flight Attendant
CA00000716,FLT0000179,CRW002286,Flight Attendant
CA00000717,FLT0000180,CRW000187,Captain
CA00000718,FLT0000180,CRW000434,First Officer
CA00000719,FLT0000180,CRW002357,Flight Attendant
CA00000720,FLT0000180,CRW001648,Flight Attendant
CA00000721,FLT0000181,CRW001874,Captain
CA00000722,FLT0000181,CRW000399,First Officer
CA00000723,FLT0000181,CRW002274,Flight Attendant
CA00000724,FLT0000181,CRW001826,Flight Attendant
CA00000725,FLT0000182,CRW001868,Captain
CA00000726,FLT0000182,CRW000952,First Officer
CA00000727,FLT0000182,CRW000733,Flight Attendant
CA00000728,FLT0000182,CRW001578,Flight Attendant
CA00000729,FLT0000183,CRW000288,Captain
CA00000730,FLT0000183,CRW001529,First Officer
CA00000731,FLT0000183,CRW001318,Flight Attendant
CA00000732,FLT0000183,CRW000429,Flight Attendant
CA00000733,FLT0000184,CRW001925,Captain
CA00000734,FLT0000184,CRW001552,First Officer
CA00000735,FLT0000184,CRW001668,Flight Attendant
CA00000736,FLT0000184,CRW000346,Flight Attendant
CA00000737,FLT0000185,CRW000336,Captain
CA00000738,FLT0000185,CRW000759,First Officer
CA00000739,FLT0000185,CRW001571,Flight Attendant
CA00000740,FLT0000185,CRW001892,Flight Attendant
CA00000741,FLT0000186,CRW001106,Captain
CA00000742,FLT0000186,CRW000376,First Officer
CA00000743,FLT0000186,CRW000793,Flight Attendant
CA00000744,FLT0000186,CRW002417,Flight Attendant
CA00000745,FLT0000187,CRW002158,Captain
CA00000746,FLT0000187,CRW001265,First Officer
CA00000747,FLT0000187,CRW001098,Flight Attendant
CA00000748,FLT0000187,CRW000743,Flight Attendant
CA00000749,FLT0000188,CRW001007,Captain
CA00000750,FLT0000188,CRW001146,First Officer
CA00000751,FLT0000188,CRW001562,Flight Attendant
CA00000752,FLT0000188,CRW001396,Flight Attendant
CA00000753,FLT0000189,CRW000578,Captain
CA00000754,FLT0000189,CRW000804,First Officer
CA00000755,FLT0000189,CRW001987,Flight Attendant
CA00000756,FLT0000189,CRW002104,Flight Attendant
CA00000757,FLT0000190,CRW000715,Captain
CA00000758,FLT0000190,CRW000714,First Officer
CA00000759,FLT0000190,CRW001664,Flight Attendant
CA00000760,FLT0000190,CRW002081,Flight Attendant
CA00000761,FLT0000191,CRW000563,Captain
CA00000762,FLT0000191,CRW000162,First Officer
CA00000763,FLT0000191,CRW000142,Flight Attendant
CA00000764,FLT0000191,CRW002181,Flight Attendant
CA00000765,FLT0000192,CRW000782,Captain
CA00000766,FLT0000192,CRW002447,First Officer
CA00000767,FLT0000192,CRW002410,Flight Attendant
CA00000768,FLT0000192,CRW002181,Flight Attendant
CA00000769,FLT0000193,CRW001364,Captain
CA00000770,FLT0000193,CRW001167,First Officer
CA00000771,FLT0000193,CRW002486,Flight Attendant
CA00000772,FLT0000193,CRW002435,Flight Attendant
CA00000773,FLT0000194,CRW001401,Captain
CA00000774,FLT0000194,CRW002332,First Officer
CA00000775,FLT0000194,CRW001397,Flight Attendant
CA00000776,FLT0000194,CRW001374,Flight Attendant
CA00000777,FLT0000195,CRW000120,Captain
CA00000778,FLT0000195,CRW000376,First Officer
CA00000779,FLT0000195,CRW000893,Flight Attendant
CA00000780,FLT0000195,CRW000465,Flight Attendant
CA00000781,FLT0000196,CRW001430,Captain
CA00000782,FLT0000196,CRW000269,First Officer
CA00000783,FLT0000196,CRW001411,Flight Attendant
CA00000784,FLT0000196,CRW002127,Flight Attendant
CA00000785,FLT0000197,CRW001686,Captain
CA00000786,FLT0000197,CRW001730,First Officer
CA00000787,FLT0000197,CRW002234,Flight Attendant
CA00000788,FLT0000197,CRW001337,Flight Attendant
CA00000789,FLT0000198,CRW001506,Captain
CA00000790,FLT0000198,CRW001060,First Officer
CA00000791,FLT0000198,CRW000975,Flight Attendant
CA00000792,FLT0000198,CRW000548,Flight Attendant
CA00000793,FLT0000199,CRW001747,Captain
CA00000794,FLT0000199,CRW000328,First Officer
CA00000795,FLT0000199,CRW000979,Flight Attendant
CA00000796,FLT0000199,CRW002350,Flight Attendant
CA00000797,FLT0000200,CRW001583,Captain
CA00000798,FLT0000200,CRW002169,First Officer
CA00000799,FLT0000200,CRW001697,Flight Attendant
CA00000800,FLT0000200,CRW001398,Flight Attendant
CA00000801,FLT0000201,CRW000146,Captain
CA00000802,FLT0000201,CRW001730,First Officer
CA00000803,FLT0000201,CRW002018,Flight Attendant
CA00000804,FLT0000201,CRW000897,Flight Attendant
CA00000805,FLT0000202,CRW001393,Captain
CA00000806,FLT0000202,CRW001186,First Officer
CA00000807,FLT0000202,CRW000070,Flight Attendant
CA00000808,FLT0000202,CRW000246,Flight Attendant
CA00000809,FLT0000203,CRW001217,Captain
CA00000810,FLT0000203,CRW000695,First Officer
CA00000811,FLT0000203,CRW000238,Flight Attendant
CA00000812,FLT0000203,CRW001589,Flight Attendant
CA00000813,FLT0000204,CRW001844,Captain
CA00000814,FLT0000204,CRW001294,First Officer
CA00000815,FLT0000204,CRW000028,Flight Attendant
CA00000816,FLT0000204,CRW000781,Flight Attendant
CA00000817,FLT0000205,CRW002022,Captain
CA00000818,FLT0000205,CRW001531,First Officer
CA00000819,FLT0000205,CRW000280,Flight Attendant
CA00000820,FLT0000205,CRW002363,Flight Attendant
CA00000821,FLT0000206,CRW002070,Captain
CA00000822,FLT0000206,CRW001532,First Officer
CA00000823,FLT0000206,CRW002429,Flight Attendant
CA00000824,FLT0000206,CRW000622,Flight Attendant
CA00000825,FLT0000207,CRW000113,Captain
CA00000826,FLT0000207,CRW002478,First Officer
CA00000827,FLT0000207,CRW000429,Flight Attendant
CA00000828,FLT0000207,CRW001520,Flight Attendant
CA00000829,FLT0000208,CRW000120,Captain
CA00000830,FLT0000208,CRW001861,First Officer
CA00000831,FLT0000208,CRW002314,Flight Attendant
CA00000832,FLT0000208,CRW000178,Flight Attendant
CA00000833,FLT0000209,CRW000102,Captain
CA00000834,FLT0000209,CRW001861,First Officer
CA00000835,FLT0000209,CRW001737,Flight Attendant
CA00000836,FLT0000209,CRW000909,Flight Attendant
CA00000837,FLT0000210,CRW000175,Captain
CA00000838,FLT0000210,CRW002483,First Officer
CA00000839,FLT0000210,CRW000010,Flight Attendant
CA00000840,FLT0000210,CRW002118,Flight Attendant
CA00000841,FLT0000211,CRW000249,Captain
CA00000842,FLT0000211,CRW000434,First Officer
CA00000843,FLT0000211,CRW000795,Flight Attendant
CA00000844,FLT0000211,CRW000225,Flight Attendant
CA00000845,FLT0000212,CRW000486,Captain
CA00000846,FLT0000212,CRW000840,First Officer
CA00000847,FLT0000212,CRW000524,Flight Attendant
CA00000848,FLT0000212,CRW001816,Flight Attendant
CA00000849,FLT0000213,CRW000705,Captain
CA00000850,FLT0000213,CRW001437,First Officer
CA00000851,FLT0000213,CRW000781,Flight Attendant
CA00000852,FLT0000213,CRW002410,Flight Attendant
CA00000853,FLT0000214,CRW001822,Captain
CA00000854,FLT0000214,CRW001437,First Officer
CA00000855,FLT0000214,CRW001291,Flight Attendant
CA00000856,FLT0000214,CRW000527,Flight Attendant
CA00000857,FLT0000215,CRW000065,Captain
CA00000858,FLT0000215,CRW000048,First Officer
CA00000859,FLT0000215,CRW001983,Flight Attendant
CA00000860,FLT0000215,CRW000680,Flight Attendant
CA00000861,FLT0000216,CRW001844,Captain
CA00000862,FLT0000216,CRW001063,First Officer
CA00000863,FLT0000216,CRW000320,Flight Attendant
CA00000864,FLT0000216,CRW002173,Flight Attendant
CA00000865,FLT0000217,CRW000968,Captain
CA00000866,FLT0000217,CRW000492,First Officer
CA00000867,FLT0000217,CRW002260,Flight Attendant
CA00000868,FLT0000217,CRW002033,Flight Attendant
CA00000869,FLT0000218,CRW000463,Captain
CA00000870,FLT0000218,CRW002443,First Officer
CA00000871,FLT0000218,CRW000982,Flight Attendant
CA00000872,FLT0000218,CRW001705,Flight Attendant
CA00000873,FLT0000219,CRW001734,Captain
CA00000874,FLT0000219,CRW001530,First Officer
CA00000875,FLT0000219,CRW000761,Flight Attendant
CA00000876,FLT0000219,CRW001051,Flight Attendant
CA00000877,FLT0000220,CRW000996,Captain
CA00000878,FLT0000220,CRW001167,First Officer
CA00000879,FLT0000220,CRW001394,Flight Attendant
CA00000880,FLT0000220,CRW002331,Flight Attendant
CA00000881,FLT0000221,CRW001778,Captain
CA00000882,FLT0000221,CRW001624,First Officer
CA00000883,FLT0000221,CRW001432,Flight Attendant
CA00000884,FLT0000221,CRW000263,Flight Attendant
CA00000885,FLT0000222,CRW001658,Captain
CA00000886,FLT0000222,CRW000804,First Officer
CA00000887,FLT0000222,CRW002274,Flight Attendant
CA00000888,FLT0000222,CRW002294,Flight Attendant
CA00000889,FLT0000223,CRW001783,Captain
CA00000890,FLT0000223,CRW001895,First Officer
CA00000891,FLT0000223,CRW000905,Flight Attendant
CA00000892,FLT0000223,CRW002418,Flight Attendant
CA00000893,FLT0000224,CRW000699,Captain
CA00000894,FLT0000224,CRW002478,First Officer
CA00000895,FLT0000224,CRW000076,Flight Attendant
CA00000896,FLT0000224,CRW002082,Flight Attendant
CA00000897,FLT0000225,CRW000019,Captain
CA00000898,FLT0000225,CRW000173,First Officer
CA00000899,FLT0000225,CRW002201,Flight Attendant
CA00000900,FLT0000225,CRW001390,Flight Attendant
CA00000901,FLT0000226,CRW000882,Captain
CA00000902,FLT0000226,CRW000759,First Officer
CA00000903,FLT0000226,CRW000226,Flight Attendant
CA00000904,FLT0000226,CRW001132,Flight Attendant
CA00000905,FLT0000227,CRW000705,Captain
CA00000906,FLT0000227,CRW002053,First Officer
CA00000907,FLT0000227,CRW001977,Flight Attendant
CA00000908,FLT0000227,CRW000939,Flight Attendant
CA00000909,FLT0000228,CRW001868,Captain
CA00000910,FLT0000228,CRW000258,First Officer
CA00000911,FLT0000228,CRW001262,Flight Attendant
CA00000912,FLT0000228,CRW002356,Flight Attendant
CA00000913,FLT0000229,CRW000474,Captain
CA00000914,FLT0000229,CRW000241,First Officer
CA00000915,FLT0000229,CRW001901,Flight Attendant
CA00000916,FLT0000229,CRW002033,Flight Attendant
CA00000917,FLT0000230,CRW000301,Captain
CA00000918,FLT0000230,CRW001720,First Officer
CA00000919,FLT0000230,CRW000123,Flight Attendant
CA00000920,FLT0000230,CRW001222,Flight Attendant
CA00000921,FLT0000231,CRW001001,Captain
CA00000922,FLT0000231,CRW001808,First Officer
CA00000923,FLT0000231,CRW001121,Flight Attendant
CA00000924,FLT0000231,CRW000066,Flight Attendant
CA00000925,FLT0000232,CRW002168,Captain
CA00000926,FLT0000232,CRW001873,First Officer
CA00000927,FLT0000232,CRW001033,Flight Attendant
CA00000928,FLT0000232,CRW002226,Flight Attendant
CA00000929,FLT0000233,CRW001430,Captain
CA00000930,FLT0000233,CRW001709,First Officer
CA00000931,FLT0000233,CRW001165,Flight Attendant
CA00000932,FLT0000233,CRW001915,Flight Attendant
CA00000933,FLT0000234,CRW002441,Captain
CA00000934,FLT0000234,CRW000075,First Officer
CA00000935,FLT0000234,CRW001550,Flight Attendant
CA00000936,FLT0000234,CRW001717,Flight Attendant
CA00000937,FLT0000235,CRW001654,Captain
CA00000938,FLT0000235,CRW001877,First Officer
CA00000939,FLT0000235,CRW002092,Flight Attendant
CA00000940,FLT0000235,CRW000706,Flight Attendant
CA00000941,FLT0000236,CRW000755,Captain
CA00000942,FLT0000236,CRW002075,First Officer
CA00000943,FLT0000236,CRW000859,Flight Attendant
CA00000944,FLT0000236,CRW000204,Flight Attendant
CA00000945,FLT0000237,CRW000563,Captain
CA00000946,FLT0000237,CRW002026,First Officer
CA00000947,FLT0000237,CRW000897,Flight Attendant
CA00000948,FLT0000237,CRW001993,Flight Attendant
CA00000949,FLT0000238,CRW000817,Captain
CA00000950,FLT0000238,CRW002388,First Officer
CA00000951,FLT0000238,CRW000490,Flight Attendant
CA00000952,FLT0000238,CRW000870,Flight Attendant
CA00000953,FLT0000239,CRW001053,Captain
CA00000954,FLT0000239,CRW001532,First Officer
CA00000955,FLT0000239,CRW001337,Flight Attendant
CA00000956,FLT0000239,CRW002129,Flight Attendant
CA00000957,FLT0000240,CRW001678,Captain
CA00000958,FLT0000240,CRW002026,First Officer
CA00000959,FLT0000240,CRW001424,Flight Attendant
CA00000960,FLT0000240,CRW000058,Flight Attendant
CA00000961,FLT0000241,CRW001214,Captain
CA00000962,FLT0000241,CRW001673,First Officer
CA00000963,FLT0000241,CRW000795,Flight Attendant
CA00000964,FLT0000241,CRW002491,Flight Attendant
CA00000965,FLT0000242,CRW000294,Captain
CA00000966,FLT0000242,CRW000362,First Officer
CA00000967,FLT0000242,CRW001264,Flight Attendant
CA00000968,FLT0000242,CRW000621,Flight Attendant
CA00000969,FLT0000243,CRW000663,Captain
CA00000970,FLT0000243,CRW001141,First Officer
CA00000971,FLT0000243,CRW001165,Flight Attendant
CA00000972,FLT0000243,CRW001738,Flight Attendant
CA00000973,FLT0000244,CRW002342,Captain
CA00000974,FLT0000244,CRW001216,First Officer
CA00000975,FLT0000244,CRW000001,Flight Attendant
CA00000976,FLT0000244,CRW002285,Flight Attendant
CA00000977,FLT0000245,CRW000919,Captain
CA00000978,FLT0000245,CRW001036,First Officer
