flight_id,schedule_id,flight_date,aircraft_id,airline_id,route_id,scheduled_departure_time,scheduled_arrival_time,origin_airport_id,dest_airport_id,status,actual_departure_time,actual_arrival_time,gate_id
FLT0000148,SCH000308,2026-04-04,ACFT00570,AL0015,RT00545,22:45:00,00:34:00,APT00104,APT00237,Arrived,2026-04-04 22:45:00,2026-04-05 00:34:00,GATE00103
FLT0000149,SCH000151,2025-10-26,ACFT00473,AL0005,RT00487,10:45:00,18:48:00,APT00204,APT00007,Arrived,2025-10-26 10:45:00,2025-10-26 18:48:00,
FLT0000150,SCH001343,2025-08-26,ACFT00069,AL0005,RT00671,04:15:00,20:27:00,APT00094,APT00182,Arrived,2025-08-26 04:15:00,2025-08-26 20:27:00,GATE00258
FLT0000151,SCH001367,2026-02-09,ACFT00279,AL0006,RT00599,03:15:00,07:52:00,APT00170,APT00173,Arrived,2026-02-09 03:15:00,2026-02-09 07:52:00,
FLT0000152,SCH001850,2026-05-04,ACFT00201,AL0011,RT00673,21:00:00,22:15:00,APT00188,APT00243,Cancelled,,,
FLT0000153,SCH001799,2025-08-21,ACFT00473,AL0005,RT00784,06:00:00,11:29:00,APT00142,APT00240,Arrived,2025-08-21 06:00:00,2025-08-21 11:29:00,GATE00438
FLT0000154,SCH000319,2025-08-15,ACFT00084,AL0004,RT00332,15:45:00,06:33:00,APT00183,APT00240,Arrived,2025-08-15 15:45:00,2025-08-16 06:33:00,GATE00176
FLT0000155,SCH000733,2026-04-08,ACFT00384,AL0015,RT00012,18:45:00,01:54:00,APT00029,APT00037,Arrived,2026-04-08 18:45:00,2026-04-09 01:54:00,
FLT0000156,SCH000431,2025-11-16,ACFT00560,AL0005,RT00326,17:30:00,22:30:00,APT00015,APT00215,Arrived,2025-11-16 17:30:00,2025-11-16 22:30:00,GATE00472
FLT0000157,SCH001546,2026-06-26,ACFT00202,AL0009,RT00376,06:45:00,13:10:00,APT00139,APT00236,Delayed,2026-06-26 09:18:00,2026-06-26 15:43:00,GATE00461
FLT0000158,SCH001052,2025-12-05,ACFT00530,AL0013,RT00831,11:30:00,15:21:00,APT00170,APT00189,Arrived,2025-12-05 11:30:00,2025-12-05 15:21:00,
FLT0000159,SCH000865,2025-12-18,ACFT00587,AL0007,RT00324,22:15:00,08:46:00,APT00186,APT00002,Arrived,2025-12-18 22:15:00,2025-12-19 08:46:00,GATE00528
FLT0000160,SCH001847,2026-03-09,ACFT00250,AL0011,RT00555,19:00:00,12:09:00,APT00247,APT00220,Arrived,2026-03-09 19:00:00,2026-03-10 12:09:00,GATE00141
FLT0000161,SCH001411,2025-09-08,ACFT00502,AL0014,RT00046,12:30:00,16:47:00,APT00011,APT00159,Arrived,2025-09-08 12:30:00,2025-09-08 16:47:00,GATE00367
FLT0000162,SCH001549,2026-01-19,ACFT00253,AL0001,RT00405,14:30:00,20:02:00,APT00127,APT00018,Arrived,2026-01-19 14:30:00,2026-01-19 20:02:00,GATE00315
FLT0000163,SCH001124,2026-05-16,ACFT00462,AL0017,RT00784,22:45:00,04:14:00,APT00142,APT00240,Arrived,2026-05-16 22:45:00,2026-05-17 04:14:00,GATE00438
FLT0000164,SCH001319,2026-06-12,ACFT00027,AL0012,RT00577,16:45:00,21:14:00,APT00115,APT00155,Arrived,2026-06-12 16:45:00,2026-06-12 21:14:00,GATE00449
FLT0000165,SCH001552,2025-09-25,ACFT00407,AL0004,RT00001,22:30:00,08:14:00,APT00200,APT00216,Arrived,2025-09-25 22:30:00,2025-09-26 08:14:00,GATE00284
FLT0000166,SCH000311,2025-12-05,ACFT00522,AL0011,RT00382,05:30:00,13:00:00,APT00241,APT00174,Delayed,2025-12-05 09:07:00,2025-12-05 16:37:00,GATE00224
FLT0000167,SCH001636,2026-03-23,ACFT00405,AL0006,RT00458,09:30:00,18:15:00,APT00209,APT00154,Arrived,2026-03-23 09:30:00,2026-03-23 18:15:00,GATE00503
FLT0000168,SCH001592,2025-10-16,ACFT00405,AL0006,RT00254,04:15:00,05:25:00,APT00031,APT00137,Arrived,2025-10-16 04:15:00,2025-10-16 05:25:00,GATE00208
FLT0000169,SCH001950,2026-04-09,ACFT00171,AL0002,RT00184,06:15:00,08:55:00,APT00204,APT00245,Arrived,2026-04-09 06:15:00,2026-04-09 08:55:00,
FLT0000170,SCH000571,2026-05-03,ACFT00167,AL0002,RT00076,11:00:00,16:55:00,APT00081,APT00087,Arrived,2026-05-03 11:00:00,2026-05-03 16:55:00,GATE00011
FLT0000171,SCH001388,2026-02-27,ACFT00085,AL0015,RT00227,04:00:00,17:56:00,APT00250,APT00010,Arrived,2026-02-27 04:00:00,2026-02-27 17:56:00,GATE00079
FLT0000172,SCH000397,2026-01-29,ACFT00464,AL0007,RT00893,18:00:00,03:45:00,APT00159,APT00082,Arrived,2026-01-29 18:00:00,2026-01-30 03:45:00,GATE00414
FLT0000173,SCH002390,2026-07-15,ACFT00504,AL0002,RT00691,03:15:00,05:53:00,APT00221,APT00050,Arrived,2026-07-15 03:15:00,2026-07-15 05:53:00,GATE00524
FLT0000174,SCH001573,2025-12-24,ACFT00349,AL0017,RT00881,14:00:00,16:49:00,APT00196,APT00206,Cancelled,,,
FLT0000175,SCH001354,2026-03-02,ACFT00012,AL0020,RT00315,19:45:00,09:49:00,APT00133,APT00165,Arrived,2026-03-02 19:45:00,2026-03-03 09:49:00,GATE00483
FLT0000176,SCH001716,2026-02-19,ACFT00125,AL0012,RT00630,17:15:00,09:22:00,APT00045,APT00226,Arrived,2026-02-19 17:15:00,2026-02-20 09:22:00,GATE00374
FLT0000177,SCH001211,2026-08-06,ACFT00544,AL0011,RT00034,08:00:00,20:11:00,APT00170,APT00103,Scheduled,,,
FLT0000178,SCH002144,2026-04-27,ACFT00463,AL0014,RT00522,05:00:00,12:44:00,APT00035,APT00024,Cancelled,,,
FLT0000179,SCH000213,2025-08-21,ACFT00042,AL0005,RT00632,01:00:00,13:04:00,APT00056,APT00001,Arrived,2025-08-21 01:00:00,2025-08-21 13:04:00,GATE00070
FLT0000180,SCH002128,2025-09-03,ACFT00291,AL0017,RT00070,05:45:00,09:20:00,APT00045,APT00097,Arrived,2025-09-03 05:45:00,2025-09-03 09:20:00,GATE00374
FLT0000181,SCH000241,2026-03-21,ACFT00431,AL0015,RT00526,05:15:00,20:01:00,APT00209,APT00013,Arrived,2026-03-21 05:15:00,2026-03-21 20:01:00,GATE00503
FLT0000182,SCH002265,2025-08-19,ACFT00346,AL0018,RT00348,12:15:00,03:41:00,APT00147,APT00148,Cancelled,,,
FLT0000183,SCH000399,2026-08-07,ACFT00348,AL0001,RT00833,15:15:00,05:44:00,APT00205,APT00232,Scheduled,,,GATE00180
FLT0000184,SCH002082,2025-12-28,ACFT00248,AL0018,RT00644,13:30:00,20:15:00,APT00079,APT00207,Cancelled,,,
FLT0000185,SCH000946,2025-09-27,ACFT00458,AL0004,RT00844,22:45:00,05:31:00,APT00248,APT00202,Arrived,2025-09-27 22:45:00,2025-09-28 05:31:00,GATE00298
FLT0000186,SCH001151,2026-03-30,ACFT00357,AL0011,RT00634,09:15:00,20:48:00,APT00102,APT00187,Arrived,2026-03-30 09:15:00,2026-03-30 20:48:00,GATE00379
FLT0000187,SCH000892,2026-08-14,ACFT00218,AL0005,RT00209,14:45:00,22:55:00,APT00210,APT00060,Scheduled,,,GATE00470
FLT0000188,SCH001112,2026-02-09,ACFT00448,AL0007,RT00271,06:00:00,09:18:00,APT00242,APT00161,Arrived,2026-02-09 06:00:00,2026-02-09 09:18:00,GATE00506
FLT0000189,SCH000296,2026-07-04,ACFT00367,AL0011,RT00004,00:15:00,08:01:00,APT00079,APT00060,Arrived,2026-07-04 00:15:00,2026-07-04 08:01:00,GATE00458
FLT0000190,SCH000771,2026-08-05,ACFT00558,AL0004,RT00729,22:30:00,13:54:00,APT00144,APT00018,Scheduled,,,GATE00021
FLT0000191,SCH000937,2026-07-31,ACFT00167,AL0002,RT00072,15:00:00,16:24:00,APT00018,APT00009,Arrived,2026-07-31 15:00:00,2026-07-31 16:24:00,GATE00027
FLT0000192,SCH000188,2026-04-12,ACFT00281,AL0006,RT00117,23:00:00,00:02:00,APT00009,APT00061,Arrived,2026-04-12 23:00:00,2026-04-13 00:02:00,GATE00237
FLT0000193,SCH002032,2025-12-19,ACFT00269,AL0018,RT00543,20:15:00,22:46:00,APT00024,APT00089,Arrived,2025-12-19 20:15:00,2025-12-19 22:46:00,GATE00151
FLT0000194,SCH001899,2025-09-02,ACFT00290,AL0015,RT00491,20:15:00,22:20:00,APT00151,APT00174,Arrived,2025-09-02 20:15:00,2025-09-02 22:20:00,GATE00575
FLT0000195,SCH000991,2026-01-11,ACFT00265,AL0014,RT00403,23:30:00,06:58:00,APT00250,APT00169,Arrived,2026-01-11 23:30:00,2026-01-12 06:58:00,GATE00066
FLT0000196,SCH002075,2026-04-01,ACFT00518,AL0005,RT00256,05:45:00,08:44:00,APT00238,APT00042,Arrived,2026-04-01 05:45:00,2026-04-01 08:44:00,
FLT0000197,SCH002468,2026-06-16,ACFT00387,AL0003,RT00139,05:15:00,08:20:00,APT00108,APT00060,Arrived,2026-06-16 05:15:00,2026-06-16 08:20:00,GATE00188
FLT0000198,SCH001353,2026-07-15,ACFT00071,AL0005,RT00689,15:30:00,07:50:00,APT00177,APT00107,Arrived,2026-07-15 15:30:00,2026-07-16 07:50:00,GATE00579
FLT0000199,SCH001061,2026-05-05,ACFT00532,AL0019,RT00151,07:15:00,19:23:00,APT00108,APT00093,Arrived,2026-05-05 07:15:00,2026-05-05 19:23:00,GATE00248
FLT0000200,SCH001894,2026-07-03,ACFT00020,AL0016,RT00889,07:30:00,01:23:00,APT00141,APT00154,Arrived,2026-07-03 07:30:00,2026-07-04 01:23:00,GATE00424
FLT0000201,SCH001073,2026-03-07,ACFT00437,AL0009,RT00774,03:30:00,07:17:00,APT00130,APT00243,Arrived,2026-03-07 03:30:00,2026-03-07 07:17:00,GATE00173
FLT0000202,SCH001681,2026-03-09,ACFT00480,AL0019,RT00202,05:00:00,21:04:00,APT00018,APT00025,Cancelled,,,
FLT0000203,SCH002391,2026-02-17,ACFT00111,AL0014,RT00749,13:30:00,21:35:00,APT00113,APT00197,Arrived,2026-02-17 13:30:00,2026-02-17 21:35:00,GATE00590
FLT0000204,SCH002249,2026-06-03,ACFT00455,AL0016,RT00120,04:00:00,21:51:00,APT00068,APT00046,Arrived,2026-06-03 04:00:00,2026-06-03 21:51:00,GATE00392
FLT0000205,SCH000309,2026-02-14,ACFT00234,AL0013,RT00726,11:15:00,05:09:00,APT00145,APT00059,Arrived,2026-02-14 11:15:00,2026-02-15 05:09:00,GATE00380
FLT0000206,SCH000528,2025-11-01,ACFT00263,AL0007,RT00688,06:00:00,11:28:00,APT00088,APT00062,Cancelled,,,
FLT0000207,SCH001786,2025-11-23,ACFT00450,AL0010,RT00046,07:00:00,11:17:00,APT00011,APT00159,Delayed,2025-11-23 09:07:00,2025-11-23 13:24:00,GATE00087
FLT0000208,SCH000865,2025-09-23,ACFT00064,AL0007,RT00324,22:15:00,08:46:00,APT00186,APT00002,Delayed,2025-09-24 01:30:00,2025-09-24 12:01:00,GATE00528
FLT0000209,SCH001926,2025-12-12,ACFT00476,AL0005,RT00705,09:15:00,13:11:00,APT00143,APT00039,Arrived,2025-12-12 09:15:00,2025-12-12 13:11:00,GATE00523
FLT0000210,SCH000836,2026-02-02,ACFT00252,AL0015,RT00299,21:45:00,04:55:00,APT00059,APT00164,Arrived,2026-02-02 21:45:00,2026-02-03 04:55:00,GATE00594
FLT0000211,SCH001205,2026-04-12,ACFT00057,AL0015,RT00427,01:30:00,05:34:00,APT00217,APT00176,Delayed,2026-04-12 03:03:00,2026-04-12 07:07:00,
FLT0000212,SCH002009,2026-03-03,ACFT00297,AL0008,RT00094,16:15:00,03:37:00,APT00093,APT00191,Arrived,2026-03-03 16:15:00,2026-03-04 03:37:00,GATE00142
FLT0000213,SCH000808,2025-08-13,ACFT00564,AL0001,RT00618,05:15:00,13:19:00,APT00014,APT00163,Arrived,2025-08-13 05:15:00,2025-08-13 13:19:00,GATE00572
FLT0000214,SCH002229,2026-05-07,ACFT00416,AL0005,RT00432,05:00:00,16:49:00,APT00220,APT00195,Arrived,2026-05-07 05:00:00,2026-05-07 16:49:00,GATE00496
FLT0000215,SCH000893,2025-12-19,ACFT00289,AL0001,RT00825,11:00:00,01:21:00,APT00203,APT00218,Arrived,2025-12-19 11:00:00,2025-12-20 01:21:00,GATE00056
FLT0000216,SCH002394,2026-05-31,ACFT00521,AL0010,RT00491,07:30:00,09:35:00,APT00151,APT00174,Arrived,2026-05-31 07:30:00,2026-05-31 09:35:00,GATE00575
FLT0000217,SCH001630,2025-09-22,ACFT00466,AL0014,RT00595,12:45:00,22:48:00,APT00033,APT00191,Arrived,2025-09-22 12:45:00,2025-09-22 22:48:00,
FLT0000218,SCH000099,2026-02-04,ACFT00020,AL0016,RT00230,08:15:00,16:01:00,APT00026,APT00171,Delayed,2026-02-04 08:31:00,2026-02-04 16:17:00,GATE00210
FLT0000219,SCH000877,2025-12-31,ACFT00479,AL0014,RT00169,06:30:00,23:36:00,APT00023,APT00060,Arrived,2025-12-31 06:30:00,2025-12-31 23:36:00,GATE00241
FLT0000220,SCH000446,2025-08-12,ACFT00431,AL0015,RT00572,18:30:00,19:21:00,APT00078,APT00087,Arrived,2025-08-12 18:30:00,2025-08-12 19:21:00,GATE00271
FLT0000221,SCH000770,2026-07-29,ACFT00372,AL0005,RT00388,00:30:00,13:02:00,APT00116,APT00002,Arrived,2026-07-29 00:30:00,2026-07-29 13:02:00,GATE00448
FLT0000222,SCH001150,2025-10-03,ACFT00558,AL0004,RT00161,05:30:00,10:51:00,APT00061,APT00151,Arrived,2025-10-03 05:30:00,2025-10-03 10:51:00,GATE00082
FLT0000223,SCH001458,2026-06-30,ACFT00102,AL0006,RT00108,16:00:00,01:44:00,APT00078,APT00172,Arrived,2026-06-30 16:00:00,2026-07-01 01:44:00,GATE00035
FLT0000224,SCH000349,2025-09-08,ACFT00154,AL0018,RT00191,14:30:00,01:40:00,APT00059,APT00099,Arrived,2025-09-08 14:30:00,2025-09-09 01:40:00,GATE00485
FLT0000225,SCH000926,2026-07-20,ACFT00149,AL0012,RT00850,05:00:00,15:20:00,APT00116,APT00126,Arrived,2026-07-20 05:00:00,2026-07-20 15:20:00,GATE00497
FLT0000226,SCH000388,2026-02-24,ACFT00228,AL0002,RT00382,21:45:00,05:15:00,APT00241,APT00174,Arrived,2026-02-24 21:45:00,2026-02-25 05:15:00,GATE00224
FLT0000227,SCH000739,2025-12-30,ACFT00465,AL0020,RT00853,10:00:00,14:14:00,APT00044,APT00095,Arrived,2025-12-30 10:00:00,2025-12-30 14:14:00,GATE00307
FLT0000228,SCH001501,2026-01-19,ACFT00209,AL0006,RT00504,13:15:00,06:34:00,APT00060,APT00192,Arrived,2026-01-19 13:15:00,2026-01-20 06:34:00,GATE00294
FLT0000229,SCH002051,2025-08-18,ACFT00453,AL0009,RT00750,07:30:00,22:34:00,APT00071,APT00246,Arrived,2025-08-18 07:30:00,2025-08-18 22:34:00,GATE00587
FLT0000230,SCH001250,2026-01-22,ACFT00108,AL0009,RT00725,05:30:00,13:25:00,APT00031,APT00205,Cancelled,,,
FLT0000231,SCH001643,2025-12-12,ACFT00521,AL0010,RT00515,03:15:00,12:12:00,APT00017,APT00030,Arrived,2025-12-12 03:15:00,2025-12-12 12:12:00,GATE00574
FLT0000232,SCH001662,2025-11-12,ACFT00515,AL0017,RT00531,20:00:00,13:14:00,APT00247,APT00090,Delayed,2025-11-12 20:25:00,2025-11-13 13:39:00,GATE00595
FLT0000233,SCH000098,2025-12-22,ACFT00347,AL0016,RT00442,08:45:00,21:23:00,APT00082,APT00157,Arrived,2025-12-22 08:45:00,2025-12-22 21:23:00,GATE00139
FLT0000234,SCH002336,2026-01-13,ACFT00250,AL0011,RT00436,04:00:00,06:46:00,APT00236,APT00132,Arrived,2026-01-13 04:00:00,2026-01-13 06:46:00,GATE00577
FLT0000235,SCH001671,2026-02-28,ACFT00305,AL0012,RT00115,09:45:00,00:10:00,APT00208,APT00086,Arrived,2026-02-28 09:45:00,2026-03-01 00:10:00,
FLT0000236,SCH000671,2026-04-02,ACFT00510,AL0002,RT00883,05:15:00,13:53:00,APT00199,APT00229,Arrived,2026-04-02 05:15:00,2026-04-02 13:53:00,GATE00116
FLT0000237,SCH001149,2025-12-24,ACFT00591,AL0004,RT00501,08:00:00,00:48:00,APT00193,APT00070,Arrived,2025-12-24 08:00:00,2025-12-25 00:48:00,GATE00543
FLT0000238,SCH000383,2025-11-06,ACFT00057,AL0015,RT00595,15:00:00,01:03:00,APT00033,APT00191,Arrived,2025-11-06 15:00:00,2025-11-07 01:03:00,
FLT0000239,SCH000025,2026-01-14,ACFT00406,AL0020,RT00881,14:00:00,16:49:00,APT00196,APT00206,Arrived,2026-01-14 14:00:00,2026-01-14 16:49:00,GATE00430
FLT0000240,SCH001433,2025-08-12,ACFT00098,AL0017,RT00631,22:15:00,15:36:00,APT00162,APT00080,Arrived,2025-08-12 22:15:00,2025-08-13 15:36:00,
FLT0000241,SCH001770,2025-12-11,ACFT00044,AL0016,RT00051,16:00:00,17:20:00,APT00074,APT00149,Arrived,2025-12-11 16:00:00,2025-12-11 17:20:00,GATE00034
FLT0000242,SCH001256,2025-10-03,ACFT00288,AL0020,RT00652,11:45:00,14:02:00,APT00024,APT00162,Arrived,2025-10-03 11:45:00,2025-10-03 14:02:00,GATE00151
FLT0000243,SCH001683,2026-06-23,ACFT00243,AL0003,RT00758,22:45:00,07:26:00,APT00237,APT00021,Arrived,2026-06-23 22:45:00,2026-06-24 07:26:00,GATE00564
FLT0000244,SCH002278,2026-02-14,ACFT00131,AL0005,RT00707,14:30:00,17:20:00,APT00046,APT00051,Arrived,2026-02-14 14:30:00,2026-02-14 17:20:00,GATE00201
FLT0000245,SCH000523,2026-04-26,ACFT00103,AL0007,RT00434,12:15:00,17:46:00,APT00014,APT00079,Arrived,2026-04-26 12:15:00,2026-04-26 17:46:00,GATE00593
FLT0000246,SCH001473,2025-11-30,ACFT00459,AL0016,RT00200,00:15:00,16:06:00,APT00040,APT00160,Arrived,2025-11-30 00:15:00,2025-11-30 16:06:00,GATE00433
FLT0000247,SCH000817,2026-03-21,ACFT00105,AL0012,RT00308,14:45:00,00:19:00,APT00162,APT00179,Arrived,2026-03-21 14:45:00,2026-03-22 00:19:00,
FLT0000248,SCH000134,2026-02-26,ACFT00403,AL0003,RT00215,12:45:00,21:36:00,APT00053,APT00168,Arrived,2026-02-26 12:45:00,2026-02-26 21:36:00,GATE00489
FLT0000249,SCH000630,2025-10-03,ACFT00259,AL0009,RT00832,05:00:00,22:07:00,APT00063,APT00046,Arrived,2025-10-03 05:00:00,2025-10-03 22:07:00,GATE00481
FLT0000250,SCH001035,2025-11-15,ACFT00265,AL0014,RT00278,09:45:00,20:12:00,APT00130,APT00155,Arrived,2025-11-15 09:45:00,2025-11-15 20:12:00,GATE00173
FLT0000251,SCH001811,2026-05-04,ACFT00074,AL0002,RT00494,06:45:00,22:33:00,APT00097,APT00065,Arrived,2026-05-04 06:45:00,2026-05-04 22:33:00,
FLT0000252,SCH001404,2026-07-24,ACFT00529,AL0002,RT00475,20:45:00,10:39:00,APT00010,APT00002,Arrived,2026-07-24 20:45:00,2026-07-25 10:39:00,GATE00100
FLT0000253,SCH002392,2025-12-17,ACFT00263,AL0007,RT00485,17:15:00,05:55:00,APT00076,APT00029,Arrived,2025-12-17 17:15:00,2025-12-18 05:55:00,GATE00166
FLT0000254,SCH002121,2026-04-08,ACFT00508,AL0009,RT00283,12:30:00,23:43:00,APT00133,APT00092,Delayed,2026-04-08 12:48:00,2026-04-09 00:01:00,GATE00144
FLT0000255,SCH000889,2025-09-09,ACFT00289,AL0001,RT00300,15:45:00,21:49:00,APT00056,APT00118,Arrived,2025-09-09 15:45:00,2025-09-09 21:49:00,GATE00070
FLT0000256,SCH000126,2025-12-22,ACFT00061,AL0013,RT00070,00:00:00,03:35:00,APT00045,APT00097,Arrived,2025-12-22 00:00:00,2025-12-22 03:35:00,GATE00374
FLT0000257,SCH000311,2025-12-09,ACFT00227,AL0011,RT00382,05:30:00,13:00:00,APT00241,APT00174,Cancelled,,,
FLT0000258,SCH002068,2026-01-12,ACFT00276,AL0005,RT00757,01:30:00,02:39:00,APT00227,APT00082,Arrived,2026-01-12 01:30:00,2026-01-12 02:39:00,GATE00348
FLT0000259,SCH002303,2026-08-06,ACFT00207,AL0013,RT00207,14:00:00,15:01:00,APT00069,APT00146,Scheduled,,,GATE00084
FLT0000260,SCH001631,2025-11-19,ACFT00411,AL0017,RT00536,12:15:00,21:40:00,APT00138,APT00025,Arrived,2025-11-19 12:15:00,2025-11-19 21:40:00,GATE00357
FLT0000261,SCH001668,2026-05-17,ACFT00435,AL0001,RT00274,08:45:00,17:46:00,APT00023,APT00136,Arrived,2026-05-17 08:45:00,2026-05-17 17:46:00,GATE00241
FLT0000262,SCH002069,2025-09-10,ACFT00257,AL0013,RT00049,22:00:00,04:58:00,APT00052,APT00126,Arrived,2025-09-10 22:00:00,2025-09-11 04:58:00,GATE00014
FLT0000263,SCH002328,2026-04-16,ACFT00587,AL0007,RT00856,05:30:00,22:32:00,APT00176,APT00027,Arrived,2026-04-16 05:30:00,2026-04-16 22:32:00,GATE00026
FLT0000264,SCH000774,2025-11-30,ACFT00081,AL0001,RT00057,19:45:00,02:20:00,APT00232,APT00108,Arrived,2025-11-30 19:45:00,2025-12-01 02:20:00,GATE00288
FLT0000265,SCH002306,2026-05-13,ACFT00153,AL0015,RT00764,15:45:00,23:05:00,APT00132,APT00183,Arrived,2026-05-13 15:45:00,2026-05-13 23:05:00,GATE00204
FLT0000266,SCH000574,2025-11-14,ACFT00291,AL0017,RT00296,02:00:00,11:58:00,APT00204,APT00126,Arrived,2025-11-14 02:00:00,2025-11-14 11:58:00,
FLT0000267,SCH002077,2026-05-09,ACFT00458,AL0004,RT00518,04:00:00,16:35:00,APT00189,APT00244,Cancelled,,,
FLT0000268,SCH001659,2025-10-04,ACFT00290,AL0015,RT00389,01:00:00,14:02:00,APT00178,APT00055,Arrived,2025-10-04 01:00:00,2025-10-04 14:02:00,GATE00058
FLT0000269,SCH000188,2025-12-30,ACFT00358,AL0006,RT00117,23:00:00,00:02:00,APT00009,APT00061,Arrived,2025-12-30 23:00:00,2025-12-31 00:02:00,GATE00237
FLT0000270,SCH002462,2025-12-07,ACFT00267,AL0011,RT00197,17:15:00,04:49:00,APT00218,APT00058,Delayed,2025-12-07 18:51:00,2025-12-08 06:25:00,GATE00352
FLT0000271,SCH000571,2025-11-08,ACFT00507,AL0002,RT00076,11:00:00,16:55:00,APT00081,APT00087,Arrived,2025-11-08 11:00:00,2025-11-08 16:55:00,GATE00520
FLT0000272,SCH000887,2025-08-23,ACFT00285,AL0007,RT00579,16:15:00,22:55:00,APT00104,APT00038,Arrived,2025-08-23 16:15:00,2025-08-23 22:55:00,GATE00103
FLT0000273,SCH000070,2025-11-12,ACFT00478,AL0014,RT00422,17:15:00,08:04:00,APT00225,APT00196,Arrived,2025-11-12 17:15:00,2025-11-13 08:04:00,GATE00112
FLT0000274,SCH002068,2026-03-23,ACFT00394,AL0005,RT00757,01:30:00,02:39:00,APT00227,APT00082,Arrived,2026-03-23 01:30:00,2026-03-23 02:39:00,GATE00348
FLT0000275,SCH000563,2025-11-26,ACFT00562,AL0002,RT00047,02:30:00,04:26:00,APT00027,APT00191,Arrived,2025-11-26 02:30:00,2025-11-26 04:26:00,GATE00254
FLT0000276,SCH000411,2026-02-16,ACFT00507,AL0002,RT00106,01:30:00,16:47:00,APT00216,APT00197,Arrived,2026-02-16 01:30:00,2026-02-16 16:47:00,GATE00041
FLT0000277,SCH001145,2026-01-11,ACFT00153,AL0015,RT00414,23:30:00,16:21:00,APT00120,APT00159,Cancelled,,,
FLT0000278,SCH001798,2026-06-11,ACFT00142,AL0015,RT00596,05:15:00,13:05:00,APT00223,APT00212,Arrived,2026-06-11 05:15:00,2026-06-11 13:05:00,GATE00039
FLT0000279,SCH001658,2025-08-06,ACFT00296,AL0008,RT00228,00:30:00,02:28:00,APT00007,APT00121,Delayed,2025-08-06 01:05:00,2025-08-06 03:03:00,GATE00373
FLT0000280,SCH000151,2026-02-12,ACFT00303,AL0005,RT00487,10:45:00,18:48:00,APT00204,APT00007,Cancelled,,,
FLT0000281,SCH001855,2026-08-09,ACFT00131,AL0005,RT00624,21:30:00,03:01:00,APT00221,APT00206,Scheduled,,,GATE00524
FLT0000282,SCH001914,2025-11-18,ACFT00528,AL0010,RT00629,14:45:00,05:56:00,APT00051,APT00039,Cancelled,,,
FLT0000283,SCH000909,2026-07-15,ACFT00338,AL0012,RT00259,16:15:00,04:01:00,APT00088,APT00241,Delayed,2026-07-15 16:46:00,2026-07-16 04:32:00,GATE00571
FLT0000284,SCH002464,2026-02-03,ACFT00519,AL0017,RT00194,01:45:00,10:19:00,APT00038,APT00235,Arrived,2026-02-03 01:45:00,2026-02-03 10:19:00,GATE00212
FLT0000285,SCH002172,2026-02-06,ACFT00090,AL0006,RT00042,07:00:00,09:12:00,APT00224,APT00139,Arrived,2026-02-06 07:00:00,2026-02-06 09:12:00,GATE00137
FLT0000286,SCH002104,2026-05-19,ACFT00496,AL0003,RT00205,00:15:00,12:19:00,APT00050,APT00018,Arrived,2026-05-19 00:15:00,2026-05-19 12:19:00,GATE00560
FLT0000287,SCH000818,2026-04-18,ACFT00495,AL0019,RT00009,06:15:00,19:41:00,APT00049,APT00065,Arrived,2026-04-18 06:15:00,2026-04-18 19:41:00,GATE00501
FLT0000288,SCH000031,2025-11-10,ACFT00175,AL0009,RT00530,10:30:00,14:51:00,APT00003,APT00230,Arrived,2025-11-10 10:30:00,2025-11-10 14:51:00,GATE00570
FLT0000289,SCH000062,2025-12-11,ACFT00432,AL0012,RT00315,21:45:00,11:49:00,APT00133,APT00165,Arrived,2025-12-11 21:45:00,2025-12-12 11:49:00,GATE00483
FLT0000290,SCH002319,2025-11-11,ACFT00542,AL0002,RT00413,22:15:00,08:57:00,APT00198,APT00011,Arrived,2025-11-11 22:15:00,2025-11-12 08:57:00,GATE00047
FLT0000291,SCH000198,2025-10-09,ACFT00349,AL0017,RT00549,12:00:00,17:02:00,APT00006,APT00240,Arrived,2025-10-09 12:00:00,2025-10-09 17:02:00,GATE00326
FLT0000292,SCH000825,2025-09-02,ACFT00474,AL0007,RT00169,06:15:00,23:21:00,APT00023,APT00060,Arrived,2025-09-02 06:15:00,2025-09-02 23:21:00,GATE00241
FLT0000293,SCH002195,2025-09-13,ACFT00210,AL0001,RT00671,06:15:00,22:27:00,APT00094,APT00182,Arrived,2025-09-13 06:15:00,2025-09-13 22:27:00,GATE00206
FLT0000294,SCH000239,2025-09-18,ACFT00548,AL0019,RT00229,04:30:00,14:49:00,APT00036,APT00156,Arrived,2025-09-18 04:30:00,2025-09-18 14:49:00,GATE00189
FLT0000295,SCH002435,2025-12-11,ACFT00032,AL0009,RT00357,21:30:00,04:13:00,APT00071,APT00154,Delayed,2025-12-11 21:53:00,2025-12-12 04:36:00,GATE00587
FLT0000296,SCH000880,2026-04-14,ACFT00059,AL0017,RT00804,23:45:00,06:20:00,APT00218,APT00199,Arrived,2026-04-14 23:45:00,2026-04-15 06:20:00,GATE00352
FLT0000297,SCH001270,2026-04-08,ACFT00177,AL0003,RT00376,12:15:00,18:40:00,APT00139,APT00236,Arrived,2026-04-08 12:15:00,2026-04-08 18:40:00,GATE00461
