seat_assignment_id,flight_id,aircraft_id,seat_number,passenger_id,class
SA00000407,FLT0014533,ACFT00130,21G,PAX00000491,Economy
SA00000408,FLT0014533,ACFT00130,22A,PAX00000493,Economy
SA00000409,FLT0015999,ACFT00567,33G,PAX00000494,Economy
SA00000410,FLT0006919,ACFT00310,21H,PAX00000495,Economy
SA00000411,FLT0069278,ACFT00352,8D,PAX00000498,Economy
SA00000412,FLT0046601,ACFT00239,18J,PAX00000502,Economy
SA00000413,FLT0046601,ACFT00239,34G,PAX00000503,Economy
SA00000414,FLT0072549,ACFT00550,20H,PAX00000504,Economy
SA00000415,FLT0072549,ACFT00550,21D,PAX00000505,Economy
SA00000416,FLT0072549,ACFT00550,17E,PAX00000506,Economy
SA00000417,FLT0010764,ACFT00086,19H,PAX00000507,Economy
SA00000418,FLT0010764,ACFT00086,19F,PAX00000508,Economy
SA00000419,FLT0040156,ACFT00059,41K,PAX00000511,Economy
SA00000420,FLT0059929,ACFT00231,10A,PAX00000512,Economy
SA00000421,FLT0027019,ACFT00600,32E,PAX00000513,Economy
SA00000422,FLT0027019,ACFT00600,5A,PAX00000514,Business
SA00000423,FLT0034066,ACFT00553,5B,PAX00000515,Business
SA00000424,FLT0010423,ACFT00486,23J,PAX00000516,Economy
SA00000425,FLT0010423,ACFT00486,15C,PAX00000518,Economy
SA00000426,FLT0052548,ACFT00429,35H,PAX00000519,Business
SA00000427,FLT0052548,ACFT00429,24D,PAX00000520,Economy
SA00000428,FLT0030827,ACFT00481,30F,PAX00000521,Economy
SA00000429,FLT0030827,ACFT00481,21H,PAX00000522,Business
SA00000430,FLT0034630,ACFT00265,24A,PAX00000523,Economy
SA00000431,FLT0034630,ACFT00265,14K,PAX00000524,Economy
SA00000432,FLT0034630,ACFT00265,43B,PAX00000525,Premium Economy
SA00000433,FLT0023236,ACFT00582,28G,PAX00000526,Economy
SA00000434,FLT0021002,ACFT00197,6J,PAX00000527,Business
SA00000435,FLT0021002,ACFT00197,28E,PAX00000528,Economy
SA00000436,FLT0021002,ACFT00197,5F,PAX00000529,Economy
SA00000437,FLT0008277,ACFT00294,32J,PAX00000530,First
SA00000438,FLT0040254,ACFT00237,40C,PAX00000531,Economy
SA00000439,FLT0040254,ACFT00237,20B,PAX00000532,Economy
SA00000440,FLT0057261,ACFT00503,8B,PAX00000533,Economy
SA00000441,FLT0057261,ACFT00503,17B,PAX00000534,Premium Economy
SA00000442,FLT0057261,ACFT00503,20J,PAX00000535,Economy
SA00000443,FLT0068671,ACFT00469,6A,PAX00000536,Economy
SA00000444,FLT0029523,ACFT00083,30B,PAX00000537,Economy
SA00000445,FLT0029523,ACFT00083,35K,PAX00000538,First
SA00000446,FLT0029523,ACFT00083,32F,PAX00000540,Economy
SA00000447,FLT0078709,ACFT00380,18E,PAX00000543,Premium Economy
SA00000448,FLT0078709,ACFT00380,5K,PAX00000544,Economy
SA00000449,FLT0044111,ACFT00244,41G,PAX00000545,Business
SA00000450,FLT0005274,ACFT00503,39H,PAX00000546,Business
SA00000451,FLT0018043,ACFT00267,11E,PAX00000547,Economy
SA00000452,FLT0018043,ACFT00267,35F,PAX00000548,Economy
SA00000453,FLT0052155,ACFT00464,28H,PAX00000549,Economy
SA00000454,FLT0043531,ACFT00169,27F,PAX00000550,Economy
SA00000455,FLT0043531,ACFT00169,33J,PAX00000551,Premium Economy
SA00000456,FLT0058576,ACFT00371,10D,PAX00000552,Economy
SA00000457,FLT0034224,ACFT00455,25D,PAX00000553,Economy
SA00000458,FLT0034224,ACFT00455,29G,PAX00000554,Economy
SA00000459,FLT0010447,ACFT00489,3K,PAX00000555,Economy
SA00000460,FLT0010447,ACFT00489,29H,PAX00000556,Economy
SA00000461,FLT0010885,ACFT00246,3H,PAX00000557,Economy
SA00000462,FLT0010885,ACFT00246,19H,PAX00000558,Economy
SA00000463,FLT0028639,ACFT00353,7C,PAX00000559,Economy
SA00000464,FLT0075198,ACFT00210,2H,PAX00000560,Economy
SA00000465,FLT0075198,ACFT00210,6K,PAX00000561,Economy
SA00000466,FLT0050217,ACFT00267,24C,PAX00000562,Economy
SA00000467,FLT0050217,ACFT00267,27H,PAX00000563,Economy
SA00000468,FLT0050217,ACFT00267,27E,PAX00000564,Economy
SA00000469,FLT0050217,ACFT00267,4E,PAX00000565,Economy
SA00000470,FLT0073353,ACFT00255,25D,PAX00000566,Business
SA00000471,FLT0072832,ACFT00171,5K,PAX00000567,Premium Economy
SA00000472,FLT0072832,ACFT00171,16B,PAX00000568,Economy
SA00000473,FLT0043838,ACFT00345,2J,PAX00000569,Economy
SA00000474,FLT0067380,ACFT00481,29G,PAX00000570,Economy
SA00000475,FLT0067380,ACFT00481,2J,PAX00000571,Economy
SA00000476,FLT0038556,ACFT00264,26D,PAX00000572,Economy
SA00000477,FLT0038556,ACFT00264,6B,PAX00000573,Economy
SA00000478,FLT0038556,ACFT00264,3H,PAX00000574,Business
SA00000479,FLT0006081,ACFT00231,15D,PAX00000575,Business
SA00000480,FLT0033188,ACFT00094,15A,PAX00000576,Economy
SA00000481,FLT0028106,ACFT00301,35B,PAX00000577,Economy
SA00000482,FLT0026346,ACFT00076,44A,PAX00000578,Economy
SA00000483,FLT0002001,ACFT00522,35C,PAX00000579,Premium Economy
SA00000484,FLT0014246,ACFT00181,26F,PAX00000581,Economy
SA00000485,FLT0040673,ACFT00429,31B,PAX00000583,Economy
SA00000486,FLT0019084,ACFT00272,17J,PAX00000585,Economy
SA00000487,FLT0019084,ACFT00272,33D,PAX00000586,Premium Economy
SA00000488,FLT0019084,ACFT00272,15K,PAX00000587,Economy
SA00000489,FLT0019003,ACFT00410,11E,PAX00000588,Economy
SA00000490,FLT0007475,ACFT00065,39K,PAX00000589,Premium Economy
SA00000491,FLT0007475,ACFT00065,34B,PAX00000590,Economy
SA00000492,FLT0079163,ACFT00415,3A,PAX00000591,Economy
SA00000493,FLT0017412,ACFT00447,27C,PAX00000592,Economy
SA00000494,FLT0058936,ACFT00520,38J,PAX00000593,Economy
SA00000495,FLT0058936,ACFT00520,42K,PAX00000594,Economy
SA00000496,FLT0058936,ACFT00520,16K,PAX00000595,Economy
SA00000497,FLT0058936,ACFT00520,26A,PAX00000596,Economy
SA00000498,FLT0047899,ACFT00184,39A,PAX00000597,Economy
SA00000499,FLT0015905,ACFT00206,21B,PAX00000598,Economy
SA00000500,FLT0015905,ACFT00206,6K,PAX00000599,Economy
SA00000501,FLT0015905,ACFT00206,10B,PAX00000600,Economy
SA00000502,FLT0015905,ACFT00206,33B,PAX00000601,Economy
SA00000503,FLT0003483,ACFT00090,13D,PAX00000602,Economy
SA00000504,FLT0003483,ACFT00090,12B,PAX00000603,Economy
SA00000505,FLT0003483,ACFT00090,35F,PAX00000604,Premium Economy
SA00000506,FLT0045270,ACFT00131,5A,PAX00000605,Economy
SA00000507,FLT0042870,ACFT00331,13D,PAX00000606,Economy
SA00000508,FLT0042870,ACFT00331,21E,PAX00000607,Economy
SA00000509,FLT0003118,ACFT00154,43C,PAX00000608,Economy
SA00000510,FLT0053893,ACFT00408,21E,PAX00000609,Economy
SA00000511,FLT0007858,ACFT00436,7K,PAX00000610,Business
SA00000512,FLT0046093,ACFT00403,12D,PAX00000611,Premium Economy
SA00000513,FLT0046093,ACFT00403,23D,PAX00000612,Economy
SA00000514,FLT0005194,ACFT00273,43F,PAX00000613,Economy
SA00000515,FLT0060780,ACFT00482,3A,PAX00000614,Economy
SA00000516,FLT0056131,ACFT00362,20J,PAX00000615,Economy
SA00000517,FLT0031903,ACFT00493,35F,PAX00000616,Economy
SA00000518,FLT0031903,ACFT00493,30G,PAX00000617,Business
SA00000519,FLT0031903,ACFT00493,22K,PAX00000618,Business
SA00000520,FLT0031903,ACFT00493,7B,PAX00000619,Economy
SA00000521,FLT0015290,ACFT00277,31D,PAX00000620,Economy
SA00000522,FLT0015290,ACFT00277,31C,PAX00000621,Economy
SA00000523,FLT0015290,ACFT00277,41E,PAX00000622,Premium Economy
SA00000524,FLT0001764,ACFT00169,36B,PAX00000623,Economy
SA00000525,FLT0001764,ACFT00169,21H,PAX00000624,Business
SA00000526,FLT0001764,ACFT00169,40B,PAX00000625,Premium Economy
SA00000527,FLT0054844,ACFT00443,38C,PAX00000626,Economy
SA00000528,FLT0012963,ACFT00247,28D,PAX00000627,Economy
SA00000529,FLT0052095,ACFT00287,37E,PAX00000628,Economy
SA00000530,FLT0052095,ACFT00287,12F,PAX00000629,Economy
SA00000531,FLT0048211,ACFT00551,37H,PAX00000632,Economy
SA00000532,FLT0029197,ACFT00514,11J,PAX00000633,Business
SA00000533,FLT0052599,ACFT00019,23G,PAX00000634,Economy
SA00000534,FLT0012392,ACFT00288,6K,PAX00000636,Economy
SA00000535,FLT0012392,ACFT00288,42A,PAX00000637,Economy
SA00000536,FLT0012392,ACFT00288,9C,PAX00000638,First
SA00000537,FLT0006810,ACFT00153,37B,PAX00000639,Premium Economy
SA00000538,FLT0006810,ACFT00153,27E,PAX00000640,Economy
SA00000539,FLT0035368,ACFT00041,20G,PAX00000641,Economy
SA00000540,FLT0069223,ACFT00560,7E,PAX00000642,Business
SA00000541,FLT0069223,ACFT00560,43E,PAX00000643,Economy
SA00000542,FLT0037273,ACFT00227,9J,PAX00000644,Economy
SA00000543,FLT0037273,ACFT00227,31C,PAX00000645,Economy
SA00000544,FLT0037273,ACFT00227,20A,PAX00000646,Economy
SA00000545,FLT0020848,ACFT00409,14C,PAX00000647,Economy
SA00000546,FLT0020848,ACFT00409,20F,PAX00000648,Business
SA00000547,FLT0072299,ACFT00035,8K,PAX00000649,Economy
SA00000548,FLT0072299,ACFT00035,18G,PAX00000650,Business
SA00000549,FLT0061208,ACFT00129,33J,PAX00000651,Economy
SA00000550,FLT0061208,ACFT00129,2K,PAX00000652,Economy
SA00000551,FLT0004381,ACFT00527,36A,PAX00000653,Economy
SA00000552,FLT0004381,ACFT00527,2H,PAX00000654,Economy
SA00000553,FLT0063014,ACFT00154,17A,PAX00000655,Economy
SA00000554,FLT0010972,ACFT00281,23K,PAX00000656,Economy
SA00000555,FLT0010972,ACFT00281,23J,PAX00000657,Economy
SA00000556,FLT0029556,ACFT00060,11J,PAX00000658,Premium Economy
SA00000557,FLT0075379,ACFT00030,37D,PAX00000659,Economy
SA00000558,FLT0050774,ACFT00481,30J,PAX00000660,Economy
SA00000559,FLT0017816,ACFT00381,41D,PAX00000661,Economy
SA00000560,FLT0052764,ACFT00027,19A,PAX00000662,Economy
SA00000561,FLT0052764,ACFT00027,41K,PAX00000663,Economy
SA00000562,FLT0007711,ACFT00307,22B,PAX00000664,Economy
SA00000563,FLT0014135,ACFT00380,26C,PAX00000665,Economy
SA00000564,FLT0069948,ACFT00546,6C,PAX00000666,Economy
SA00000565,FLT0003907,ACFT00481,9J,PAX00000667,Premium Economy
SA00000566,FLT0063410,ACFT00420,43H,PAX00000668,Economy
SA00000567,FLT0063410,ACFT00420,35H,PAX00000669,Economy
SA00000568,FLT0063410,ACFT00420,31J,PAX00000670,Premium Economy
SA00000569,FLT0023079,ACFT00413,28C,PAX00000671,Economy
SA00000570,FLT0001258,ACFT00581,10E,PAX00000672,Economy
SA00000571,FLT0001258,ACFT00581,10B,PAX00000673,Economy
SA00000572,FLT0028235,ACFT00340,6H,PAX00000674,Premium Economy
SA00000573,FLT0049436,ACFT00242,40C,PAX00000675,Economy
SA00000574,FLT0057559,ACFT00578,44H,PAX00000676,Economy
SA00000575,FLT0057559,ACFT00578,14A,PAX00000677,Economy
SA00000576,FLT0064603,ACFT00067,38B,PAX00000678,Economy
SA00000577,FLT0064603,ACFT00067,28H,PAX00000679,Economy
SA00000578,FLT0060641,ACFT00404,21J,PAX00000680,Economy
SA00000579,FLT0027964,ACFT00369,10C,PAX00000682,Economy
SA00000580,FLT0027964,ACFT00369,22D,PAX00000683,Business
SA00000581,FLT0000287,ACFT00495,1B,PAX00000684,Economy
SA00000582,FLT0000287,ACFT00495,8G,PAX00000685,Economy
SA00000583,FLT0000287,ACFT00495,39C,PAX00000686,Economy
SA00000584,FLT0009592,ACFT00398,22C,PAX00000687,Business
SA00000585,FLT0027902,ACFT00348,14B,PAX00000689,First
SA00000586,FLT0027902,ACFT00348,43B,PAX00000690,Business
SA00000587,FLT0017424,ACFT00325,14C,PAX00000693,Economy
SA00000588,FLT0017424,ACFT00325,26D,PAX00000694,Economy
SA00000589,FLT0021936,ACFT00202,35H,PAX00000695,Premium Economy
SA00000590,FLT0027684,ACFT00365,14K,PAX00000696,Economy
SA00000591,FLT0027684,ACFT00365,14C,PAX00000697,Business
SA00000592,FLT0027684,ACFT00365,12K,PAX00000698,Premium Economy
SA00000593,FLT0015774,ACFT00578,6G,PAX00000699,Economy
SA00000594,FLT0015774,ACFT00578,3F,PAX00000700,Economy
SA00000595,FLT0015774,ACFT00578,10F,PAX00000701,Economy
SA00000596,FLT0015774,ACFT00578,2D,PAX00000702,Economy
SA00000597,FLT0025586,ACFT00513,19G,PAX00000703,Business
SA00000598,FLT0025586,ACFT00513,42E,PAX00000704,Premium Economy
SA00000599,FLT0018615,ACFT00478,17B,PAX00000705,Economy
SA00000600,FLT0037479,ACFT00082,1C,PAX00000706,Premium Economy
SA00000601,FLT0013433,ACFT00263,27K,PAX00000707,Economy
SA00000602,FLT0013433,ACFT00263,9E,PAX00000708,Economy
SA00000603,FLT0013433,ACFT00263,23J,PAX00000709,Premium Economy
SA00000604,FLT0064174,ACFT00334,18A,PAX00000710,Premium Economy
SA00000605,FLT0064174,ACFT00334,27E,PAX00000711,Economy
SA00000606,FLT0064174,ACFT00334,26G,PAX00000712,Economy
SA00000607,FLT0064174,ACFT00334,11D,PAX00000713,Economy
SA00000608,FLT0040183,ACFT00422,44J,PAX00000715,Economy
SA00000609,FLT0001815,ACFT00404,39F,PAX00000717,Economy
SA00000610,FLT0002628,ACFT00418,31E,PAX00000718,Premium Economy
SA00000611,FLT0002628,ACFT00418,7K,PAX00000719,Economy
SA00000612,FLT0002628,ACFT00418,3J,PAX00000720,Economy
SA00000613,FLT0059428,ACFT00055,8E,PAX00000721,Economy
SA00000614,FLT0059428,ACFT00055,20E,PAX00000722,Economy
SA00000615,FLT0035184,ACFT00269,44E,PAX00000723,Economy
SA00000616,FLT0035184,ACFT00269,14K,PAX00000724,Economy
SA00000617,FLT0040725,ACFT00263,35F,PAX00000725,Economy
SA00000618,FLT0040725,ACFT00263,15E,PAX00000726,First
SA00000619,FLT0040725,ACFT00263,23H,PAX00000727,Economy
SA00000620,FLT0069222,ACFT00333,4C,PAX00000728,Premium Economy
SA00000621,FLT0069222,ACFT00333,33G,PAX00000729,Business
SA00000622,FLT0042614,ACFT00484,17B,PAX00000730,Economy
SA00000623,FLT0079544,ACFT00295,2F,PAX00000731,Economy
SA00000624,FLT0079544,ACFT00295,9D,PAX00000732,Economy
SA00000625,FLT0079544,ACFT00295,30G,PAX00000733,Economy
SA00000626,FLT0075870,ACFT00285,13C,PAX00000734,Economy
SA00000627,FLT0075870,ACFT00285,5K,PAX00000735,Premium Economy
SA00000628,FLT0075870,ACFT00285,14G,PAX00000736,Economy
SA00000629,FLT0075870,ACFT00285,1F,PAX00000737,Economy
SA00000630,FLT0002949,ACFT00394,32F,PAX00000738,Business
SA00000631,FLT0002949,ACFT00394,38D,PAX00000739,First
SA00000632,FLT0046990,ACFT00260,42G,PAX00000742,Economy
SA00000633,FLT0046990,ACFT00260,30B,PAX00000743,Economy
SA00000634,FLT0000531,ACFT00573,40A,PAX00000744,Economy
SA00000635,FLT0045329,ACFT00588,17A,PAX00000745,Economy
SA00000636,FLT0045329,ACFT00588,15A,PAX00000746,Business
SA00000637,FLT0053090,ACFT00468,24K,PAX00000747,Economy
SA00000638,FLT0070523,ACFT00222,43G,PAX00000748,Economy
SA00000639,FLT0070523,ACFT00222,42H,PAX00000749,Premium Economy
SA00000640,FLT0075356,ACFT00062,31H,PAX00000750,Economy
SA00000641,FLT0078088,ACFT00376,34D,PAX00000751,Economy
SA00000642,FLT0068501,ACFT00010,7B,PAX00000752,Business
SA00000643,FLT0068501,ACFT00010,23E,PAX00000753,Economy
SA00000644,FLT0047396,ACFT00288,27E,PAX00000754,Economy
SA00000645,FLT0047396,ACFT00288,31E,PAX00000755,Economy
SA00000646,FLT0021039,ACFT00484,8G,PAX00000756,First
SA00000647,FLT0064165,ACFT00124,42B,PAX00000760,Economy
SA00000648,FLT0037184,ACFT00488,13K,PAX00000761,Economy
SA00000649,FLT0079979,ACFT00512,10H,PAX00000762,First
SA00000650,FLT0033675,ACFT00458,33J,PAX00000763,Premium Economy
SA00000651,FLT0033675,ACFT00458,13B,PAX00000764,Business
SA00000652,FLT0033129,ACFT00102,18G,PAX00000765,Premium Economy
SA00000653,FLT0051506,ACFT00181,29E,PAX00000766,Economy
SA00000654,FLT0010697,ACFT00265,26C,PAX00000767,Economy
SA00000655,FLT0010697,ACFT00265,20G,PAX00000768,Economy
SA00000656,FLT0062160,ACFT00166,5F,PAX00000769,Economy
SA00000657,FLT0038868,ACFT00380,42D,PAX00000770,Economy
SA00000658,FLT0042680,ACFT00115,33B,PAX00000771,Economy
SA00000659,FLT0042680,ACFT00115,11A,PAX00000772,Economy
SA00000660,FLT0042674,ACFT00188,34A,PAX00000775,Economy
SA00000661,FLT0051377,ACFT00003,11E,PAX00000776,Business
SA00000662,FLT0051377,ACFT00003,31B,PAX00000777,Economy
SA00000663,FLT0032167,ACFT00126,16D,PAX00000778,Premium Economy
SA00000664,FLT0032167,ACFT00126,25H,PAX00000779,Business
SA00000665,FLT0024729,ACFT00342,19H,PAX00000784,Economy
SA00000666,FLT0055161,ACFT00360,11G,PAX00000785,Economy
SA00000667,FLT0022050,ACFT00458,4E,PAX00000786,Premium Economy
SA00000668,FLT0001822,ACFT00566,1E,PAX00000787,Economy
SA00000669,FLT0001822,ACFT00566,21D,PAX00000788,Economy
SA00000670,FLT0001822,ACFT00566,22F,PAX00000789,First
SA00000671,FLT0056037,ACFT00510,16H,PAX00000791,Economy
SA00000672,FLT0056037,ACFT00510,21K,PAX00000792,Business
SA00000673,FLT0067357,ACFT00330,6D,PAX00000793,Economy
SA00000674,FLT0026795,ACFT00051,6F,PAX00000794,Economy
SA00000675,FLT0001520,ACFT00305,43B,PAX00000795,Business
SA00000676,FLT0001520,ACFT00305,19A,PAX00000796,Economy
SA00000677,FLT0001520,ACFT00305,43F,PAX00000797,Economy
SA00000678,FLT0024023,ACFT00290,16G,PAX00000799,Business
SA00000679,FLT0024023,ACFT00290,36G,PAX00000800,Economy
SA00000680,FLT0019782,ACFT00158,16H,PAX00000801,Business
SA00000681,FLT0017359,ACFT00388,41H,PAX00000802,Business
SA00000682,FLT0064585,ACFT00500,9D,PAX00000803,Economy
SA00000683,FLT0064585,ACFT00500,1E,PAX00000804,Economy
SA00000684,FLT0037492,ACFT00366,34B,PAX00000806,Economy
SA00000685,FLT0037492,ACFT00366,43C,PAX00000807,Economy
SA00000686,FLT0059678,ACFT00404,26G,PAX00000808,Economy
SA00000687,FLT0033069,ACFT00063,7K,PAX00000809,Economy
SA00000688,FLT0033069,ACFT00063,40A,PAX00000810,Premium Economy
SA00000689,FLT0017569,ACFT00148,38D,PAX00000811,Premium Economy
SA00000690,FLT0032758,ACFT00504,26J,PAX00000812,Economy
SA00000691,FLT0015034,ACFT00209,7G,PAX00000813,Economy
SA00000692,FLT0052010,ACFT00292,5J,PAX00000814,Economy
SA00000693,FLT0008708,ACFT00170,14J,PAX00000815,Economy
SA00000694,FLT0065747,ACFT00597,9K,PAX00000817,Economy
SA00000695,FLT0065747,ACFT00597,17C,PAX00000818,Economy
SA00000696,FLT0035788,ACFT00058,23E,PAX00000819,Premium Economy
SA00000697,FLT0035788,ACFT00058,5G,PAX00000820,Economy
SA00000698,FLT0035788,ACFT00058,34C,PAX00000821,Economy
SA00000699,FLT0011159,ACFT00009,37A,PAX00000822,Premium Economy
SA00000700,FLT0011159,ACFT00009,4J,PAX00000823,Economy
SA00000701,FLT0011159,ACFT00009,25H,PAX00000824,Economy
SA00000702,FLT0011159,ACFT00009,12A,PAX00000825,Economy
SA00000703,FLT0014611,ACFT00446,36C,PAX00000826,Economy
SA00000704,FLT0014611,ACFT00446,26E,PAX00000827,Economy
SA00000705,FLT0014611,ACFT00446,9K,PAX00000828,Economy
SA00000706,FLT0014611,ACFT00446,30D,PAX00000829,First
SA00000707,FLT0044870,ACFT00578,42K,PAX00000830,Economy
SA00000708,FLT0044870,ACFT00578,23A,PAX00000831,Premium Economy
SA00000709,FLT0044870,ACFT00578,15A,PAX00000832,Premium Economy
SA00000710,FLT0029192,ACFT00384,14J,PAX00000834,Economy
SA00000711,FLT0029192,ACFT00384,35A,PAX00000835,Economy
SA00000712,FLT0045100,ACFT00068,21B,PAX00000836,Premium Economy
SA00000713,FLT0045100,ACFT00068,28K,PAX00000837,Premium Economy
SA00000714,FLT0045100,ACFT00068,34F,PAX00000838,Economy
SA00000715,FLT0045100,ACFT00068,17C,PAX00000839,Economy
SA00000716,FLT0049438,ACFT00433,16J,PAX00000840,Business
SA00000717,FLT0075909,ACFT00531,29K,PAX00000841,Economy
SA00000718,FLT0075909,ACFT00531,8G,PAX00000842,Economy
SA00000719,FLT0021406,ACFT00219,38B,PAX00000843,Economy
SA00000720,FLT0057730,ACFT00520,5B,PAX00000844,Economy
SA00000721,FLT0057730,ACFT00520,34A,PAX00000845,Economy
SA00000722,FLT0012577,ACFT00577,1A,PAX00000846,Economy
SA00000723,FLT0012577,ACFT00577,14H,PAX00000847,Economy
SA00000724,FLT0013808,ACFT00353,8D,PAX00000851,Economy
SA00000725,FLT0013808,ACFT00353,28D,PAX00000852,Premium Economy
SA00000726,FLT0013808,ACFT00353,36E,PAX00000853,Economy
SA00000727,FLT0013808,ACFT00353,3K,PAX00000854,Economy
SA00000728,FLT0072499,ACFT00294,30F,PAX00000855,Economy
SA00000729,FLT0011693,ACFT00171,35A,PAX00000856,Economy
SA00000730,FLT0011693,ACFT00171,16F,PAX00000857,Economy
SA00000731,FLT0011693,ACFT00171,37J,PAX00000858,Economy
SA00000732,FLT0022052,ACFT00271,39G,PAX00000859,Economy
SA00000733,FLT0022052,ACFT00271,37F,PAX00000860,Economy
SA00000734,FLT0059285,ACFT00242,35J,PAX00000861,Economy
SA00000735,FLT0059285,ACFT00242,43A,PAX00000862,Economy
SA00000736,FLT0059285,ACFT00242,14H,PAX00000863,Premium Economy
SA00000737,FLT0059285,ACFT00242,37E,PAX00000864,Economy
SA00000738,FLT0017103,ACFT00012,44J,PAX00000865,Economy
SA00000739,FLT0017103,ACFT00012,15F,PAX00000866,Economy
SA00000740,FLT0017103,ACFT00012,6E,PAX00000867,Economy
SA00000741,FLT0043793,ACFT00352,22E,PAX00000868,Economy
SA00000742,FLT0043793,ACFT00352,35H,PAX00000869,Economy
SA00000743,FLT0043793,ACFT00352,32D,PAX00000870,Economy
SA00000744,FLT0048803,ACFT00544,38H,PAX00000871,Business
SA00000745,FLT0048803,ACFT00544,13F,PAX00000872,Economy
SA00000746,FLT0067755,ACFT00170,14B,PAX00000873,Economy
SA00000747,FLT0063212,ACFT00010,12K,PAX00000875,Business
SA00000748,FLT0018088,ACFT00089,29J,PAX00000876,Economy
SA00000749,FLT0018088,ACFT00089,8C,PAX00000877,Economy
SA00000750,FLT0073908,ACFT00112,38A,PAX00000879,Economy
SA00000751,FLT0076287,ACFT00377,6A,PAX00000880,Economy
SA00000752,FLT0061474,ACFT00261,44K,PAX00000882,Economy
SA00000753,FLT0061474,ACFT00261,38A,PAX00000883,Economy
SA00000754,FLT0061474,ACFT00261,17K,PAX00000884,Economy
SA00000755,FLT0061474,ACFT00261,31C,PAX00000885,Premium Economy
SA00000756,FLT0016815,ACFT00469,3A,PAX00000887,Economy
SA00000757,FLT0016815,ACFT00469,38H,PAX00000888,Economy
SA00000758,FLT0016815,ACFT00469,6A,PAX00000889,Economy
SA00000759,FLT0070748,ACFT00135,44G,PAX00000890,Business
SA00000760,FLT0070748,ACFT00135,13H,PAX00000891,Economy
SA00000761,FLT0013297,ACFT00101,35D,PAX00000892,Economy
SA00000762,FLT0061993,ACFT00025,30D,PAX00000893,Economy
SA00000763,FLT0020937,ACFT00500,15J,PAX00000894,Economy
SA00000764,FLT0020937,ACFT00500,29K,PAX00000895,Economy
SA00000765,FLT0020937,ACFT00500,4J,PAX00000896,Business
SA00000766,FLT0023219,ACFT00591,38F,PAX00000898,Economy
SA00000767,FLT0077137,ACFT00033,44H,PAX00000899,Economy
SA00000768,FLT0070855,ACFT00257,10G,PAX00000900,Economy
SA00000769,FLT0049489,ACFT00244,26B,PAX00000901,Business
SA00000770,FLT0058191,ACFT00572,39G,PAX00000903,Economy
SA00000771,FLT0074530,ACFT00588,12G,PAX00000904,Economy
SA00000772,FLT0074530,ACFT00588,38A,PAX00000905,Premium Economy
SA00000773,FLT0041369,ACFT00461,6A,PAX00000906,Economy
SA00000774,FLT0038916,ACFT00234,7D,PAX00000907,Premium Economy
SA00000775,FLT0038916,ACFT00234,36B,PAX00000908,First
SA00000776,FLT0023173,ACFT00272,19B,PAX00000909,Economy
SA00000777,FLT0023173,ACFT00272,40D,PAX00000910,Economy
SA00000778,FLT0020940,ACFT00130,21D,PAX00000912,Economy
SA00000779,FLT0020940,ACFT00130,34E,PAX00000913,Economy
SA00000780,FLT0070876,ACFT00059,9B,PAX00000914,Economy
SA00000781,FLT0070876,ACFT00059,20K,PAX00000915,Economy
SA00000782,FLT0015385,ACFT00013,30G,PAX00000916,Business
SA00000783,FLT0077051,ACFT00427,24K,PAX00000917,Economy
SA00000784,FLT0077051,ACFT00427,26D,PAX00000918,Premium Economy
SA00000785,FLT0077051,ACFT00427,18F,PAX00000919,Business
SA00000786,FLT0077681,ACFT00432,30E,PAX00000920,Economy
SA00000787,FLT0005994,ACFT00252,9H,PAX00000921,Economy
SA00000788,FLT0038262,ACFT00577,41G,PAX00000922,Premium Economy
SA00000789,FLT0038262,ACFT00577,25K,PAX00000923,Economy
